genes	counts
geneID06843	69
geneID06844	95
geneID06845	0
geneID06846	1
geneID06847	58
geneID06848	3
geneID06849	0
geneID06850	0
geneID06851	147
geneID06852	1
geneID06853	26
geneID06854	129
geneID06855	49
geneID06856	0
geneID06857	75
geneID06858	53
geneID06859	0
geneID06860	50
geneID06861	48
geneID06862	145
geneID06863	0
geneID06864	0
geneID06865	141
geneID06866	31
geneID06867	1469
geneID06868	49
geneID06869	147
geneID06870	321
geneID06871	7
geneID06872	73
geneID06873	34
geneID06874	33
geneID06875	50
geneID06876	65
geneID06877	0
geneID06878	0
geneID06879	1
geneID06880	67
geneID06881	386
geneID06882	548
geneID06883	130
geneID06884	112
geneID06885	3388
geneID06886	260
geneID06887	125
geneID06888	41
geneID06889	164
geneID06890	356
geneID06891	0
geneID06892	58
geneID06893	14
geneID06894	0
geneID06895	432
geneID06896	151
geneID06897	0
geneID06898	1
geneID06899	199
geneID06900	216
geneID06901	275
geneID06902	49
geneID06903	379
geneID06904	0
geneID06905	116
geneID06906	18
geneID06907	808
geneID06908	0
geneID06909	0
geneID06910	0
geneID06911	251
geneID06912	258
geneID06913	13
geneID06914	0
geneID06915	182
geneID06916	220
geneID06917	0
geneID06918	4
geneID06919	82
geneID06920	20
geneID06921	69
geneID06922	0
geneID06923	80
geneID06924	102
geneID06925	2
geneID06926	109
geneID06927	76
geneID06928	39
geneID06929	32
geneID06930	431
geneID06931	93
geneID06932	1158
geneID06933	1872
geneID06934	764
geneID06935	0
geneID06936	66
geneID06937	280
geneID06938	105
geneID06939	8
geneID06940	132
geneID06941	33
geneID06942	259
geneID06943	46
geneID06944	62
geneID06945	0
geneID06946	344
geneID06947	40
geneID06948	24
geneID06949	49
geneID06950	256
geneID06951	219
geneID06952	1072
geneID06953	14
geneID06954	0
geneID06955	2
geneID06956	109
geneID06957	0
geneID06958	205
geneID06959	155
geneID06960	388
geneID06961	212
geneID06962	2167
geneID06963	0
geneID06964	189
geneID06965	160
geneID06966	74
geneID06967	2
geneID06968	5
geneID06969	2
geneID06970	490
geneID06971	382
geneID06972	295
geneID06973	247
geneID06974	29
geneID06975	241
geneID06976	512
geneID06977	212
geneID06978	157
geneID06979	374
geneID06980	279
geneID06981	63
geneID06982	17
geneID06983	1633
geneID06984	311
geneID06985	0
geneID06986	4
geneID06987	15
geneID06988	4
geneID06989	0
geneID06990	0
geneID06991	0
geneID06992	82
geneID06993	0
geneID06994	72
geneID06995	7
geneID06996	78
geneID06997	14
geneID06998	103
geneID06999	0
geneID07000	144
geneID07001	0
geneID07002	64
geneID07003	344
geneID07004	435
geneID07005	604
geneID07006	26
geneID07007	381
geneID07008	36
geneID07009	8
geneID07010	0
geneID07011	0
geneID07012	188
geneID07013	265
geneID07014	194
geneID07015	347
geneID07016	0
geneID07017	108
geneID07018	730
geneID07019	95
geneID07020	9
geneID07021	134
geneID07022	138
geneID07023	0
geneID07024	312
geneID07025	358
geneID07026	315
geneID07027	45
geneID07028	4
geneID07029	294
geneID07030	14
geneID07031	94
geneID07032	15
geneID07033	500
geneID07034	24
geneID07035	0
geneID07036	0
geneID07037	601
geneID07038	64
geneID07039	415
geneID07040	124
geneID07041	308
geneID07042	95
geneID07043	0
geneID07044	204
geneID07045	328
geneID07046	99
geneID07047	5
geneID07048	43
geneID07049	164
geneID07050	1
geneID07051	3
geneID07052	9
geneID07053	598
geneID07054	1
geneID07055	237
geneID07056	460
geneID07057	339
geneID07058	116
geneID07059	1
geneID07060	65
geneID07061	0
geneID07062	2
geneID07063	97
geneID07064	117
geneID07065	2
geneID07066	113
geneID07067	23
geneID07068	87
geneID07069	55
geneID07070	159
geneID07071	201
geneID07072	573
geneID07073	81
geneID07074	131
geneID07075	35
geneID07076	0
geneID07077	2
geneID07078	0
geneID07079	0
geneID07080	0
geneID07081	0
geneID07082	0
geneID07083	261
geneID07084	158
geneID07085	43
geneID07086	142
geneID07087	623
geneID07088	516
geneID07089	141
geneID07090	232
geneID07091	741
geneID07092	50
geneID07093	84
geneID07094	4
geneID07095	43
geneID07096	96
geneID07097	1
geneID07098	120
geneID07099	273
geneID07100	0
geneID07101	4886
geneID07102	66
geneID07103	194
geneID07104	3
geneID07105	7
geneID07106	176
geneID07107	3
geneID07108	0
geneID07109	306
geneID07110	67
geneID07111	2
geneID07112	195
geneID07113	0
geneID07114	0
geneID07115	34
geneID07116	67
geneID07117	28
geneID07118	403
geneID07119	2
geneID07120	183
geneID07121	723
geneID07122	87
geneID07123	164
geneID07124	98
geneID07125	225
geneID07126	0
geneID07127	62
geneID07128	17
geneID07129	0
geneID07130	0
geneID07131	9
geneID07132	0
geneID07133	0
geneID07134	488
geneID07135	0
geneID07136	241
geneID07137	193
geneID07138	30
geneID07139	126
geneID07140	248
geneID07141	78
geneID07142	101
geneID07143	9
geneID07144	0
geneID07145	189
geneID07146	62
geneID07147	355
geneID07148	181
geneID07149	338
geneID07150	36
geneID07151	74
geneID07152	38
geneID07153	170
geneID07154	127
geneID07155	112
geneID07156	0
geneID07157	0
geneID07158	0
geneID07159	0
geneID07160	0
geneID07161	7
geneID07162	539
geneID07163	318
geneID07164	173
geneID07165	35
geneID07166	37
geneID07167	0
geneID07168	13
geneID07169	0
geneID07170	2
geneID07171	196
geneID07172	38
geneID07173	45
geneID07174	0
geneID07175	159
geneID07176	29
geneID07177	88
geneID07178	0
geneID07179	452
geneID07180	80
geneID07181	28
geneID07182	1
geneID07183	23
geneID07184	8
geneID07185	0
geneID07186	0
geneID07187	0
geneID07188	95
geneID07189	507
geneID07190	90
geneID07191	22
geneID07192	472
geneID07193	327
geneID07194	219
geneID07195	1122
geneID07196	0
geneID07197	2
geneID07198	524
geneID07199	0
geneID07200	0
geneID07201	81
geneID07202	79
geneID07203	671
geneID07204	184
geneID07205	142
geneID07206	71
geneID07207	35
geneID07208	1
geneID07209	0
geneID07210	0
geneID07211	0
geneID07212	0
geneID07213	0
geneID07214	0
geneID07215	0
geneID07216	53
geneID07217	11
geneID07218	63
geneID07219	0
geneID07220	46
geneID07221	127
geneID07222	123
geneID07223	0
geneID07224	99
geneID07225	270
geneID07226	268
geneID07227	0
geneID07228	1
geneID07229	357
geneID07230	378
geneID07231	0
geneID07232	0
geneID07233	89
geneID07234	0
geneID07235	473
geneID07236	230
geneID07237	0
geneID07238	48
geneID07239	1
geneID07240	1
geneID07241	0
geneID07242	1
geneID07243	0
geneID07244	0
geneID07245	1
geneID07246	10
geneID07247	1
geneID07248	92
geneID07249	0
geneID07250	53
geneID07251	332
geneID07252	40
geneID07253	331
geneID07254	17
geneID07255	151
geneID07256	189
geneID07257	0
geneID07258	251
geneID07259	217
geneID07260	38
geneID07261	0
geneID07262	1
geneID07263	113
geneID07264	89
geneID07265	151
geneID07266	75
geneID07267	0
geneID07268	106
geneID07269	0
geneID07270	23
geneID07271	100
geneID07272	47
geneID07273	104
geneID07274	28
geneID07275	0
geneID07276	0
geneID07277	1
geneID07278	2
geneID07279	0
geneID07280	0
geneID07281	138
geneID07282	53
geneID07283	304
geneID07284	819
geneID07285	31
geneID07286	530
geneID07287	0
geneID07288	168
geneID07289	472
geneID07290	0
geneID07291	0
geneID07292	0
geneID07293	0
geneID07294	0
geneID07295	0
geneID07296	119
geneID07297	1
geneID07298	170
geneID07299	0
geneID07300	10
geneID07301	90
geneID07302	165
geneID07303	0
geneID07304	0
geneID07305	17
geneID07306	0
geneID07307	20
geneID07308	217
geneID07309	192
geneID07310	0
geneID07311	0
geneID07312	23
geneID07313	207
geneID07314	88
geneID07315	0
geneID07316	63
geneID07317	335
geneID07318	40
geneID07319	2
geneID07320	233
geneID07321	86
geneID07322	3
geneID07323	18
geneID07324	198
geneID07325	0
geneID07326	19
geneID07327	26
geneID07328	0
geneID07329	0
geneID07330	0
geneID07331	0
geneID07332	16
geneID07333	1
geneID07334	0
geneID07335	45
geneID07336	0
geneID07337	464
geneID07338	116
geneID07339	100
geneID07340	554
geneID07341	131
geneID07342	0
geneID07343	0
geneID07344	63
geneID07345	0
geneID07346	170
geneID07347	34
geneID07348	0
geneID07349	291
geneID07350	102
geneID07351	92
geneID07352	602
geneID07353	0
geneID07354	0
geneID07355	0
geneID07356	0
geneID07357	0
geneID07358	206
geneID07359	11
geneID07360	303
geneID07361	0
geneID07362	0
geneID07363	0
geneID07364	0
geneID07365	0
geneID07366	0
geneID07367	0
geneID07368	0
geneID07369	0
geneID07370	38
geneID07371	0
geneID07372	0
geneID07373	3785
geneID07374	0
geneID07375	11
geneID07376	0
geneID07377	0
geneID07378	0
geneID07379	92
geneID07380	1
geneID07381	0
geneID07382	0
geneID07383	0
geneID07384	0
geneID07385	0
geneID07386	0
geneID07387	0
geneID07388	0
geneID07389	9
geneID07390	0
geneID07391	16
geneID07392	0
geneID07393	77
geneID07394	3
geneID07395	0
geneID07396	0
geneID07397	97
geneID07398	160
geneID07399	52
geneID07400	314
geneID07401	581
geneID07402	0
geneID07403	80
geneID07404	96
geneID07405	62
geneID07406	402
geneID07407	0
geneID07408	0
geneID07409	0
geneID07410	590
geneID07411	0
geneID07412	173
geneID07413	375
geneID07414	0
geneID07415	0
geneID07416	30
geneID07417	0
geneID07418	47
geneID07419	0
geneID07420	0
geneID07421	0
geneID07422	0
geneID07423	796
geneID07424	371
geneID07425	60
geneID07426	122
geneID07427	30
geneID07428	88
geneID07429	43
geneID07430	0
geneID07431	275
geneID07432	34
geneID07433	100
geneID07434	0
geneID07435	1
geneID07436	62
geneID07437	382
geneID07438	124
geneID07439	0
geneID07440	381
geneID07441	44
geneID07442	4
geneID07443	0
geneID07444	0
geneID07445	0
geneID07446	7
geneID07447	260
geneID07448	30
geneID07449	59
geneID07450	24
geneID07451	369
geneID07452	0
geneID07453	290
geneID07454	52
geneID07455	126
geneID07456	0
geneID07457	0
geneID07458	0
geneID07459	0
geneID07460	84
geneID07461	0
geneID07462	0
geneID07463	1180
geneID07464	1677
geneID07465	0
geneID07466	269
geneID07467	5
geneID07468	36
geneID07469	174
geneID07470	1
geneID07471	0
geneID07472	213
geneID07473	900
geneID07474	0
geneID07475	1
geneID07476	27
geneID07477	0
geneID07478	0
geneID07479	420
geneID07480	38
geneID07481	1
geneID07482	0
geneID07483	0
geneID07484	0
geneID07485	0
geneID07486	122
geneID07487	0
geneID07488	9
geneID07489	0
geneID07490	0
geneID07491	0
geneID07492	0
geneID07493	0
geneID07494	574
geneID07495	0
geneID07496	4
geneID07497	0
geneID07498	99
geneID07499	0
geneID07500	532
geneID07501	111
geneID07502	97
geneID07503	0
geneID07504	0
geneID07505	0
geneID07506	990
geneID07507	0
geneID07508	0
geneID07509	0
geneID07510	50
geneID07511	108
geneID07512	0
geneID07513	1430
geneID07514	0
geneID07515	115
geneID07516	231
geneID07517	161
geneID07518	0
geneID07519	0
geneID07520	0
geneID07521	149
geneID07522	1066
geneID07523	50
geneID07524	0
geneID07525	1549
geneID07526	128
geneID07527	33
geneID07528	179
geneID07529	0
geneID07530	124
geneID07531	135
geneID07532	113
geneID07533	0
geneID07534	0
geneID07535	0
geneID07536	19
geneID07537	268
geneID07538	25
geneID07539	0
geneID07540	0
geneID07541	104
geneID07542	3449
geneID07543	104
geneID07544	0
geneID07545	0
geneID07546	0
geneID07547	0
geneID07548	0
geneID07549	0
geneID07550	628
geneID07551	0
geneID07552	0
geneID07553	0
geneID07554	140
geneID07555	0
geneID07556	0
geneID07557	401
geneID07558	2
geneID07559	0
geneID07560	0
geneID07561	661
geneID07562	0
geneID07563	0
geneID07564	0
geneID07565	334
geneID07566	188
geneID07567	0
geneID07568	0
geneID07569	11
geneID07570	1
geneID07571	0
geneID07572	0
geneID07573	0
geneID07574	166
geneID07575	477
geneID07576	0
geneID07577	0
geneID07578	0
geneID07579	0
geneID07580	0
geneID07581	0
geneID07582	0
geneID07583	0
geneID07584	0
geneID07585	0
geneID07586	0
geneID07587	0
geneID07588	0
geneID07589	0
geneID07590	0
geneID07591	0
geneID07592	0
geneID07593	157
geneID07594	0
geneID07595	0
geneID07596	0
geneID07597	0
geneID07598	462
geneID07599	0
geneID07600	0
geneID07601	0
geneID07602	0
geneID07603	0
geneID07604	0
geneID07605	0
geneID07606	0
geneID07607	1
geneID07608	0
geneID07609	0
geneID07610	0
geneID07611	0
geneID07612	7
geneID07613	0
geneID07614	0
geneID07615	0
geneID07616	0
geneID07617	0
geneID07618	0
geneID07619	0
geneID07620	0
geneID07621	0
geneID07622	0
geneID07623	1
geneID07624	0
geneID07625	0
geneID07626	0
geneID07627	5
geneID07628	0
geneID07629	0
geneID07630	0
geneID07631	1
geneID07632	0
geneID07633	0
geneID07634	0
geneID07635	0
geneID07636	0
geneID07637	0
geneID07638	0
geneID07639	0
geneID07640	0
geneID07641	0
geneID07642	0
geneID07643	0
geneID07644	0
geneID07645	0
geneID07646	0
geneID07647	0
geneID07648	0
geneID07649	0
geneID07650	0
geneID07651	0
geneID07652	0
geneID07653	0
geneID07654	0
geneID07655	0
geneID07656	211
geneID07657	0
geneID07658	0
geneID07659	0
geneID07660	0
geneID07661	0
geneID07662	0
geneID07663	0
geneID07664	0
geneID07665	0
geneID07666	0
geneID07667	0
geneID07668	0
geneID07669	0
geneID07670	0
geneID07671	0
geneID07672	1712
geneID07673	58
geneID07674	0
geneID07675	0
geneID07676	0
geneID07677	355
geneID07678	0
geneID07679	0
geneID07680	0
geneID07681	0
geneID07682	0
geneID07683	0
geneID07684	0
geneID07685	0
geneID07686	107
geneID07687	0
geneID07688	0
geneID07689	0
geneID07690	0
geneID07691	0
geneID07692	0
geneID07693	0
geneID07694	0
geneID07695	4
geneID07696	0
geneID07697	500
geneID07698	1
geneID07699	1463
geneID07700	0
geneID07701	0
geneID07702	0
geneID07703	0
geneID07704	0
geneID07705	29
geneID07706	0
geneID07707	0
geneID07708	94
geneID07709	0
geneID07710	0
geneID07711	1
geneID07712	41
geneID07713	0
geneID07714	0
geneID07715	0
geneID07716	0
geneID07717	0
geneID07718	0
geneID07719	24
geneID07720	1
geneID07721	0
geneID07722	0
geneID07723	84
geneID07724	0
geneID07725	0
geneID07726	0
geneID07727	0
geneID07728	0
geneID07729	40
geneID07730	0
geneID07731	0
geneID07732	2023
geneID07733	0
geneID07734	403
geneID07735	0
geneID07736	0
geneID07737	247
geneID07738	0
geneID07739	0
geneID07740	0
geneID07741	0
geneID07742	409
geneID07743	0
geneID07744	0
geneID07745	0
geneID07746	489
geneID07747	0
geneID07748	63
geneID07749	166
geneID07750	0
geneID07751	0
geneID07752	0
geneID07753	0
geneID07754	95
geneID07755	74
geneID07756	34
geneID07757	128
geneID07758	0
geneID07759	0
geneID07760	0
geneID07761	73
geneID07762	3
geneID07763	0
geneID07764	118
geneID07765	80
geneID07766	0
geneID07767	1
geneID07768	0
geneID07769	1
geneID07770	0
geneID07771	0
geneID07772	152
geneID07773	57
geneID07774	2
geneID07775	0
geneID07776	7
geneID07777	0
geneID07778	0
geneID07779	53
geneID07780	372
geneID07781	0
geneID07782	199
geneID07783	0
geneID07784	0
geneID07785	0
geneID07786	48
geneID07787	267
geneID07788	1
geneID07789	0
geneID07790	0
geneID07791	0
geneID07792	0
geneID07793	3
geneID07794	1
geneID07795	0
geneID07796	0
geneID07797	0
geneID07798	0
geneID07799	0
geneID07800	0
geneID07801	94
geneID07802	104
geneID07803	0
geneID07804	1
geneID07805	100
geneID07806	0
geneID07807	5
geneID07808	0
geneID07809	226
geneID07810	0
geneID07811	85
geneID07812	0
geneID07813	0
geneID07814	0
geneID07815	0
geneID07816	246
geneID07817	154
geneID07818	121
geneID07819	0
geneID07820	12
geneID07821	0
geneID07822	0
geneID07823	2
geneID07824	285
geneID07825	0
geneID07826	62
geneID07827	97
geneID07828	0
geneID07829	926
geneID07830	1335
geneID07831	19
geneID07832	435
geneID07833	0
geneID07834	0
geneID07835	1
geneID07836	341
geneID07837	0
geneID07838	5
geneID07839	0
geneID07840	0
geneID07841	1
geneID07842	98
geneID07843	1
geneID07844	507
geneID07845	0
geneID07846	0
geneID07847	0
geneID07848	0
geneID07849	0
geneID07850	0
geneID07851	64
geneID07852	145
geneID07853	0
geneID07854	170
geneID07855	131
geneID07856	675
geneID07857	36
geneID07858	3
geneID07859	0
geneID07860	2
geneID07861	0
geneID07862	0
geneID07863	0
geneID07864	0
geneID07865	0
geneID07866	0
geneID07867	0
geneID07868	0
geneID07869	32
geneID07870	0
geneID07871	313
geneID07872	25
geneID07873	0
geneID07874	0
geneID07875	0
geneID07876	0
geneID07877	0
geneID07878	0
geneID07879	149
geneID07880	0
geneID07881	100
geneID07882	62
geneID07883	6
geneID07884	0
geneID07885	0
geneID07886	412
geneID07887	12
geneID07888	0
geneID07889	0
geneID07890	0
geneID07891	0
geneID07892	378
geneID07893	109
geneID07894	0
geneID07895	72
geneID07896	0
geneID07897	2
geneID07898	0
geneID07899	0
geneID07900	113
geneID07901	260
geneID07902	6
geneID07903	315
geneID07904	6
geneID07905	103
geneID07906	107
geneID07907	70
geneID07908	0
geneID07909	17
geneID07910	252
geneID07911	20
geneID07912	0
geneID07913	0
geneID07914	0
geneID07915	0
geneID07916	0
geneID07917	0
geneID07918	0
geneID07919	0
geneID07920	0
geneID07921	21
geneID07922	133
geneID07923	116
geneID07924	0
geneID07925	0
geneID07926	0
geneID07927	0
geneID07928	0
geneID07929	0
geneID07930	0
geneID07931	0
geneID07932	80
geneID07933	367
geneID07934	385
geneID07935	0
geneID07936	0
geneID07937	0
geneID07938	1
geneID07939	105
geneID07940	255
geneID07941	10
geneID07942	0
geneID07943	116
geneID07944	206
geneID07945	56
geneID07946	195
geneID07947	403
geneID07948	0
geneID07949	131
geneID07950	484
geneID07951	3
geneID07952	876
geneID07953	0
geneID07954	300
geneID07955	0
geneID07956	36
geneID07957	0
geneID07958	22
geneID07959	5
geneID07960	8
geneID07961	0
geneID07962	0
geneID07963	0
geneID07964	26
geneID07965	2792
geneID07966	0
geneID07967	60
geneID07968	737
geneID07969	126
geneID07970	269
geneID07971	0
geneID07972	0
geneID07973	45
geneID07974	80
geneID07975	2
geneID07976	0
geneID07977	2
geneID07978	5
geneID07979	1
geneID07980	86
geneID07981	405
geneID07982	2
geneID07983	341
geneID07984	1
geneID07985	0
geneID07986	864
geneID07987	406
geneID07988	13
geneID07989	146
geneID07990	0
geneID07991	3
geneID07992	74
geneID07993	1
geneID07994	145
geneID07995	136
geneID07996	886
geneID07997	406
geneID07998	0
geneID07999	1
geneID08000	0
geneID08001	0
geneID08002	2
geneID08003	0
geneID08004	8
geneID08005	126
geneID08006	82
geneID08007	197
geneID08008	10
geneID08009	0
geneID08010	0
geneID08011	0
geneID08012	0
geneID08013	0
geneID08014	0
geneID08015	1
geneID08016	0
geneID08017	76
geneID08018	100
geneID08019	60
geneID08020	63
geneID08021	125
geneID08022	0
geneID08023	1
geneID08024	0
geneID08025	234
geneID08026	215
geneID08027	9
geneID08028	104
geneID08029	249
geneID08030	743
geneID08031	335
geneID08032	29
geneID08033	140
geneID08034	165
geneID08035	5
geneID08036	35
geneID08037	24
geneID08038	0
geneID08039	0
geneID08040	160
geneID08041	167
geneID08042	93
geneID08043	3084
geneID08044	58
geneID08045	137
geneID08046	486
geneID08047	482
geneID08048	615
geneID08049	2
geneID08050	146
geneID08051	65
geneID08052	106
geneID08053	3
geneID08054	121
geneID08055	6
geneID08056	276
geneID08057	43
geneID08058	63
geneID08059	165
geneID08060	102
geneID08061	15
geneID08062	0
geneID08063	838
geneID08064	29
geneID08065	169
geneID08066	0
geneID08067	0
geneID08068	89
geneID08069	214
geneID08070	16
geneID08071	17
geneID08072	0
geneID08073	127
geneID08074	0
geneID08075	5
geneID08076	86
geneID08077	193
geneID08078	25
geneID08079	16
geneID08080	64
geneID08081	0
geneID08082	26
geneID08083	0
geneID08084	0
geneID08085	48
geneID08086	8
geneID08087	60
geneID08088	0
geneID08089	38
geneID08090	200
geneID08091	350
geneID08092	132
geneID08093	42
geneID08094	82
geneID08095	0
geneID08096	0
geneID08097	0
geneID08098	274
geneID08099	23
geneID08100	0
geneID08101	91
geneID08102	0
geneID08103	679
geneID08104	0
geneID08105	0
geneID08106	0
geneID08107	101
geneID08108	237
geneID08109	66
geneID08110	224
geneID08111	218
geneID08112	5
geneID08113	0
geneID08114	5088
geneID08115	96
geneID08116	677
geneID08117	0
geneID08118	5
geneID08119	0
geneID08120	0
geneID08121	202
geneID08122	28
geneID08123	436
geneID08124	32
geneID08125	0
geneID08126	0
geneID08127	2
geneID08128	0
geneID08129	0
geneID08130	75
geneID08131	1
geneID08132	0
geneID08133	1
geneID08134	2
geneID08135	0
geneID08136	7
geneID08137	415
geneID08138	86
geneID08139	72
geneID08140	123
geneID08141	43
geneID08142	3
geneID08143	0
geneID08144	248
geneID08145	152
geneID08146	69
geneID08147	0
geneID08148	1
geneID08149	147
geneID08150	0
geneID08151	45
geneID08152	4
geneID08153	0
geneID08154	7
geneID08155	175
geneID08156	174
geneID08157	83
geneID08158	0
geneID08159	2
geneID08160	0
geneID08161	92
geneID08162	0
geneID08163	0
geneID08164	0
geneID08165	8
geneID08166	293
geneID08167	92
geneID08168	0
geneID08169	0
geneID08170	0
geneID08171	29
geneID08172	5
geneID08173	0
geneID08174	3
geneID08175	0
geneID08176	4
geneID08177	218
geneID08178	0
geneID08179	14
geneID08180	4
geneID08181	36
geneID08182	0
geneID08183	1
geneID08184	127
geneID08185	580
geneID08186	0
geneID08187	0
geneID08188	148
geneID08189	503
geneID08190	258
geneID08191	66
geneID08192	103
geneID08193	9
geneID08194	346
geneID08195	0
geneID08196	0
geneID08197	0
geneID08198	84
geneID08199	104
geneID08200	107
geneID08201	1
geneID08202	96
geneID08203	1
geneID08204	121
geneID08205	332
geneID08206	193
geneID08207	89
geneID08208	0
geneID08209	0
geneID08210	0
geneID08211	287
geneID08212	338
geneID08213	1307
geneID08214	5
geneID08215	0
geneID08216	1
geneID08217	204
geneID08218	1
geneID08219	0
geneID08220	0
geneID08221	0
geneID08222	0
geneID08223	0
geneID08224	0
geneID08225	0
geneID08226	0
geneID08227	201
geneID08228	165
geneID08229	63
geneID08230	69
geneID08231	2
geneID08232	0
geneID08233	0
geneID08234	116
geneID08235	213
geneID08236	88
geneID08237	0
geneID08238	0
geneID08239	0
geneID08240	1
geneID08241	8
geneID08242	101
geneID08243	174
geneID08244	77
geneID08245	0
geneID08246	0
geneID08247	8
geneID08248	0
geneID08249	1
geneID08250	36
geneID08251	30
geneID08252	0
geneID08253	35
geneID08254	164
geneID08255	139
geneID08256	45
geneID08257	0
geneID08258	0
geneID08259	172
geneID08260	12
geneID08261	41
geneID08262	83
geneID08263	169
geneID08264	1323
geneID08265	137
geneID08266	1
geneID08267	0
geneID08268	772
geneID08269	40
geneID08270	552
geneID08271	1
geneID08272	74
geneID08273	55
geneID08274	16
geneID08275	9
geneID08276	148
geneID08277	0
geneID08278	205
geneID08279	0
geneID08280	101
geneID08281	52
geneID08282	7
geneID08283	264
geneID08284	252
geneID08285	15
geneID08286	0
geneID08287	52
geneID08288	75
geneID08289	3854
geneID08290	1027
geneID08291	940
geneID08292	300
geneID08293	0
geneID08294	35
geneID08295	185
geneID08296	68
geneID08297	0
geneID08298	166
geneID08299	0
geneID08300	264
geneID08301	0
geneID08302	189
geneID08303	590
geneID08304	235
geneID08305	0
geneID08306	0
geneID08307	0
geneID08308	76
geneID08309	77
geneID08310	125
geneID08311	258
geneID08312	136
geneID08313	0
geneID08314	0
geneID08315	0
geneID08316	0
geneID08317	266
geneID08318	61
geneID08319	345
geneID08320	0
geneID08321	335
geneID08322	428
geneID08323	0
geneID08324	0
geneID08325	50
geneID08326	140
geneID08327	114
geneID08328	50
geneID08329	469
geneID08330	0
geneID08331	0
geneID08332	0
geneID08333	0
geneID08334	128
geneID08335	450
geneID08336	0
geneID08337	81
geneID08338	215
geneID08339	155
geneID08340	84
geneID08341	767
geneID08342	255
geneID08343	394
geneID08344	146
geneID08345	278
geneID08346	100
geneID08347	73
geneID08348	243
geneID08349	20
geneID08350	0
geneID08351	962
geneID08352	6
geneID08353	122
geneID08354	0
geneID08355	75
geneID08356	44
geneID08357	48
geneID08358	658
geneID08359	0
geneID08360	59
geneID08361	1236
geneID08362	0
geneID08363	0
geneID08364	0
geneID08365	4
geneID08366	30
geneID08367	646
geneID08368	48
geneID08369	4
geneID08370	1
geneID08371	72
geneID08372	0
geneID08373	540
geneID08374	17
geneID08375	9
geneID08376	2
geneID08377	2
geneID08378	383
geneID08379	738
geneID08380	109
geneID08381	224
geneID08382	0
geneID08383	0
geneID08384	0
geneID08385	240
geneID08386	0
geneID08387	0
geneID08388	0
geneID08389	0
geneID08390	0
geneID08391	0
geneID08392	90
geneID08393	163
geneID08394	41
geneID08395	0
geneID08396	84
geneID08397	58
geneID08398	197
geneID08399	5
geneID08400	101
geneID08401	56
geneID08402	174
geneID08403	43
geneID08404	37
geneID08405	465
geneID08406	36
geneID08407	145
geneID08408	0
geneID08409	157
geneID08410	0
geneID08411	0
geneID08412	221
geneID08413	40
geneID08414	523
geneID08415	0
geneID08416	124
geneID08417	11
geneID08418	49
geneID08419	211
geneID08420	405
geneID08421	11
geneID08422	6
geneID08423	1
geneID08424	2211
geneID08425	93
geneID08426	98
geneID08427	0
geneID08428	197
geneID08429	111
geneID08430	71
geneID08431	216
geneID08432	1
geneID08433	126
geneID08434	770
geneID08435	0
geneID08436	0
geneID08437	1
geneID08438	0
geneID08439	374
geneID08440	202
geneID08441	73
geneID08442	17
geneID08443	99
geneID08444	0
geneID08445	0
geneID08446	122
geneID08447	122
geneID08448	754
geneID08449	261
geneID08450	1015
geneID08451	1374
geneID08452	15
geneID08453	8
geneID08454	137
geneID08455	79
geneID08456	3
geneID08457	32
geneID08458	8
geneID08459	147
geneID08460	0
geneID08461	0
geneID08462	205
geneID08463	448
geneID08464	0
geneID08465	240
geneID08466	248
geneID08467	288
geneID08468	599
geneID08469	140
geneID08470	2012
geneID08471	199
geneID08472	5
geneID08473	301
geneID08474	311
geneID08475	425
geneID08476	895
geneID08477	0
geneID08478	254
geneID08479	0
geneID08480	9
geneID08481	475
geneID08482	0
geneID08483	0
geneID08484	354
geneID08485	0
geneID08486	0
geneID08487	29
geneID08488	14
geneID08489	397
geneID08490	151
geneID08491	109
geneID08492	24
geneID08493	10
geneID08494	1467
geneID08495	94
geneID08496	365
geneID08497	0
geneID08498	198
geneID08499	105
geneID08500	20
geneID08501	30
geneID08502	0
geneID08503	869
geneID08504	0
geneID08505	0
geneID08506	95
geneID08507	0
geneID08508	0
geneID08509	0
geneID08510	0
geneID08511	0
geneID08512	0
geneID08513	12
geneID08514	2
geneID08515	931
geneID08516	51
geneID08517	1
geneID08518	0
geneID08519	30
geneID08520	37
geneID08521	21
geneID08522	97
geneID08523	1777
geneID08524	8
geneID08525	0
geneID08526	0
geneID08527	0
geneID08528	0
geneID08529	0
geneID08530	53
geneID08531	110
geneID08532	219
geneID08533	77
geneID08534	0
geneID08535	0
geneID08536	65
geneID08537	177
geneID08538	0
geneID08539	1
geneID08540	0
geneID08541	0
geneID08542	0
geneID08543	14
geneID08544	484
geneID08545	0
geneID08546	53
geneID08547	122
geneID08548	39
geneID08549	0
geneID08550	4
geneID08551	673
geneID08552	57
geneID08553	0
geneID08554	0
geneID08555	0
geneID08556	148
geneID08557	0
geneID08558	26
geneID08559	15
geneID08560	0
geneID08561	371
geneID08562	430
geneID08563	0
geneID08564	145
geneID08565	65
geneID08566	71
geneID08567	0
geneID08568	163
geneID08569	55
geneID08570	0
geneID08571	89
geneID08572	0
geneID08573	0
geneID08574	192
geneID08575	66
geneID08576	579
geneID08577	52
geneID08578	57
geneID08579	170
geneID08580	0
geneID08581	759
geneID08582	0
geneID08583	56
geneID08584	0
geneID08585	4
geneID08586	97
geneID08587	73
