genes	counts
geneID03561	0
geneID03562	0
geneID03563	0
geneID03564	0
geneID03565	0
geneID03566	0
geneID03567	0
geneID03568	0
geneID03569	0
geneID03570	766
geneID03571	0
geneID03572	3619
geneID03573	0
geneID03574	0
geneID03575	0
geneID03576	642
geneID03577	734
geneID03578	176
geneID03579	353
geneID03580	0
geneID03581	384
geneID03582	540
geneID03583	0
geneID03584	0
geneID03585	0
geneID03586	0
geneID03587	0
geneID03588	2048
geneID03589	6833
geneID03590	0
geneID03591	231
geneID03592	0
geneID03593	0
geneID03594	0
geneID03595	2
geneID03596	0
geneID03597	0
geneID03598	0
geneID03599	0
geneID03600	348
geneID03601	0
geneID03602	0
geneID03603	0
geneID03604	20144
geneID03605	1
geneID03606	1933
geneID03607	52
geneID03608	0
geneID03609	0
geneID03610	0
geneID03611	0
geneID03612	0
geneID03613	1238
geneID03614	346
geneID03615	0
geneID03616	0
geneID03617	223
geneID03618	0
geneID03619	0
geneID03620	6
geneID03621	0
geneID03622	0
geneID03623	0
geneID03624	0
geneID03625	1437
geneID03626	0
geneID03627	720
geneID03628	281
geneID03629	1046
geneID03630	0
geneID03631	0
geneID03632	0
geneID03633	0
geneID03634	81
geneID03635	0
geneID03636	11
geneID03637	22
geneID03638	0
geneID03639	834
geneID03640	399
geneID03641	636
geneID03642	412
geneID03643	7
geneID03644	0
geneID03645	0
geneID03646	37
geneID03647	1496
geneID03648	0
geneID03649	1
geneID03650	6
geneID03651	5
geneID03652	0
geneID03653	0
geneID03654	0
geneID03655	0
geneID03656	105
geneID03657	1210
geneID03658	62
geneID03659	0
geneID03660	0
geneID03661	314
geneID03662	7
geneID03663	0
geneID03664	0
geneID03665	0
geneID03666	18
geneID03667	0
geneID03668	1904
geneID03669	0
geneID03670	0
geneID03671	13421
geneID03672	0
geneID03673	0
geneID03674	12
geneID03675	223
geneID03676	1618
geneID03677	353
geneID03678	239
geneID03679	227
geneID03680	12
geneID03681	534
geneID03682	421
geneID03683	23
geneID03684	560
geneID03685	130
geneID03686	1085
geneID03687	533
geneID03688	839
geneID03689	0
geneID03690	0
geneID03691	260
geneID03692	0
geneID03693	0
geneID03694	0
geneID03695	1524
geneID03696	384
geneID03697	0
geneID03698	133
geneID03699	0
geneID03700	0
geneID03701	231
geneID03702	446
geneID03703	7
geneID03704	141
geneID03705	366
geneID03706	0
geneID03707	0
geneID03708	435
geneID03709	245
geneID03710	0
geneID03711	311
geneID03712	277
geneID03713	367
geneID03714	0
geneID03715	0
geneID03716	0
geneID03717	10
geneID03718	1312
geneID03719	137
geneID03720	193
geneID03721	1
geneID03722	53
geneID03723	269
geneID03724	178
geneID03725	0
geneID03726	973
geneID03727	39
geneID03728	0
geneID03729	669
geneID03730	338
geneID03731	268
geneID03732	0
geneID03733	0
geneID03734	30
geneID03735	0
geneID03736	92
geneID03737	0
geneID03738	0
geneID03739	0
geneID03740	121
geneID03741	1489
geneID03742	1235
geneID03743	729
geneID03744	0
geneID03745	534
geneID03746	218
geneID03747	542
geneID03748	2032
geneID03749	0
geneID03750	171
geneID03751	2
geneID03752	637
geneID03753	0
geneID03754	363
geneID03755	1
geneID03756	213
geneID03757	0
geneID03758	321
geneID03759	235
geneID03760	0
geneID03761	0
geneID03762	208
geneID03763	1
geneID03764	0
geneID03765	14
geneID03766	5
geneID03767	143
geneID03768	1985
geneID03769	0
geneID03770	0
geneID03771	14
geneID03772	0
geneID03773	782
geneID03774	0
geneID03775	0
geneID03776	415
geneID03777	0
geneID03778	1244
geneID03779	0
geneID03780	283
geneID03781	34
geneID03782	321
geneID03783	38
geneID03784	290
geneID03785	0
geneID03786	0
geneID03787	0
geneID03788	0
geneID03789	544
geneID03790	95
geneID03791	0
geneID03792	273
geneID03793	0
geneID03794	0
geneID03795	0
geneID03796	397
geneID03797	160
geneID03798	0
geneID03799	968
geneID03800	178
geneID03801	19
geneID03802	0
geneID03803	0
geneID03804	0
geneID03805	0
geneID03806	0
geneID03807	0
geneID03808	0
geneID03809	0
geneID03810	282
geneID03811	547
geneID03812	14
geneID03813	236
geneID03814	0
geneID03815	0
geneID03816	736
geneID03817	7
geneID03818	120
geneID03819	0
geneID03820	0
geneID03821	5
geneID03822	1833
geneID03823	0
geneID03824	6
geneID03825	0
geneID03826	0
geneID03827	1
geneID03828	2179
geneID03829	125
geneID03830	371
geneID03831	0
geneID03832	0
geneID03833	531
geneID03834	6
geneID03835	288
geneID03836	540
geneID03837	332
geneID03838	0
geneID03839	155
geneID03840	0
geneID03841	0
geneID03842	510
geneID03843	178
geneID03844	147
geneID03845	225
geneID03846	0
geneID03847	0
geneID03848	206
geneID03849	240
geneID03850	0
geneID03851	644
geneID03852	279
geneID03853	0
geneID03854	146
geneID03855	150
geneID03856	991
geneID03857	171
geneID03858	137
geneID03859	0
geneID03860	256
geneID03861	5056
geneID03862	160
geneID03863	104
geneID03864	257
geneID03865	0
geneID03866	2
geneID03867	4
geneID03868	1960
geneID03869	507
geneID03870	240
geneID03871	508
geneID03872	1425
geneID03873	842
geneID03874	35
geneID03875	727
geneID03876	191
geneID03877	0
geneID03878	0
geneID03879	1643
geneID03880	0
geneID03881	211
geneID03882	169
geneID03883	145
geneID03884	894
geneID03885	108
geneID03886	0
geneID03887	0
geneID03888	0
geneID03889	37
geneID03890	793
geneID03891	1201
geneID03892	5268
geneID03893	385
geneID03894	0
geneID03895	624
geneID03896	37
geneID03897	0
geneID03898	0
geneID03899	92
geneID03900	0
geneID03901	0
geneID03902	58
geneID03903	9
geneID03904	6
geneID03905	194
geneID03906	82
geneID03907	69
geneID03908	390
geneID03909	0
geneID03910	6
geneID03911	3482
geneID03912	314
geneID03913	817
geneID03914	626
geneID03915	50
geneID03916	91
geneID03917	676
geneID03918	0
geneID03919	0
geneID03920	8484
geneID03921	0
geneID03922	1
geneID03923	325
geneID03924	0
geneID03925	63
geneID03926	170
geneID03927	0
geneID03928	0
geneID03929	2
geneID03930	0
geneID03931	325
geneID03932	0
geneID03933	0
geneID03934	162
geneID03935	463
geneID03936	49
geneID03937	0
geneID03938	0
geneID03939	0
geneID03940	41
geneID03941	618
geneID03942	0
geneID03943	3
geneID03944	196
geneID03945	143
geneID03946	0
geneID03947	14
geneID03948	10
geneID03949	4
geneID03950	6
geneID03951	2473
geneID03952	145
geneID03953	0
geneID03954	0
geneID03955	0
geneID03956	0
geneID03957	352
geneID03958	0
geneID03959	0
geneID03960	0
geneID03961	697
geneID03962	159
geneID03963	32
geneID03964	503
geneID03965	1
geneID03966	632
geneID03967	4
geneID03968	1431
geneID03969	0
geneID03970	862
geneID03971	0
geneID03972	13
geneID03973	1
geneID03974	6
geneID03975	1112
geneID03976	53
geneID03977	32
geneID03978	715
geneID03979	41
geneID03980	12
geneID03981	389
geneID03982	109
geneID03983	0
geneID03984	795
geneID03985	272
geneID03986	2399
geneID03987	2
geneID03988	105
geneID03989	159
geneID03990	0
geneID03991	233
geneID03992	384
geneID03993	301
geneID03994	0
geneID03995	0
geneID03996	191
geneID03997	0
geneID03998	177
geneID03999	1116
geneID04000	332
geneID04001	253
geneID04002	3934
geneID04003	0
geneID04004	245
geneID04005	13
geneID04006	0
geneID04007	0
geneID04008	363
geneID04009	1
geneID04010	276
geneID04011	189
geneID04012	48
geneID04013	480
geneID04014	50
geneID04015	313
geneID04016	1
geneID04017	189
geneID04018	48
geneID04019	0
geneID04020	0
geneID04021	12
geneID04022	620
geneID04023	2
geneID04024	1766
geneID04025	902
geneID04026	365
geneID04027	16
geneID04028	187
geneID04029	6349
geneID04030	389
geneID04031	489
geneID04032	30
geneID04033	0
geneID04034	0
geneID04035	0
geneID04036	0
geneID04037	347
geneID04038	247
geneID04039	485
geneID04040	0
geneID04041	299
geneID04042	18
geneID04043	0
geneID04044	2378
geneID04045	0
geneID04046	699
geneID04047	803
geneID04048	175
geneID04049	139
geneID04050	48
geneID04051	129
geneID04052	258
geneID04053	8
geneID04054	855
geneID04055	0
geneID04056	0
geneID04057	0
geneID04058	270
geneID04059	862
geneID04060	635
geneID04061	0
geneID04062	1
geneID04063	303
geneID04064	204
geneID04065	1042
geneID04066	153
geneID04067	604
geneID04068	261
geneID04069	0
geneID04070	1503
geneID04071	2009
geneID04072	456
geneID04073	341
geneID04074	37
geneID04075	0
geneID04076	5
geneID04077	579
geneID04078	397
geneID04079	0
geneID04080	18
geneID04081	351
geneID04082	0
geneID04083	0
geneID04084	298
geneID04085	31
geneID04086	225
geneID04087	0
geneID04088	1161
geneID04089	507
geneID04090	0
geneID04091	1
geneID04092	0
geneID04093	102
geneID04094	595
geneID04095	0
geneID04096	207
geneID04097	175
geneID04098	156
geneID04099	51
geneID04100	0
geneID04101	4
geneID04102	1
geneID04103	28
geneID04104	0
geneID04105	0
geneID04106	3
geneID04107	645
geneID04108	0
geneID04109	0
geneID04110	56
geneID04111	1157
geneID04112	190
geneID04113	2932
geneID04114	0
geneID04115	168
geneID04116	128
geneID04117	0
geneID04118	0
geneID04119	42
geneID04120	0
geneID04121	0
geneID04122	0
geneID04123	0
geneID04124	0
geneID04125	0
geneID04126	0
geneID04127	0
geneID04128	21
geneID04129	3643
geneID04130	502
geneID04131	346
geneID04132	3
geneID04133	988
geneID04134	1228
geneID04135	0
geneID04136	176
geneID04137	453
geneID04138	0
geneID04139	835
geneID04140	112
geneID04141	0
geneID04142	0
geneID04143	1673
geneID04144	0
geneID04145	0
geneID04146	0
geneID04147	0
geneID04148	0
geneID04149	0
geneID04150	0
geneID04151	0
geneID04152	0
geneID04153	497
geneID04154	0
geneID04155	0
geneID04156	2
geneID04157	200
geneID04158	34
geneID04159	58
geneID04160	83
geneID04161	200
geneID04162	174
geneID04163	1560
geneID04164	2
geneID04165	90
geneID04166	1
geneID04167	3
geneID04168	114
geneID04169	11
geneID04170	192
geneID04171	329
geneID04172	0
geneID04173	7
geneID04174	0
geneID04175	795
geneID04176	1417
geneID04177	36
geneID04178	8
geneID04179	7
geneID04180	150
geneID04181	117
geneID04182	381
geneID04183	1709
geneID04184	199
geneID04185	527
geneID04186	259
geneID04187	281
geneID04188	3
geneID04189	449
geneID04190	82
geneID04191	1895
geneID04192	324
geneID04193	45
geneID04194	465
geneID04195	742
geneID04196	161
geneID04197	900
geneID04198	338
geneID04199	1068
geneID04200	117
geneID04201	335
geneID04202	233
geneID04203	0
geneID04204	0
geneID04205	0
geneID04206	1
geneID04207	331
geneID04208	0
geneID04209	5
geneID04210	0
geneID04211	0
geneID04212	0
geneID04213	0
geneID04214	0
geneID04215	0
geneID04216	0
geneID04217	0
geneID04218	0
geneID04219	0
geneID04220	1
geneID04221	0
geneID04222	0
geneID04223	0
geneID04224	375
geneID04225	545
geneID04226	14
geneID04227	80
geneID04228	0
geneID04229	1820
geneID04230	0
geneID04231	197
geneID04232	32
geneID04233	123
geneID04234	0
geneID04235	0
geneID04236	0
geneID04237	64
geneID04238	0
geneID04239	0
geneID04240	0
geneID04241	0
geneID04242	19
geneID04243	796
geneID04244	73
geneID04245	303
geneID04246	0
geneID04247	67
geneID04248	0
geneID04249	0
geneID04250	3349
geneID04251	7195
geneID04252	34
geneID04253	50
geneID04254	32
geneID04255	408
geneID04256	88
geneID04257	5726
geneID04258	556
geneID04259	8
geneID04260	82
geneID04261	0
geneID04262	0
geneID04263	263
geneID04264	3
geneID04265	0
geneID04266	857
geneID04267	230
geneID04268	779
geneID04269	1
geneID04270	2921
geneID04271	308
geneID04272	0
geneID04273	447
geneID04274	5
geneID04275	0
geneID04276	6
geneID04277	0
geneID04278	0
geneID04279	0
geneID04280	399
geneID04281	389
geneID04282	112
geneID04283	41
geneID04284	228
geneID04285	38
geneID04286	4
geneID04287	30
geneID04288	17
geneID04289	0
geneID04290	52
geneID04291	406
geneID04292	15
geneID04293	78
geneID04294	185
geneID04295	25
geneID04296	12
geneID04297	0
geneID04298	1097
geneID04299	0
geneID04300	0
geneID04301	0
geneID04302	26
geneID04303	17
geneID04304	661
geneID04305	633
geneID04306	3361
geneID04307	40
geneID04308	803
geneID04309	392
geneID04310	149
geneID04311	0
geneID04312	0
geneID04313	0
geneID04314	12
geneID04315	88
geneID04316	64
geneID04317	1
geneID04318	0
geneID04319	0
geneID04320	427
geneID04321	3
geneID04322	0
geneID04323	0
geneID04324	0
geneID04325	257
geneID04326	53
geneID04327	1476
geneID04328	0
geneID04329	1
geneID04330	0
geneID04331	1797
geneID04332	1
geneID04333	341
geneID04334	0
geneID04335	0
geneID04336	50
geneID04337	154
geneID04338	26
geneID04339	0
geneID04340	355
geneID04341	536
geneID04342	93
geneID04343	613
geneID04344	2
geneID04345	172
geneID04346	1
geneID04347	76
geneID04348	477
geneID04349	1
geneID04350	657
geneID04351	30
geneID04352	3
geneID04353	179
geneID04354	89
geneID04355	15
geneID04356	179
geneID04357	218
geneID04358	1579
geneID04359	403
geneID04360	4155
geneID04361	592
geneID04362	0
geneID04363	0
geneID04364	7
geneID04365	496
geneID04366	0
geneID04367	0
geneID04368	137
geneID04369	468
geneID04370	1308
geneID04371	442
geneID04372	0
geneID04373	17
geneID04374	0
geneID04375	73
geneID04376	76
geneID04377	0
geneID04378	0
geneID04379	0
geneID04380	730
geneID04381	282
geneID04382	282
geneID04383	0
geneID04384	337
geneID04385	121
geneID04386	121
geneID04387	111
geneID04388	0
geneID04389	95
geneID04390	261
geneID04391	668
geneID04392	763
geneID04393	1330
geneID04394	163
geneID04395	9
geneID04396	0
geneID04397	20
geneID04398	0
geneID04399	0
geneID04400	28
geneID04401	191
geneID04402	274
geneID04403	424
geneID04404	32
geneID04405	0
geneID04406	0
geneID04407	0
geneID04408	0
geneID04409	0
geneID04410	0
geneID04411	634
geneID04412	132
geneID04413	0
geneID04414	412
geneID04415	25
geneID04416	0
geneID04417	43
geneID04418	0
geneID04419	0
geneID04420	201
geneID04421	295
geneID04422	360
geneID04423	2253
geneID04424	282
geneID04425	162
geneID04426	618
geneID04427	115
geneID04428	6
geneID04429	1451
geneID04430	0
geneID04431	0
geneID04432	0
geneID04433	373
geneID04434	1401
geneID04435	60
geneID04436	0
geneID04437	0
geneID04438	0
geneID04439	1
geneID04440	0
geneID04441	0
geneID04442	0
geneID04443	1883
geneID04444	320
geneID04445	0
geneID04446	0
geneID04447	0
geneID04448	0
geneID04449	0
geneID04450	0
geneID04451	0
geneID04452	18
geneID04453	1197
geneID04454	13
geneID04455	520
geneID04456	3639
geneID04457	66
geneID04458	714
geneID04459	0
geneID04460	1554
geneID04461	219
geneID04462	0
geneID04463	480
geneID04464	91
geneID04465	158
geneID04466	67
geneID04467	332
geneID04468	197
geneID04469	176
geneID04470	39
geneID04471	493
geneID04472	226
geneID04473	56
geneID04474	78
geneID04475	6
geneID04476	75
geneID04477	291
geneID04478	0
geneID04479	0
geneID04480	278
geneID04481	120
geneID04482	2438
geneID04483	2
geneID04484	67
geneID04485	3
geneID04486	304
geneID04487	370
geneID04488	12
geneID04489	251
geneID04490	638
geneID04491	391
geneID04492	418
geneID04493	410
geneID04494	1250
geneID04495	380
geneID04496	4
geneID04497	3411
geneID04498	0
geneID04499	302
geneID04500	0
geneID04501	35
geneID04502	957
geneID04503	0
geneID04504	563
geneID04505	1688
geneID04506	255
geneID04507	733
geneID04508	1
geneID04509	0
geneID04510	0
geneID04511	5
geneID04512	179
geneID04513	1
geneID04514	2300
geneID04515	0
geneID04516	956
geneID04517	0
geneID04518	2036
geneID04519	0
geneID04520	165
geneID04521	45
geneID04522	1828
geneID04523	4
geneID04524	158
geneID04525	0
geneID04526	104
geneID04527	19
geneID04528	3
geneID04529	389
geneID04530	0
geneID04531	2607
geneID04532	3
geneID04533	298
geneID04534	315
geneID04535	87
geneID04536	364
geneID04537	0
geneID04538	0
geneID04539	0
geneID04540	0
geneID04541	464
geneID04542	11
geneID04543	0
geneID04544	0
geneID04545	164
geneID04546	0
geneID04547	0
geneID04548	592
geneID04549	235
geneID04550	10
geneID04551	410
geneID04552	0
geneID04553	147
geneID04554	0
geneID04555	23
geneID04556	0
geneID04557	0
geneID04558	262
geneID04559	495
geneID04560	329
geneID04561	15
geneID04562	382
geneID04563	1040
geneID04564	472
geneID04565	169
geneID04566	420
geneID04567	106
geneID04568	0
geneID04569	59
geneID04570	136
geneID04571	288
geneID04572	93
geneID04573	1
geneID04574	1172
geneID04575	0
geneID04576	0
geneID04577	0
geneID04578	287
geneID04579	1388
geneID04580	46
geneID04581	344
geneID04582	57
geneID04583	1
geneID04584	229
geneID04585	398
geneID04586	92
geneID04587	450
geneID04588	497
geneID04589	834
geneID04590	860
geneID04591	1621
geneID04592	2
geneID04593	659
geneID04594	2
geneID04595	5
geneID04596	0
geneID04597	0
geneID04598	0
geneID04599	119
geneID04600	464
geneID04601	84
geneID04602	1837
geneID04603	12233
geneID04604	557
geneID04605	208
geneID04606	522
geneID04607	462
geneID04608	188
geneID04609	339
geneID04610	0
geneID04611	59
geneID04612	0
geneID04613	0
geneID04614	1
geneID04615	156
geneID04616	0
geneID04617	8
geneID04618	0
geneID04619	169
geneID04620	101
geneID04621	0
geneID04622	0
geneID04623	0
geneID04624	10223
geneID04625	153
geneID04626	933
geneID04627	686
geneID04628	3
geneID04629	0
geneID04630	5
geneID04631	109
geneID04632	21
geneID04633	242
geneID04634	52
geneID04635	2
geneID04636	1
geneID04637	3
geneID04638	766
geneID04639	241
geneID04640	221
geneID04641	122
geneID04642	522
geneID04643	85
geneID04644	667
geneID04645	336
geneID04646	193
geneID04647	699
geneID04648	519
geneID04649	93
geneID04650	62
geneID04651	125
geneID04652	0
geneID04653	260
geneID04654	38
geneID04655	6
geneID04656	364
geneID04657	162
geneID04658	2
geneID04659	0
geneID04660	136
geneID04661	7
geneID04662	100
geneID04663	0
geneID04664	0
geneID04665	3704
geneID04666	962
geneID04667	0
geneID04668	17788
geneID04669	52
geneID04670	2
geneID04671	72
geneID04672	0
geneID04673	6340
geneID04674	39
geneID04675	47
geneID04676	145
geneID04677	194
geneID04678	0
geneID04679	0
geneID04680	313
geneID04681	286
geneID04682	788
geneID04683	1877
geneID04684	97
geneID04685	837
geneID04686	226
geneID04687	0
geneID04688	9
geneID04689	0
geneID04690	169
geneID04691	0
geneID04692	1797
geneID04693	236
geneID04694	41
geneID04695	217
geneID04696	13
geneID04697	2161
geneID04698	3727
geneID04699	124
geneID04700	125
geneID04701	0
geneID04702	0
geneID04703	0
geneID04704	0
geneID04705	0
geneID04706	0
geneID04707	0
geneID04708	108
geneID04709	172
geneID04710	35
geneID04711	154
geneID04712	1318
geneID04713	139
geneID04714	589
geneID04715	59
geneID04716	71
geneID04717	0
geneID04718	2
geneID04719	0
geneID04720	0
geneID04721	1
geneID04722	177
geneID04723	63
geneID04724	5081
geneID04725	298
geneID04726	0
geneID04727	202
geneID04728	0
geneID04729	0
geneID04730	125
geneID04731	454
geneID04732	75
geneID04733	1
geneID04734	56
geneID04735	496
geneID04736	28
geneID04737	220
geneID04738	221
geneID04739	0
geneID04740	4
geneID04741	0
geneID04742	0
geneID04743	0
geneID04744	0
geneID04745	150
geneID04746	697
geneID04747	0
geneID04748	535
geneID04749	0
geneID04750	0
geneID04751	1102
geneID04752	0
geneID04753	1213
geneID04754	0
geneID04755	134
geneID04756	7440
geneID04757	0
geneID04758	0
geneID04759	0
geneID04760	316
geneID04761	466
geneID04762	0
geneID04763	0
geneID04764	0
geneID04765	91
geneID04766	37
geneID04767	920
geneID04768	0
geneID04769	0
geneID04770	602
geneID04771	73
geneID04772	0
geneID04773	2
geneID04774	28
geneID04775	180
geneID04776	3
geneID04777	542
geneID04778	360
geneID04779	0
geneID04780	0
geneID04781	0
geneID04782	263
geneID04783	3
geneID04784	905
geneID04785	0
geneID04786	479
geneID04787	186
geneID04788	0
geneID04789	0
geneID04790	0
geneID04791	1
geneID04792	13
geneID04793	48
geneID04794	2
geneID04795	388
geneID04796	115
geneID04797	136
geneID04798	1
geneID04799	416
geneID04800	149
geneID04801	0
geneID04802	0
geneID04803	0
geneID04804	483
geneID04805	0
geneID04806	0
geneID04807	0
geneID04808	7
geneID04809	5260
geneID04810	4
geneID04811	0
geneID04812	0
geneID04813	0
geneID04814	30
geneID04815	236
geneID04816	644
geneID04817	10
geneID04818	826
geneID04819	10
geneID04820	5
geneID04821	13
geneID04822	10
geneID04823	0
geneID04824	268
geneID04825	0
geneID04826	18
geneID04827	218
geneID04828	174
geneID04829	144
geneID04830	0
geneID04831	3
geneID04832	0
geneID04833	0
geneID04834	0
geneID04835	0
geneID04836	0
geneID04837	0
geneID04838	0
geneID04839	0
geneID04840	10
geneID04841	0
geneID04842	0
geneID04843	0
geneID04844	3
geneID04845	0
geneID04846	0
geneID04847	0
geneID04848	85
geneID04849	161
geneID04850	0
geneID04851	0
geneID04852	619
geneID04853	0
geneID04854	94
geneID04855	118
geneID04856	7
geneID04857	409
geneID04858	571
geneID04859	100
geneID04860	0
geneID04861	20
geneID04862	138
geneID04863	125
geneID04864	4
geneID04865	0
geneID04866	0
geneID04867	0
geneID04868	1
geneID04869	81
geneID04870	58
geneID04871	0
geneID04872	1
geneID04873	0
geneID04874	15
geneID04875	969
geneID04876	820
geneID04877	15
geneID04878	0
geneID04879	0
geneID04880	0
geneID04881	198
geneID04882	530
geneID04883	0
geneID04884	0
geneID04885	382
geneID04886	84
geneID04887	39
geneID04888	1
geneID04889	712
geneID04890	0
geneID04891	618
geneID04892	1111
geneID04893	210
geneID04894	0
geneID04895	0
geneID04896	1
geneID04897	1
geneID04898	76
geneID04899	73
geneID04900	176
geneID04901	1457
geneID04902	2050
geneID04903	455
geneID04904	12
geneID04905	0
geneID04906	0
geneID04907	38
geneID04908	857
geneID04909	360
geneID04910	0
geneID04911	1
geneID04912	0
geneID04913	0
geneID04914	93
geneID04915	431
geneID04916	722
geneID04917	10
geneID04918	991
geneID04919	346
geneID04920	500
geneID04921	0
geneID04922	0
geneID04923	56
geneID04924	329
geneID04925	0
geneID04926	0
geneID04927	0
geneID04928	0
geneID04929	0
geneID04930	1
geneID04931	0
geneID04932	0
geneID04933	99
geneID04934	0
geneID04935	0
geneID04936	316
geneID04937	51
geneID04938	105
geneID04939	0
geneID04940	63
geneID04941	0
geneID04942	270
geneID04943	7
geneID04944	0
geneID04945	1079
geneID04946	247
geneID04947	0
geneID04948	336
geneID04949	1033
geneID04950	128
geneID04951	142
geneID04952	0
geneID04953	35
geneID04954	616
geneID04955	326
geneID04956	383
geneID04957	211
geneID04958	1
geneID04959	77
geneID04960	111
geneID04961	206
geneID04962	0
geneID04963	100
geneID04964	22
geneID04965	0
geneID04966	3
geneID04967	1296
geneID04968	924
geneID04969	2
geneID04970	207
geneID04971	1001
geneID04972	595
geneID04973	0
geneID04974	0
geneID04975	313
geneID04976	390
geneID04977	590
geneID04978	0
geneID04979	323
geneID04980	633
geneID04981	0
geneID04982	0
geneID04983	45
geneID04984	587
geneID04985	13593
geneID04986	75
geneID04987	4
geneID04988	0
geneID04989	0
geneID04990	0
geneID04991	0
geneID04992	2
geneID04993	95
geneID04994	341
geneID04995	322
geneID04996	267
geneID04997	646
geneID04998	140
geneID04999	405
geneID05000	0
geneID05001	0
geneID05002	84
geneID05003	0
geneID05004	0
geneID05005	0
geneID05006	0
geneID05007	0
geneID05008	0
geneID05009	455
geneID05010	0
geneID05011	0
geneID05012	0
geneID05013	0
geneID05014	206
geneID05015	607
geneID05016	0
geneID05017	0
geneID05018	78
geneID05019	41
geneID05020	44
geneID05021	0
geneID05022	231
geneID05023	132
geneID05024	3
geneID05025	216
geneID05026	616
geneID05027	11
geneID05028	63
geneID05029	0
geneID05030	53
geneID05031	3
geneID05032	43
geneID05033	22
geneID05034	0
geneID05035	0
geneID05036	278
geneID05037	190
geneID05038	0
geneID05039	70
geneID05040	39
geneID05041	158
geneID05042	0
geneID05043	75
geneID05044	60
geneID05045	2
geneID05046	0
geneID05047	2
geneID05048	0
geneID05049	156
geneID05050	30
geneID05051	32
geneID05052	0
geneID05053	0
geneID05054	85
geneID05055	76
geneID05056	17229
geneID05057	0
geneID05058	23
geneID05059	25
geneID05060	0
geneID05061	0
geneID05062	1390
geneID05063	0
geneID05064	518
geneID05065	0
geneID05066	18
geneID05067	0
geneID05068	546
geneID05069	0
geneID05070	135
geneID05071	162
geneID05072	6
geneID05073	191
geneID05074	3
geneID05075	0
geneID05076	286
geneID05077	0
geneID05078	0
geneID05079	0
geneID05080	883
geneID05081	392
geneID05082	0
geneID05083	4
geneID05084	459
geneID05085	767
geneID05086	1338
geneID05087	74
geneID05088	39
geneID05089	2
geneID05090	4
geneID05091	0
geneID05092	226
geneID05093	15
geneID05094	949
geneID05095	356
geneID05096	460
geneID05097	1
geneID05098	10
geneID05099	0
geneID05100	0
geneID05101	91
geneID05102	244
geneID05103	238
geneID05104	723
geneID05105	1
geneID05106	235
geneID05107	836
geneID05108	147
geneID05109	194
geneID05110	60
geneID05111	151
geneID05112	0
geneID05113	0
geneID05114	0
geneID05115	123
geneID05116	173
geneID05117	165
geneID05118	86
geneID05119	69
geneID05120	0
geneID05121	1
geneID05122	1585
geneID05123	0
geneID05124	0
geneID05125	352
geneID05126	0
geneID05127	0
geneID05128	0
geneID05129	28
geneID05130	183
geneID05131	20
geneID05132	1
geneID05133	0
geneID05134	0
geneID05135	6
geneID05136	21
geneID05137	0
geneID05138	50
geneID05139	127
geneID05140	0
geneID05141	420
geneID05142	12
geneID05143	0
geneID05144	55
geneID05145	5
geneID05146	8
geneID05147	982
geneID05148	4797
geneID05149	5
geneID05150	0
geneID05151	0
geneID05152	0
geneID05153	22
geneID05154	274
geneID05155	4
geneID05156	0
geneID05157	1429
geneID05158	6
geneID05159	1099
geneID05160	40
geneID05161	170
geneID05162	0
geneID05163	79
geneID05164	80
geneID05165	3
geneID05166	0
geneID05167	1
geneID05168	213
geneID05169	22
geneID05170	0
geneID05171	115
geneID05172	855
geneID05173	176
geneID05174	71
geneID05175	121
geneID05176	21
geneID05177	18
geneID05178	8
geneID05179	40
geneID05180	136
geneID05181	826
geneID05182	4331
geneID05183	8
geneID05184	1
geneID05185	2549
geneID05186	206
geneID05187	14
geneID05188	18
geneID05189	327
geneID05190	280
geneID05191	0
geneID05192	206
geneID05193	0
geneID05194	39
geneID05195	128
geneID05196	2
geneID05197	0
geneID05198	10
geneID05199	54
geneID05200	9
geneID05201	51
geneID05202	0
geneID05203	0
geneID05204	146
geneID05205	773
geneID05206	186
geneID05207	82
geneID05208	0
geneID05209	0
geneID05210	4
geneID05211	18
geneID05212	1276
geneID05213	212
geneID05214	39
geneID05215	9
geneID05216	614
geneID05217	0
geneID05218	0
geneID05219	0
geneID05220	75
geneID05221	15
geneID05222	127
geneID05223	1316
geneID05224	0
geneID05225	280
geneID05226	92
geneID05227	297
geneID05228	15
geneID05229	98
geneID05230	358
geneID05231	593
geneID05232	48
geneID05233	0
geneID05234	0
geneID05235	0
geneID05236	0
geneID05237	1
geneID05238	285
geneID05239	16
geneID05240	347
geneID05241	0
geneID05242	96
geneID05243	303
geneID05244	95
geneID05245	0
geneID05246	411
geneID05247	0
geneID05248	166
geneID05249	26
geneID05250	23
geneID05251	3
geneID05252	0
geneID05253	19
geneID05254	115
geneID05255	0
geneID05256	0
geneID05257	4
geneID05258	10
geneID05259	0
geneID05260	227
geneID05261	312
geneID05262	10
geneID05263	0
geneID05264	253
geneID05265	551
geneID05266	406
geneID05267	238
geneID05268	365
geneID05269	6
geneID05270	0
geneID05271	0
geneID05272	0
geneID05273	20
geneID05274	0
geneID05275	0
geneID05276	0
geneID05277	0
geneID05278	0
geneID05279	0
geneID05280	1071
geneID05281	4
geneID05282	616
geneID05283	684
geneID05284	840
geneID05285	456
geneID05286	1323
geneID05287	497
geneID05288	414
geneID05289	83
geneID05290	57
geneID05291	22
geneID05292	76
geneID05293	32
