genes	counts
geneID00175	5
geneID00176	80
geneID00177	32
geneID00178	266
geneID00179	1000
geneID00180	0
geneID00181	1
geneID00182	248
geneID00183	2939
geneID00184	120
geneID00185	138
geneID00186	0
geneID00187	13366
geneID00188	0
geneID00189	212
geneID00190	28
geneID00191	0
geneID00192	107
geneID00193	5
geneID00194	3
geneID00195	1480
geneID00196	1
geneID00197	53
geneID00198	703
geneID00199	254
geneID00200	401
geneID00201	2
geneID00202	588
geneID00203	2
geneID00204	449
geneID00205	7
geneID00206	10
geneID00207	223
geneID00208	1
geneID00209	210
geneID00210	0
geneID00211	284
geneID00212	326
geneID00213	0
geneID00214	0
geneID00215	0
geneID00216	171
geneID00217	660
geneID00218	0
geneID00219	35
geneID00220	644
geneID00221	0
geneID00222	429
geneID00223	221
geneID00224	79
geneID00225	0
geneID00226	175
geneID00227	643
geneID00228	10
geneID00229	3126
geneID00230	763
geneID00231	308
geneID00232	601
geneID00233	5
geneID00234	140
geneID00235	188
geneID00236	0
geneID00237	76
geneID00238	460
geneID00239	198
geneID00240	2
geneID00241	370
geneID00242	122
geneID00243	94
geneID00244	422
geneID00245	73
geneID00246	171
geneID00247	624
geneID00248	1
geneID00249	892
geneID00250	45
geneID00251	612
geneID00252	596
geneID00253	260
geneID00254	262
geneID00255	136
geneID00256	0
geneID00257	13
geneID00258	618
geneID00259	51
geneID00260	99
geneID00261	0
geneID00262	510
geneID00263	445
geneID00264	3609
geneID00265	0
geneID00266	41
geneID00267	54
geneID00268	149
geneID00269	430
geneID00270	29
geneID00271	15
geneID00272	192
geneID00273	317
geneID00274	2705
geneID00275	94
geneID00276	0
geneID00277	2906
geneID00278	83
geneID00279	15
geneID00280	1
geneID00281	3041
geneID00282	392
geneID00283	1
geneID00284	22
geneID00285	0
geneID00286	83
geneID00287	162
geneID00288	71
geneID00289	179
geneID00290	105
geneID00291	998
geneID00292	0
geneID00293	6
geneID00294	0
geneID00295	40
geneID00296	278
geneID00297	12
geneID00298	4
geneID00299	1721
geneID00300	75
geneID00301	0
geneID00302	0
geneID00303	441
geneID00304	25
geneID00305	766
geneID00306	2
geneID00307	267
geneID00308	34
geneID00309	83
geneID00310	147
geneID00311	57
geneID00312	46
geneID00313	0
geneID00314	26
geneID00315	125
geneID00316	126
geneID00317	480
geneID00318	114
geneID00319	587
geneID00320	45
geneID00321	175
geneID00322	2090
geneID00323	13
geneID00324	28
geneID00325	160
geneID00326	580
geneID00327	169
geneID00328	707
geneID00329	13
geneID00330	198
geneID00331	2663
geneID00332	0
geneID00333	0
geneID00334	720
geneID00335	290
geneID00336	857
geneID00337	56
geneID00338	116
geneID00339	73
geneID00340	29
geneID00341	155
geneID00342	8125
geneID00343	151
geneID00344	267
geneID00345	569
geneID00346	53
geneID00347	1
geneID00348	401
geneID00349	118
geneID00350	11
geneID00351	0
geneID00352	0
geneID00353	102
geneID00354	1003
geneID00355	5315
geneID00356	1600
geneID00357	958
geneID00358	347
geneID00359	0
geneID00360	0
geneID00361	0
geneID00362	5093
geneID00363	1
geneID00364	0
geneID00365	0
geneID00366	1003
geneID00367	773
geneID00368	1030
geneID00369	23
geneID00370	558
geneID00371	86
geneID00372	0
geneID00373	41
geneID00374	59
geneID00375	589
geneID00376	9
geneID00377	1
geneID00378	124
geneID00379	0
geneID00380	672
geneID00381	124
geneID00382	164
geneID00383	0
geneID00384	166
geneID00385	4
geneID00386	0
geneID00387	695
geneID00388	0
geneID00389	1293
geneID00390	46
geneID00391	379
geneID00392	208
geneID00393	1577
geneID00394	80
geneID00395	336
geneID00396	0
geneID00397	379
geneID00398	171
geneID00399	357
geneID00400	604
geneID00401	5181
geneID00402	128
geneID00403	35
geneID00404	1118
geneID00405	362
geneID00406	911
geneID00407	11
geneID00408	0
geneID00409	275
geneID00410	295
geneID00411	24
geneID00412	61
geneID00413	340
geneID00414	173
geneID00415	435
geneID00416	181
geneID00417	247
geneID00418	207
geneID00419	280
geneID00420	107
geneID00421	8
geneID00422	489
geneID00423	7
geneID00424	97
geneID00425	1
geneID00426	292
geneID00427	99
geneID00428	7
geneID00429	257
geneID00430	0
geneID00431	0
geneID00432	0
geneID00433	10
geneID00434	159
geneID00435	0
geneID00436	771
geneID00437	890
geneID00438	163
geneID00439	136
geneID00440	586
geneID00441	8245
geneID00442	162
geneID00443	240
geneID00444	237
geneID00445	8
geneID00446	605
geneID00447	0
geneID00448	0
geneID00449	4
geneID00450	338
geneID00451	0
geneID00452	0
geneID00453	0
geneID00454	21
geneID00455	4
geneID00456	416
geneID00457	0
geneID00458	0
geneID00459	291
geneID00460	316
geneID00461	75
geneID00462	313
geneID00463	503
geneID00464	5
geneID00465	376
geneID00466	17
geneID00467	545
geneID00468	277
geneID00469	0
geneID00470	277
geneID00471	350
geneID00472	10
geneID00473	579
geneID00474	0
geneID00475	476
geneID00476	1
geneID00477	39
geneID00478	7
geneID00479	155
geneID00480	496
geneID00481	0
geneID00482	8
geneID00483	0
geneID00484	294
geneID00485	178
geneID00486	2
geneID00487	0
geneID00488	154
geneID00489	130
geneID00490	86
geneID00491	0
geneID00492	0
geneID00493	182
geneID00494	1
geneID00495	21
geneID00496	7
geneID00497	0
geneID00498	443
geneID00499	440
geneID00500	56
geneID00501	0
geneID00502	112
geneID00503	0
geneID00504	0
geneID00505	0
geneID00506	68
geneID00507	213
geneID00508	0
geneID00509	128
geneID00510	106
geneID00511	24
geneID00512	340
geneID00513	246
geneID00514	196
geneID00515	2542
geneID00516	161
geneID00517	167
geneID00518	0
geneID00519	476
geneID00520	4
geneID00521	156
geneID00522	558
geneID00523	0
geneID00524	0
geneID00525	0
geneID00526	350
geneID00527	243
geneID00528	519
geneID00529	166
geneID00530	0
geneID00531	864
geneID00532	270
geneID00533	0
geneID00534	0
geneID00535	2664
geneID00536	67
geneID00537	241
geneID00538	444
geneID00539	193
geneID00540	19
geneID00541	385
geneID00542	312
geneID00543	0
geneID00544	413
geneID00545	0
geneID00546	0
geneID00547	23
geneID00548	0
geneID00549	100
geneID00550	83
geneID00551	4
geneID00552	10
geneID00553	361
geneID00554	2511
geneID00555	640
geneID00556	570
geneID00557	710
geneID00558	0
geneID00559	869
geneID00560	218
geneID00561	35
geneID00562	10
geneID00563	98
geneID00564	0
geneID00565	347
geneID00566	2
geneID00567	1
geneID00568	1
geneID00569	0
geneID00570	19
geneID00571	1914
geneID00572	285
geneID00573	750
geneID00574	617
geneID00575	1365
geneID00576	84
geneID00577	223
geneID00578	38
geneID00579	87
geneID00580	235
geneID00581	360
geneID00582	36
geneID00583	46
geneID00584	282
geneID00585	399
geneID00586	297
geneID00587	5
geneID00588	894
geneID00589	2
geneID00590	732
geneID00591	260
geneID00592	287
geneID00593	36
geneID00594	304
geneID00595	26
geneID00596	190
geneID00597	21
geneID00598	31
geneID00599	227
geneID00600	193
geneID00601	1235
geneID00602	15661
geneID00603	302
geneID00604	581
geneID00605	134
geneID00606	737
geneID00607	299
geneID00608	4
geneID00609	4634
geneID00610	169
geneID00611	97
geneID00612	263
geneID00613	67
geneID00614	0
geneID00615	379
geneID00616	5
geneID00617	127
geneID00618	76
geneID00619	287
geneID00620	478
geneID00621	688
geneID00622	159
geneID00623	0
geneID00624	0
geneID00625	0
geneID00626	0
geneID00627	3568
geneID00628	562
geneID00629	1
geneID00630	0
geneID00631	0
geneID00632	28
geneID00633	470
geneID00634	220
geneID00635	0
geneID00636	279
geneID00637	85
geneID00638	9
geneID00639	3
geneID00640	737
geneID00641	645
geneID00642	18
geneID00643	884
geneID00644	37
geneID00645	87
geneID00646	308
geneID00647	2100
geneID00648	7
geneID00649	0
geneID00650	507
geneID00651	0
geneID00652	106
geneID00653	0
geneID00654	258
geneID00655	1166
geneID00656	146
geneID00657	210
geneID00658	72
geneID00659	276
geneID00660	52
geneID00661	50
geneID00662	103
geneID00663	25
geneID00664	20
geneID00665	166
geneID00666	7888
geneID00667	2
geneID00668	0
geneID00669	469
geneID00670	488
geneID00671	1282
geneID00672	11
geneID00673	0
geneID00674	0
geneID00675	10
geneID00676	261
geneID00677	1
geneID00678	114
geneID00679	30
geneID00680	0
geneID00681	290
geneID00682	2
geneID00683	0
geneID00684	186
geneID00685	2
geneID00686	16
geneID00687	0
geneID00688	319
geneID00689	93
geneID00690	337
geneID00691	0
geneID00692	0
geneID00693	0
geneID00694	348
geneID00695	373
geneID00696	0
geneID00697	14
geneID00698	239
geneID00699	0
geneID00700	78
geneID00701	77
geneID00702	0
geneID00703	269
geneID00704	590
geneID00705	246
geneID00706	0
geneID00707	0
geneID00708	696
geneID00709	508
geneID00710	17
geneID00711	220
geneID00712	130
geneID00713	0
geneID00714	37
geneID00715	114
geneID00716	0
geneID00717	78
geneID00718	6497
geneID00719	1
geneID00720	3078
geneID00721	3
geneID00722	237
geneID00723	2960
geneID00724	812
geneID00725	352
geneID00726	0
geneID00727	0
geneID00728	106
geneID00729	92
geneID00730	0
geneID00731	6588
geneID00732	0
geneID00733	6
geneID00734	185
geneID00735	2824
geneID00736	1855
geneID00737	2867
geneID00738	270
geneID00739	434
geneID00740	401
geneID00741	305
geneID00742	15
geneID00743	469
geneID00744	255
geneID00745	1
geneID00746	297
geneID00747	274
geneID00748	0
geneID00749	36
geneID00750	273
geneID00751	16
geneID00752	342
geneID00753	0
geneID00754	42
geneID00755	0
geneID00756	0
geneID00757	0
geneID00758	872
geneID00759	0
geneID00760	274
geneID00761	696
geneID00762	0
geneID00763	0
geneID00764	0
geneID00765	15
geneID00766	2
geneID00767	0
geneID00768	74
geneID00769	496
geneID00770	1918
geneID00771	432
geneID00772	161
geneID00773	80
geneID00774	45
geneID00775	457
geneID00776	15
geneID00777	118
geneID00778	8
geneID00779	64
geneID00780	2
geneID00781	33
geneID00782	1
geneID00783	2
geneID00784	168
geneID00785	8893
geneID00786	303
geneID00787	9736
geneID00788	142
geneID00789	84
geneID00790	508
geneID00791	425
geneID00792	0
geneID00793	0
geneID00794	466
geneID00795	159
geneID00796	260
geneID00797	351
geneID00798	1230
geneID00799	497
geneID00800	8
geneID00801	668
geneID00802	2442
geneID00803	151
geneID00804	1548
geneID00805	638
geneID00806	2746
geneID00807	514
geneID00808	1094
geneID00809	109
geneID00810	429
geneID00811	320
geneID00812	288
geneID00813	55
geneID00814	1327
geneID00815	237
geneID00816	502
geneID00817	0
geneID00818	393
geneID00819	0
geneID00820	354
geneID00821	120
geneID00822	144
geneID00823	29
geneID00824	218
geneID00825	143
geneID00826	81
geneID00827	682
geneID00828	0
geneID00829	19
geneID00830	46
geneID00831	348
geneID00832	2112
geneID00833	213
geneID00834	138
geneID00835	9
geneID00836	3521
geneID00837	9
geneID00838	121
geneID00839	442
geneID00840	52
geneID00841	120
geneID00842	4
geneID00843	153
geneID00844	787
geneID00845	681
geneID00846	0
geneID00847	0
geneID00848	140
geneID00849	704
geneID00850	506
geneID00851	0
geneID00852	0
geneID00853	29
geneID00854	39
geneID00855	466
geneID00856	528
geneID00857	0
geneID00858	0
geneID00859	313
geneID00860	1215
geneID00861	484
geneID00862	796
geneID00863	4
geneID00864	1
geneID00865	672
geneID00866	27
geneID00867	0
geneID00868	8
geneID00869	88
geneID00870	51
geneID00871	3425
geneID00872	2046
geneID00873	58
geneID00874	240
geneID00875	0
geneID00876	0
geneID00877	223
geneID00878	0
geneID00879	669
geneID00880	332
geneID00881	343
geneID00882	160
geneID00883	1769
geneID00884	90
geneID00885	509
geneID00886	4408
geneID00887	1
geneID00888	0
geneID00889	5
geneID00890	0
geneID00891	187
geneID00892	2
geneID00893	24
geneID00894	281
geneID00895	681
geneID00896	669
geneID00897	31
geneID00898	316
geneID00899	71
geneID00900	489
geneID00901	31
geneID00902	3
geneID00903	297
geneID00904	56
geneID00905	0
geneID00906	402
geneID00907	123
geneID00908	0
geneID00909	0
geneID00910	194
geneID00911	454
geneID00912	30
geneID00913	220
geneID00914	5422
geneID00915	120
geneID00916	3
geneID00917	2172
geneID00918	0
geneID00919	647
geneID00920	3755
geneID00921	141
geneID00922	61
geneID00923	850
geneID00924	0
geneID00925	32
geneID00926	9646
geneID00927	251
geneID00928	125
geneID00929	0
geneID00930	451
geneID00931	104
geneID00932	1471
geneID00933	1288
geneID00934	1436
geneID00935	1372
geneID00936	0
geneID00937	18
geneID00938	912
geneID00939	139
geneID00940	390
geneID00941	7
geneID00942	720
geneID00943	136
geneID00944	819
geneID00945	311
geneID00946	108
geneID00947	407
geneID00948	249
geneID00949	4
geneID00950	1
geneID00951	646
geneID00952	13
geneID00953	307
geneID00954	0
geneID00955	2
geneID00956	0
geneID00957	184
geneID00958	5
geneID00959	73
geneID00960	201
geneID00961	511
geneID00962	63
geneID00963	0
geneID00964	0
geneID00965	272
geneID00966	530
geneID00967	81
geneID00968	92
geneID00969	110
geneID00970	3
geneID00971	150
geneID00972	78
geneID00973	0
geneID00974	2
geneID00975	462
geneID00976	289
geneID00977	16
geneID00978	148
geneID00979	2
geneID00980	369
geneID00981	498
geneID00982	0
geneID00983	1077
geneID00984	54
geneID00985	0
geneID00986	856
geneID00987	282
geneID00988	0
geneID00989	277
geneID00990	57
geneID00991	709
geneID00992	5
geneID00993	549
geneID00994	268
geneID00995	68
geneID00996	0
geneID00997	218
geneID00998	338
geneID00999	449
geneID01000	6
geneID01001	0
geneID01002	872
geneID01003	0
geneID01004	264
geneID01005	28
geneID01006	370
geneID01007	387
geneID01008	0
geneID01009	2
geneID01010	584
geneID01011	0
geneID01012	604
geneID01013	588
geneID01014	842
geneID01015	46
geneID01016	1962
geneID01017	8
geneID01018	44
geneID01019	0
geneID01020	8
geneID01021	225
geneID01022	618
geneID01023	0
geneID01024	0
geneID01025	0
geneID01026	1842
geneID01027	225
geneID01028	108
geneID01029	0
geneID01030	922
geneID01031	455
geneID01032	404
geneID01033	0
geneID01034	493
geneID01035	426
geneID01036	2732
geneID01037	0
geneID01038	25
geneID01039	198
geneID01040	11
geneID01041	0
geneID01042	191
geneID01043	44
geneID01044	340
geneID01045	0
geneID01046	0
geneID01047	96
geneID01048	529
geneID01049	1
geneID01050	606
geneID01051	4
geneID01052	0
geneID01053	3
geneID01054	279
geneID01055	335
geneID01056	2166
geneID01057	643
geneID01058	151
geneID01059	421
geneID01060	0
geneID01061	378
geneID01062	189
geneID01063	767
geneID01064	117
geneID01065	653
geneID01066	652
geneID01067	1196
geneID01068	3424
geneID01069	62
geneID01070	101
geneID01071	75
geneID01072	210
geneID01073	181
geneID01074	0
geneID01075	58
geneID01076	254
geneID01077	3
geneID01078	0
geneID01079	112
geneID01080	34
geneID01081	2
geneID01082	206
geneID01083	145
geneID01084	67
geneID01085	434
geneID01086	0
geneID01087	120
geneID01088	9
geneID01089	114
geneID01090	2
geneID01091	164
geneID01092	1
geneID01093	279
geneID01094	0
geneID01095	747
geneID01096	0
geneID01097	394
geneID01098	160
geneID01099	804
geneID01100	90
geneID01101	305
geneID01102	718
geneID01103	184
geneID01104	93
geneID01105	2
geneID01106	131
geneID01107	310
geneID01108	1
geneID01109	0
geneID01110	115
geneID01111	234
geneID01112	517
geneID01113	34
geneID01114	121
geneID01115	3857
geneID01116	68
geneID01117	21
geneID01118	0
geneID01119	0
geneID01120	714
geneID01121	599
geneID01122	0
geneID01123	2
geneID01124	0
geneID01125	2
geneID01126	65
geneID01127	1
geneID01128	113
geneID01129	1
geneID01130	4
geneID01131	0
geneID01132	50
geneID01133	0
geneID01134	0
geneID01135	848
geneID01136	0
geneID01137	0
geneID01138	1
geneID01139	189
geneID01140	2512
geneID01141	0
geneID01142	320
geneID01143	180
geneID01144	1093
geneID01145	0
geneID01146	0
geneID01147	75
geneID01148	82
geneID01149	636
geneID01150	72
geneID01151	8
geneID01152	2149
geneID01153	158
geneID01154	197
geneID01155	0
geneID01156	0
geneID01157	257
geneID01158	1
geneID01159	582
geneID01160	180
geneID01161	0
geneID01162	1562
geneID01163	2733
geneID01164	305
geneID01165	7953
geneID01166	464
geneID01167	211
geneID01168	461
geneID01169	70
geneID01170	164
geneID01171	2003
geneID01172	4
geneID01173	0
geneID01174	0
geneID01175	772
geneID01176	108
geneID01177	240
geneID01178	175
geneID01179	0
geneID01180	0
geneID01181	10
geneID01182	1737
geneID01183	0
geneID01184	177
geneID01185	0
geneID01186	0
geneID01187	539
geneID01188	60
geneID01189	8
geneID01190	1
geneID01191	146
geneID01192	3702
geneID01193	51
geneID01194	54
geneID01195	758
geneID01196	0
geneID01197	139
geneID01198	4
geneID01199	0
geneID01200	0
geneID01201	0
geneID01202	0
geneID01203	0
geneID01204	28
geneID01205	0
geneID01206	50
geneID01207	1067
geneID01208	228
geneID01209	226
geneID01210	554
geneID01211	8
geneID01212	1242
geneID01213	50
geneID01214	23
geneID01215	74
geneID01216	1720
geneID01217	45
geneID01218	485
geneID01219	0
geneID01220	507
geneID01221	491
geneID01222	257
geneID01223	144
geneID01224	133
geneID01225	88
geneID01226	2388
geneID01227	0
geneID01228	306
geneID01229	0
geneID01230	607
geneID01231	1191
geneID01232	92
geneID01233	0
geneID01234	303
geneID01235	350
geneID01236	38
geneID01237	0
geneID01238	336
geneID01239	725
geneID01240	139
geneID01241	0
geneID01242	18
geneID01243	0
geneID01244	147
geneID01245	368
geneID01246	1
geneID01247	27
geneID01248	72
geneID01249	0
geneID01250	184
geneID01251	689
geneID01252	0
geneID01253	0
geneID01254	0
geneID01255	0
geneID01256	229
geneID01257	96
geneID01258	84
geneID01259	163
geneID01260	6
geneID01261	374
geneID01262	421
geneID01263	1290
geneID01264	95
geneID01265	150
geneID01266	43
geneID01267	2809
geneID01268	0
geneID01269	242
geneID01270	573
geneID01271	516
geneID01272	1316
geneID01273	336
geneID01274	596
geneID01275	1
geneID01276	1208
geneID01277	0
geneID01278	7
geneID01279	0
geneID01280	10202
geneID01281	610
geneID01282	2131
geneID01283	281
geneID01284	0
geneID01285	0
geneID01286	0
geneID01287	0
geneID01288	88
geneID01289	3
geneID01290	263
geneID01291	133
geneID01292	515
geneID01293	385
geneID01294	45
geneID01295	88
geneID01296	1973
geneID01297	212
geneID01298	235
geneID01299	21
geneID01300	225
geneID01301	555
geneID01302	3
geneID01303	36
geneID01304	40
geneID01305	767
geneID01306	535
geneID01307	182
geneID01308	475
geneID01309	95
geneID01310	0
geneID01311	172
geneID01312	762
geneID01313	12
geneID01314	335
geneID01315	276
geneID01316	258
geneID01317	1886
geneID01318	358
geneID01319	0
geneID01320	0
geneID01321	0
geneID01322	904
geneID01323	76
geneID01324	5
geneID01325	370
geneID01326	554
geneID01327	3
geneID01328	437
geneID01329	78
geneID01330	137
geneID01331	50
geneID01332	5
geneID01333	0
geneID01334	7982
geneID01335	225
geneID01336	203
geneID01337	2
geneID01338	0
geneID01339	0
geneID01340	0
geneID01341	2
geneID01342	1
geneID01343	0
geneID01344	0
geneID01345	0
geneID01346	1
geneID01347	973
geneID01348	202
geneID01349	254
geneID01350	0
geneID01351	3
geneID01352	0
geneID01353	0
geneID01354	0
geneID01355	0
geneID01356	0
geneID01357	0
geneID01358	42
geneID01359	0
geneID01360	421
geneID01361	42
geneID01362	7
geneID01363	5
geneID01364	747
geneID01365	24
geneID01366	83
geneID01367	1363
geneID01368	173
geneID01369	54
geneID01370	0
geneID01371	0
geneID01372	273
geneID01373	150
geneID01374	135
geneID01375	35
geneID01376	173
geneID01377	644
geneID01378	0
geneID01379	249
geneID01380	293
geneID01381	431
geneID01382	0
geneID01383	263
geneID01384	97
geneID01385	12
geneID01386	2089
geneID01387	191
geneID01388	6
geneID01389	103
geneID01390	32
geneID01391	680
geneID01392	12
geneID01393	469
geneID01394	271
geneID01395	315
geneID01396	840
geneID01397	133
geneID01398	0
geneID01399	506
geneID01400	84
geneID01401	1
geneID01402	4
geneID01403	0
geneID01404	8
geneID01405	65
geneID01406	198
geneID01407	309
geneID01408	0
geneID01409	72
geneID01410	400
geneID01411	1
geneID01412	4
geneID01413	168
geneID01414	89
geneID01415	180
geneID01416	2
geneID01417	0
geneID01418	126
geneID01419	0
geneID01420	17
geneID01421	46
geneID01422	831
geneID01423	155
geneID01424	285
geneID01425	470
geneID01426	152
geneID01427	0
geneID01428	16583
geneID01429	118
geneID01430	57
geneID01431	727
geneID01432	200
geneID01433	411
geneID01434	10
geneID01435	653
geneID01436	2
geneID01437	1447
geneID01438	1970
geneID01439	2
geneID01440	97
geneID01441	1245
geneID01442	874
geneID01443	1
geneID01444	314
geneID01445	14
geneID01446	54
geneID01447	64
geneID01448	0
geneID01449	1455
geneID01450	15
geneID01451	38
geneID01452	5
geneID01453	0
geneID01454	0
geneID01455	140
geneID01456	769
geneID01457	349
geneID01458	210
geneID01459	156
geneID01460	2130
geneID01461	816
geneID01462	80
geneID01463	14
geneID01464	1
geneID01465	699
geneID01466	111
geneID01467	1330
geneID01468	21
geneID01469	711
geneID01470	0
geneID01471	46
geneID01472	0
geneID01473	791
geneID01474	101
geneID01475	860
geneID01476	855
geneID01477	3
geneID01478	723
geneID01479	62
geneID01480	0
geneID01481	1
geneID01482	251
geneID01483	0
geneID01484	72
geneID01485	0
geneID01486	2085
geneID01487	429
geneID01488	995
geneID01489	727
geneID01490	629
geneID01491	2
geneID01492	8
geneID01493	0
geneID01494	15
geneID01495	1222
geneID01496	250
geneID01497	300
geneID01498	0
geneID01499	0
geneID01500	0
geneID01501	0
geneID01502	101
geneID01503	3205
geneID01504	212
geneID01505	242
geneID01506	20
geneID01507	0
geneID01508	216
geneID01509	394
geneID01510	1
geneID01511	0
geneID01512	2
geneID01513	231
geneID01514	137
geneID01515	77
geneID01516	108
geneID01517	1502
geneID01518	8
geneID01519	369
geneID01520	823
geneID01521	1
geneID01522	21
geneID01523	14
geneID01524	20
geneID01525	444
geneID01526	6
geneID01527	2201
geneID01528	39
geneID01529	104
geneID01530	107
geneID01531	402
geneID01532	284
geneID01533	493
geneID01534	434
geneID01535	1175
geneID01536	545
geneID01537	1880
geneID01538	31
geneID01539	8
geneID01540	12
geneID01541	3427
geneID01542	111
geneID01543	0
geneID01544	551
geneID01545	5
geneID01546	1
geneID01547	949
geneID01548	67
geneID01549	165
geneID01550	0
geneID01551	633
geneID01552	97
geneID01553	659
geneID01554	1
geneID01555	229
geneID01556	403
geneID01557	191
geneID01558	4346
geneID01559	289
geneID01560	35
geneID01561	64
geneID01562	0
geneID01563	71
geneID01564	900
geneID01565	5
geneID01566	0
geneID01567	0
geneID01568	0
geneID01569	0
geneID01570	0
geneID01571	0
geneID01572	802
geneID01573	22
geneID01574	0
geneID01575	5977
geneID01576	196
geneID01577	272
geneID01578	71
geneID01579	444
geneID01580	197
geneID01581	974
geneID01582	0
geneID01583	54
geneID01584	2
geneID01585	1
geneID01586	329
geneID01587	3
geneID01588	58
geneID01589	742
geneID01590	11997
geneID01591	7
geneID01592	47
geneID01593	0
geneID01594	0
geneID01595	387
geneID01596	179
geneID01597	181
geneID01598	0
geneID01599	11
geneID01600	19
geneID01601	674
geneID01602	231
geneID01603	5857
geneID01604	1472
geneID01605	379
geneID01606	19
geneID01607	317
geneID01608	781
geneID01609	2
geneID01610	517
geneID01611	560
geneID01612	291
geneID01613	4
geneID01614	0
geneID01615	114
geneID01616	155
geneID01617	64
geneID01618	150
geneID01619	1408
geneID01620	84
geneID01621	20
geneID01622	0
geneID01623	0
geneID01624	0
geneID01625	0
geneID01626	113
geneID01627	687
geneID01628	293
geneID01629	461
geneID01630	149
geneID01631	0
geneID01632	0
geneID01633	466
geneID01634	125
geneID01635	18
geneID01636	478
geneID01637	285
geneID01638	1
geneID01639	247
geneID01640	10
geneID01641	328
geneID01642	188
geneID01643	255
geneID01644	1513
geneID01645	5
geneID01646	6
geneID01647	0
geneID01648	27
geneID01649	1
geneID01650	91
geneID01651	0
geneID01652	250
geneID01653	3
geneID01654	350
geneID01655	511
geneID01656	929
geneID01657	88
geneID01658	25
geneID01659	72
geneID01660	8
geneID01661	21
geneID01662	817
geneID01663	6
geneID01664	137
geneID01665	360
geneID01666	165
geneID01667	207
geneID01668	447
geneID01669	817
geneID01670	77
geneID01671	104
geneID01672	56
geneID01673	411
geneID01674	141
geneID01675	642
geneID01676	5
geneID01677	334
geneID01678	612
geneID01679	5
geneID01680	688
geneID01681	114
geneID01682	0
geneID01683	1
geneID01684	284
geneID01685	624
geneID01686	143
geneID01687	1283
geneID01688	46
geneID01689	86
geneID01690	62
geneID01691	224
geneID01692	0
geneID01693	0
geneID01694	0
geneID01695	896
geneID01696	1954
geneID01697	953
geneID01698	858
geneID01699	0
geneID01700	5
geneID01701	291
geneID01702	1483
geneID01703	32
geneID01704	0
geneID01705	0
geneID01706	27
geneID01707	407
geneID01708	0
geneID01709	0
geneID01710	0
geneID01711	0
geneID01712	0
geneID01713	136
geneID01714	340
geneID01715	6
geneID01716	294
geneID01717	222
geneID01718	52
geneID01719	836
geneID01720	909
geneID01721	183
geneID01722	792
geneID01723	1864
geneID01724	283
geneID01725	14
geneID01726	0
geneID01727	128
geneID01728	10
geneID01729	2
geneID01730	198
