genes	counts
geneID04780	2
geneID04781	0
geneID04782	536
geneID04783	36
geneID04784	1254
geneID04785	0
geneID04786	620
geneID04787	304
geneID04788	0
geneID04789	0
geneID04790	0
geneID04791	5
geneID04792	23
geneID04793	62
geneID04794	0
geneID04795	680
geneID04796	184
geneID04797	298
geneID04798	0
geneID04799	945
geneID04800	248
geneID04801	0
geneID04802	0
geneID04803	0
geneID04804	1087
geneID04805	0
geneID04806	0
geneID04807	2
geneID04808	9
geneID04809	6142
geneID04810	3
geneID04811	0
geneID04812	0
geneID04813	0
geneID04814	61
geneID04815	380
geneID04816	902
geneID04817	86
geneID04818	974
geneID04819	21
geneID04820	13
geneID04821	12
geneID04822	0
geneID04823	0
geneID04824	498
geneID04825	0
geneID04826	41
geneID04827	236
geneID04828	301
geneID04829	301
geneID04830	0
geneID04831	3
geneID04832	0
geneID04833	0
geneID04834	2
geneID04835	0
geneID04836	0
geneID04837	0
geneID04838	0
geneID04839	0
geneID04840	9
geneID04841	0
geneID04842	0
geneID04843	0
geneID04844	2
geneID04845	0
geneID04846	0
geneID04847	0
geneID04848	131
geneID04849	261
geneID04850	0
geneID04851	0
geneID04852	1054
geneID04853	0
geneID04854	162
geneID04855	237
geneID04856	0
geneID04857	570
geneID04858	1161
geneID04859	179
geneID04860	0
geneID04861	50
geneID04862	291
geneID04863	181
geneID04864	11
geneID04865	0
geneID04866	0
geneID04867	0
geneID04868	5
geneID04869	137
geneID04870	120
geneID04871	0
geneID04872	4
geneID04873	0
geneID04874	51
geneID04875	1349
geneID04876	1446
geneID04877	14
geneID04878	0
geneID04879	0
geneID04880	1
geneID04881	462
geneID04882	715
geneID04883	0
geneID04884	0
geneID04885	519
geneID04886	115
geneID04887	26
geneID04888	2
geneID04889	1328
geneID04890	0
geneID04891	1284
geneID04892	1582
geneID04893	228
geneID04894	0
geneID04895	0
geneID04896	0
geneID04897	0
geneID04898	127
geneID04899	95
geneID04900	277
geneID04901	2202
geneID04902	2513
geneID04903	624
geneID04904	23
geneID04905	0
geneID04906	0
geneID04907	93
geneID04908	1526
geneID04909	596
geneID04910	0
geneID04911	7
geneID04912	0
geneID04913	0
geneID04914	207
geneID04915	736
geneID04916	1015
geneID04917	1
geneID04918	1792
geneID04919	604
geneID04920	602
geneID04921	0
geneID04922	0
geneID04923	118
geneID04924	616
geneID04925	0
geneID04926	0
geneID04927	0
geneID04928	0
geneID04929	0
geneID04930	2
geneID04931	0
geneID04932	0
geneID04933	178
geneID04934	0
geneID04935	0
geneID04936	565
geneID04937	100
geneID04938	192
geneID04939	0
geneID04940	134
geneID04941	0
geneID04942	502
geneID04943	19
geneID04944	0
geneID04945	1414
geneID04946	402
geneID04947	0
geneID04948	562
geneID04949	1493
geneID04950	232
geneID04951	202
geneID04952	0
geneID04953	111
geneID04954	1016
geneID04955	434
geneID04956	529
geneID04957	325
geneID04958	6
geneID04959	154
geneID04960	184
geneID04961	326
geneID04962	0
geneID04963	109
geneID04964	21
geneID04965	0
geneID04966	2
geneID04967	1848
geneID04968	1490
geneID04969	4
geneID04970	365
geneID04971	1675
geneID04972	992
geneID04973	0
geneID04974	1
geneID04975	481
geneID04976	624
geneID04977	779
geneID04978	0
geneID04979	630
geneID04980	1271
geneID04981	0
geneID04982	0
geneID04983	103
geneID04984	959
geneID04985	15363
geneID04986	106
geneID04987	3
geneID04988	0
geneID04989	0
geneID04990	0
geneID04991	0
geneID04992	1
geneID04993	108
geneID04994	588
geneID04995	460
geneID04996	409
geneID04997	1189
geneID04998	257
geneID04999	747
geneID05000	0
geneID05001	0
geneID05002	151
geneID05003	0
geneID05004	0
geneID05005	0
geneID05006	0
geneID05007	0
geneID05008	0
geneID05009	940
geneID05010	0
geneID05011	0
geneID05012	0
geneID05013	0
geneID05014	424
geneID05015	953
geneID05016	0
geneID05017	0
geneID05018	151
geneID05019	81
geneID05020	93
geneID05021	0
geneID05022	495
geneID05023	169
geneID05024	8
geneID05025	325
geneID05026	958
geneID05027	20
geneID05028	90
geneID05029	0
geneID05030	78
geneID05031	4
geneID05032	47
geneID05033	37
geneID05034	0
geneID05035	0
geneID05036	186
geneID05037	344
geneID05038	0
geneID05039	122
geneID05040	69
geneID05041	366
geneID05042	1
geneID05043	129
geneID05044	92
geneID05045	2
geneID05046	1
geneID05047	1
geneID05048	0
geneID05049	194
geneID05050	60
geneID05051	22
geneID05052	0
geneID05053	0
geneID05054	178
geneID05055	199
geneID05056	21514
geneID05057	0
geneID05058	24
geneID05059	52
geneID05060	0
geneID05061	0
geneID05062	1478
geneID05063	0
geneID05064	676
geneID05065	0
geneID05066	35
geneID05067	3
geneID05068	702
geneID05069	0
geneID05070	285
geneID05071	284
geneID05072	14
geneID05073	420
geneID05074	4
geneID05075	0
geneID05076	592
geneID05077	1
geneID05078	0
geneID05079	0
geneID05080	1299
geneID05081	601
geneID05082	0
geneID05083	3
geneID05084	575
geneID05085	770
geneID05086	1903
geneID05087	100
geneID05088	85
geneID05089	8
geneID05090	7
geneID05091	2
geneID05092	454
geneID05093	34
geneID05094	1532
geneID05095	418
geneID05096	724
geneID05097	4
geneID05098	22
geneID05099	0
geneID05100	0
geneID05101	124
geneID05102	369
geneID05103	351
geneID05104	1033
geneID05105	1
geneID05106	395
geneID05107	1827
geneID05108	339
geneID05109	214
geneID05110	71
geneID05111	267
geneID05112	0
geneID05113	0
geneID05114	0
geneID05115	237
geneID05116	307
geneID05117	230
geneID05118	179
geneID05119	124
geneID05120	0
geneID05121	0
geneID05122	1689
geneID05123	0
geneID05124	0
geneID05125	615
geneID05126	0
geneID05127	0
geneID05128	10
geneID05129	33
geneID05130	228
geneID05131	70
geneID05132	1
geneID05133	0
geneID05134	0
geneID05135	24
geneID05136	67
geneID05137	0
geneID05138	88
geneID05139	338
geneID05140	2
geneID05141	763
geneID05142	13
geneID05143	0
geneID05144	68
geneID05145	27
geneID05146	12
geneID05147	1538
geneID05148	6595
geneID05149	6
geneID05150	0
geneID05151	0
geneID05152	0
geneID05153	29
geneID05154	546
geneID05155	10
geneID05156	0
geneID05157	2576
geneID05158	8
geneID05159	1631
geneID05160	54
geneID05161	234
geneID05162	0
geneID05163	166
geneID05164	302
geneID05165	17
geneID05166	0
geneID05167	11
geneID05168	433
geneID05169	38
geneID05170	9
geneID05171	300
geneID05172	1219
geneID05173	295
geneID05174	174
geneID05175	187
geneID05176	17
geneID05177	20
geneID05178	22
geneID05179	58
geneID05180	213
geneID05181	1317
geneID05182	6309
geneID05183	17
geneID05184	7
geneID05185	2876
geneID05186	385
geneID05187	30
geneID05188	47
geneID05189	359
geneID05190	522
geneID05191	0
geneID05192	253
geneID05193	0
geneID05194	84
geneID05195	185
geneID05196	3
geneID05197	0
geneID05198	21
geneID05199	130
geneID05200	10
geneID05201	81
geneID05202	4
geneID05203	0
geneID05204	309
geneID05205	1047
geneID05206	336
geneID05207	156
geneID05208	0
geneID05209	0
geneID05210	13
geneID05211	45
geneID05212	2048
geneID05213	535
geneID05214	92
geneID05215	0
geneID05216	924
geneID05217	0
geneID05218	0
geneID05219	0
geneID05220	98
geneID05221	36
geneID05222	116
geneID05223	2420
geneID05224	0
geneID05225	449
geneID05226	191
geneID05227	544
geneID05228	22
geneID05229	176
geneID05230	444
geneID05231	943
geneID05232	74
geneID05233	0
geneID05234	0
geneID05235	0
geneID05236	0
geneID05237	0
geneID05238	466
geneID05239	41
geneID05240	553
geneID05241	0
geneID05242	247
geneID05243	440
geneID05244	177
geneID05245	1
geneID05246	502
geneID05247	18
geneID05248	336
geneID05249	55
geneID05250	28
geneID05251	7
geneID05252	1
geneID05253	55
geneID05254	156
geneID05255	1
geneID05256	1
geneID05257	13
geneID05258	15
geneID05259	0
geneID05260	344
geneID05261	505
geneID05262	26
geneID05263	0
geneID05264	357
geneID05265	800
geneID05266	589
geneID05267	416
geneID05268	600
geneID05269	12
geneID05270	0
geneID05271	1
geneID05272	0
geneID05273	51
geneID05274	0
geneID05275	0
geneID05276	0
geneID05277	0
geneID05278	0
geneID05279	0
geneID05280	1420
geneID05281	17
geneID05282	1166
geneID05283	1260
geneID05284	1390
geneID05285	805
geneID05286	2183
geneID05287	857
geneID05288	625
geneID05289	148
geneID05290	85
geneID05291	69
geneID05292	127
geneID05293	73
geneID05294	2766
geneID05295	737
geneID05296	249
geneID05297	963
geneID05298	55
geneID05299	500
geneID05300	37
geneID05301	612
geneID05302	80
geneID05303	22
geneID05304	0
geneID05305	1
geneID05306	223
geneID05307	0
geneID05308	10
geneID05309	2076
geneID05310	0
geneID05311	1
geneID05312	1095
geneID05313	2965
geneID05314	28
geneID05315	8
geneID05316	6
geneID05317	1
geneID05318	0
geneID05319	928
geneID05320	784
geneID05321	86
geneID05322	3
geneID05323	0
geneID05324	385
geneID05325	2682
geneID05326	46
geneID05327	174
geneID05328	0
geneID05329	0
geneID05330	0
geneID05331	0
geneID05332	0
geneID05333	567
geneID05334	0
geneID05335	49
geneID05336	102
geneID05337	98
geneID05338	1103
geneID05339	0
geneID05340	382
geneID05341	6
geneID05342	13
geneID05343	1655
geneID05344	0
geneID05345	3
geneID05346	0
geneID05347	360
geneID05348	0
geneID05349	0
geneID05350	91
geneID05351	40
geneID05352	49
geneID05353	692
geneID05354	0
geneID05355	562
geneID05356	967
geneID05357	0
geneID05358	2
geneID05359	30
geneID05360	443
geneID05361	1158
geneID05362	86
geneID05363	4
geneID05364	1172
geneID05365	512
geneID05366	317
geneID05367	237
geneID05368	218
geneID05369	0
geneID05370	422
geneID05371	142
geneID05372	6175
geneID05373	2621
geneID05374	401
geneID05375	0
geneID05376	1663
geneID05377	0
geneID05378	479
geneID05379	281
geneID05380	79
geneID05381	0
geneID05382	0
geneID05383	462
geneID05384	102
geneID05385	54
geneID05386	78
geneID05387	0
geneID05388	0
geneID05389	352
geneID05390	2023
geneID05391	129
geneID05392	757
geneID05393	653
geneID05394	184
geneID05395	38
geneID05396	1236
geneID05397	5016
geneID05398	218
geneID05399	1842
geneID05400	806
geneID05401	1569
geneID05402	47
geneID05403	3030
geneID05404	0
geneID05405	355
geneID05406	3
geneID05407	0
geneID05408	284
geneID05409	428
geneID05410	1437
geneID05411	0
geneID05412	3526
geneID05413	234
geneID05414	256
geneID05415	0
geneID05416	0
geneID05417	2
geneID05418	3
geneID05419	17
geneID05420	461
geneID05421	1312
geneID05422	691
geneID05423	474
geneID05424	52
geneID05425	2259
geneID05426	422
geneID05427	546
geneID05428	157
geneID05429	387
geneID05430	1
geneID05431	525
geneID05432	675
geneID05433	128
geneID05434	0
geneID05435	31
geneID05436	0
geneID05437	39
geneID05438	51
geneID05439	5
geneID05440	78
geneID05441	0
geneID05442	0
geneID05443	54
geneID05444	143
geneID05445	185
geneID05446	0
geneID05447	1419
geneID05448	639
geneID05449	19
geneID05450	224
geneID05451	1952
geneID05452	643
geneID05453	653
geneID05454	3334
geneID05455	523
geneID05456	8
geneID05457	9
geneID05458	312
geneID05459	0
geneID05460	0
geneID05461	0
geneID05462	0
geneID05463	1
geneID05464	0
geneID05465	0
geneID05466	25
geneID05467	235
geneID05468	14
geneID05469	643
geneID05470	234
geneID05471	365
geneID05472	2515
geneID05473	589
geneID05474	873
geneID05475	0
geneID05476	0
geneID05477	0
geneID05478	0
geneID05479	2
geneID05480	1
geneID05481	0
geneID05482	0
geneID05483	141
geneID05484	624
geneID05485	0
geneID05486	1
geneID05487	98
geneID05488	0
geneID05489	626
geneID05490	471
geneID05491	2
geneID05492	173
geneID05493	11
geneID05494	0
geneID05495	1097
geneID05496	840
geneID05497	0
geneID05498	0
geneID05499	0
geneID05500	0
geneID05501	297
geneID05502	688
geneID05503	1237
geneID05504	25
geneID05505	0
geneID05506	0
geneID05507	0
geneID05508	1
geneID05509	0
geneID05510	0
geneID05511	2
geneID05512	770
geneID05513	829
geneID05514	4
geneID05515	0
geneID05516	141
geneID05517	12
geneID05518	1
geneID05519	4
geneID05520	542
geneID05521	0
geneID05522	25
geneID05523	229
geneID05524	3063
geneID05525	133
geneID05526	366
geneID05527	12
geneID05528	3109
geneID05529	47
geneID05530	0
geneID05531	0
geneID05532	0
geneID05533	0
geneID05534	13
geneID05535	0
geneID05536	17
geneID05537	0
geneID05538	557
geneID05539	255
geneID05540	2
geneID05541	0
geneID05542	0
geneID05543	0
geneID05544	530
geneID05545	111
geneID05546	0
geneID05547	1333
geneID05548	15
geneID05549	5
geneID05550	336
geneID05551	197
geneID05552	1154
geneID05553	0
geneID05554	0
geneID05555	57
geneID05556	0
geneID05557	1190
geneID05558	0
geneID05559	1143
geneID05560	1189
geneID05561	0
geneID05562	4
geneID05563	0
geneID05564	0
geneID05565	0
geneID05566	0
geneID05567	986
geneID05568	316
geneID05569	109
geneID05570	206
geneID05571	2
geneID05572	0
geneID05573	0
geneID05574	15
geneID05575	26
geneID05576	3301
geneID05577	1
geneID05578	2734
geneID05579	0
geneID05580	0
geneID05581	45
geneID05582	0
geneID05583	0
geneID05584	8
geneID05585	0
geneID05586	4
geneID05587	235
geneID05588	304
geneID05589	984
geneID05590	98
geneID05591	0
geneID05592	0
geneID05593	0
geneID05594	0
geneID05595	7354
geneID05596	21
geneID05597	1
geneID05598	0
geneID05599	226
geneID05600	1
geneID05601	0
geneID05602	16
geneID05603	189
geneID05604	3080
geneID05605	778
geneID05606	1
geneID05607	11
geneID05608	0
geneID05609	385
geneID05610	581
geneID05611	460
geneID05612	277
geneID05613	0
geneID05614	1
geneID05615	0
geneID05616	0
geneID05617	9
geneID05618	309
geneID05619	24
geneID05620	341
geneID05621	0
geneID05622	0
geneID05623	0
geneID05624	0
geneID05625	0
geneID05626	255
geneID05627	94
geneID05628	188
geneID05629	4
geneID05630	2
geneID05631	61
geneID05632	1095
geneID05633	10
geneID05634	0
geneID05635	1250
geneID05636	171
geneID05637	1
geneID05638	1
geneID05639	0
geneID05640	0
geneID05641	280
geneID05642	848
geneID05643	87
geneID05644	313
geneID05645	7
geneID05646	846
geneID05647	46836
geneID05648	0
geneID05649	3
geneID05650	1911
geneID05651	0
geneID05652	1424
geneID05653	0
geneID05654	0
geneID05655	0
geneID05656	336
geneID05657	407
geneID05658	195
geneID05659	236
geneID05660	3
geneID05661	3386
geneID05662	1054
geneID05663	6
geneID05664	3
geneID05665	0
geneID05666	2340
geneID05667	0
geneID05668	371
geneID05669	566
geneID05670	664
geneID05671	530
geneID05672	1
geneID05673	507
geneID05674	1904
geneID05675	594
geneID05676	6
geneID05677	0
geneID05678	113
geneID05679	119
geneID05680	120
geneID05681	11992
geneID05682	532
geneID05683	0
geneID05684	0
geneID05685	6
geneID05686	96
geneID05687	1370
geneID05688	368
geneID05689	390
geneID05690	119
geneID05691	14
geneID05692	321
geneID05693	1
geneID05694	444
geneID05695	281
geneID05696	112
geneID05697	655
geneID05698	649
geneID05699	16
geneID05700	372
geneID05701	2
geneID05702	652
geneID05703	0
geneID05704	1
geneID05705	8
geneID05706	690
geneID05707	0
geneID05708	1241
geneID05709	330
geneID05710	2237
geneID05711	20
geneID05712	321
geneID05713	2108
geneID05714	5452
geneID05715	380
geneID05716	9
geneID05717	2
geneID05718	0
geneID05719	170
geneID05720	247
geneID05721	85
geneID05722	219
geneID05723	1
geneID05724	141
geneID05725	1062
geneID05726	658
geneID05727	233
geneID05728	0
geneID05729	2
geneID05730	1
geneID05731	2
geneID05732	5
geneID05733	0
geneID05734	293
geneID05735	419
geneID05736	617
geneID05737	17
geneID05738	1
geneID05739	587
geneID05740	215
geneID05741	466
geneID05742	230
geneID05743	67
geneID05744	0
geneID05745	1
geneID05746	472
geneID05747	2913
geneID05748	591
geneID05749	76
geneID05750	0
geneID05751	88
geneID05752	1780
geneID05753	456
geneID05754	256
geneID05755	1
geneID05756	300
geneID05757	7
geneID05758	119
geneID05759	113
geneID05760	744
geneID05761	10
geneID05762	185
geneID05763	1
geneID05764	0
geneID05765	332
geneID05766	436
geneID05767	13
geneID05768	0
geneID05769	530
geneID05770	12
geneID05771	17
geneID05772	1
geneID05773	0
geneID05774	345
geneID05775	0
geneID05776	0
geneID05777	4
geneID05778	232
geneID05779	409
geneID05780	3
geneID05781	56
geneID05782	74
geneID05783	8
geneID05784	8
geneID05785	821
geneID05786	0
geneID05787	9
geneID05788	732
geneID05789	411
geneID05790	0
geneID05791	31
geneID05792	224
geneID05793	0
geneID05794	1
geneID05795	113
geneID05796	149
geneID05797	887
geneID05798	5
geneID05799	0
geneID05800	316
geneID05801	0
geneID05802	1381
geneID05803	122
geneID05804	0
geneID05805	0
geneID05806	8897
geneID05807	374
geneID05808	1376
geneID05809	195
geneID05810	7535
geneID05811	18
geneID05812	0
geneID05813	28
geneID05814	25
geneID05815	185
geneID05816	217
geneID05817	478
geneID05818	543
geneID05819	443
geneID05820	100
geneID05821	10
geneID05822	446
geneID05823	1184
geneID05824	75
geneID05825	252
geneID05826	34
geneID05827	0
geneID05828	397
geneID05829	0
geneID05830	1084
geneID05831	2260
geneID05832	5
geneID05833	9
geneID05834	263
geneID05835	281
geneID05836	5
geneID05837	915
geneID05838	46
geneID05839	0
geneID05840	0
geneID05841	22
geneID05842	196
geneID05843	0
geneID05844	0
geneID05845	1868
geneID05846	0
geneID05847	0
geneID05848	638
geneID05849	476
geneID05850	98
geneID05851	58
geneID05852	332
geneID05853	24
geneID05854	0
geneID05855	348
geneID05856	642
geneID05857	663
geneID05858	174
geneID05859	504
geneID05860	2488
geneID05861	39
geneID05862	364
geneID05863	1614
geneID05864	57
geneID05865	0
geneID05866	0
geneID05867	0
geneID05868	0
geneID05869	793
geneID05870	232
geneID05871	14
geneID05872	1
geneID05873	3804
geneID05874	209
geneID05875	630
geneID05876	14
geneID05877	0
geneID05878	914
geneID05879	40
geneID05880	213
geneID05881	72
geneID05882	89
geneID05883	1004
geneID05884	32
geneID05885	16
geneID05886	3
geneID05887	293
geneID05888	724
geneID05889	83
geneID05890	287
geneID05891	384
geneID05892	448
geneID05893	1010
geneID05894	206
geneID05895	148
geneID05896	2518
geneID05897	4
geneID05898	248
geneID05899	75
geneID05900	1080
geneID05901	0
geneID05902	15
geneID05903	18
geneID05904	32
geneID05905	0
geneID05906	789
geneID05907	11
geneID05908	114
geneID05909	71
geneID05910	660
geneID05911	1
geneID05912	276
geneID05913	0
geneID05914	15
geneID05915	120
geneID05916	50
geneID05917	11
geneID05918	196
geneID05919	9906
geneID05920	0
geneID05921	644
geneID05922	0
geneID05923	0
geneID05924	498
geneID05925	219
geneID05926	934
geneID05927	1254
geneID05928	38
geneID05929	2
geneID05930	31
geneID05931	4432
geneID05932	97
geneID05933	407
geneID05934	2018
geneID05935	280
geneID05936	0
geneID05937	343
geneID05938	6
geneID05939	0
geneID05940	0
geneID05941	0
geneID05942	0
geneID05943	2109
geneID05944	65
geneID05945	96
geneID05946	0
geneID05947	55
geneID05948	0
geneID05949	50
geneID05950	48
geneID05951	418
geneID05952	0
geneID05953	0
geneID05954	345
geneID05955	0
geneID05956	565
geneID05957	1
geneID05958	271
geneID05959	0
geneID05960	82
geneID05961	22
geneID05962	0
geneID05963	0
geneID05964	1036
geneID05965	2225
geneID05966	1
geneID05967	1389
geneID05968	514
geneID05969	0
geneID05970	0
geneID05971	0
geneID05972	3
geneID05973	120
geneID05974	1393
geneID05975	0
geneID05976	855
geneID05977	1112
geneID05978	3341
geneID05979	0
geneID05980	1029
geneID05981	12
geneID05982	167
geneID05983	33
geneID05984	12
geneID05985	27
geneID05986	718
geneID05987	436
geneID05988	178
geneID05989	1633
geneID05990	3849
geneID05991	552
geneID05992	239
geneID05993	543
geneID05994	17
geneID05995	2397
geneID05996	0
geneID05997	0
geneID05998	0
geneID05999	455
geneID06000	55
geneID06001	579
geneID06002	0
geneID06003	0
geneID06004	4
geneID06005	261
geneID06006	511
geneID06007	2676
geneID06008	6
geneID06009	39
geneID06010	20
geneID06011	188
geneID06012	153
geneID06013	1
geneID06014	454
geneID06015	594
geneID06016	558
geneID06017	427
geneID06018	151
geneID06019	12314
geneID06020	540
geneID06021	1427
geneID06022	155
geneID06023	0
geneID06024	82
geneID06025	345
geneID06026	80
geneID06027	0
geneID06028	9
geneID06029	323
geneID06030	680
geneID06031	0
geneID06032	1111
geneID06033	224
geneID06034	113
geneID06035	1115
geneID06036	1696
geneID06037	0
geneID06038	0
geneID06039	195
geneID06040	0
geneID06041	36
geneID06042	834
geneID06043	1175
geneID06044	0
geneID06045	0
geneID06046	0
geneID06047	0
geneID06048	0
geneID06049	369
geneID06050	90
geneID06051	279
geneID06052	0
geneID06053	12
geneID06054	769
geneID06055	0
geneID06056	0
geneID06057	24
geneID06058	0
geneID06059	0
geneID06060	347
geneID06061	12
geneID06062	3
geneID06063	0
geneID06064	1454
geneID06065	8
geneID06066	903
geneID06067	272
geneID06068	164
geneID06069	89
geneID06070	178
geneID06071	778
geneID06072	556
geneID06073	465
geneID06074	283
geneID06075	163
geneID06076	0
geneID06077	190
geneID06078	8
geneID06079	0
geneID06080	0
geneID06081	196
geneID06082	260
geneID06083	98
geneID06084	3
geneID06085	766
geneID06086	1336
geneID06087	137
geneID06088	0
geneID06089	454
geneID06090	0
geneID06091	1441
geneID06092	1032
geneID06093	3
geneID06094	0
geneID06095	0
geneID06096	454
geneID06097	0
geneID06098	43
geneID06099	193
geneID06100	536
geneID06101	196
geneID06102	2
geneID06103	97
geneID06104	1
geneID06105	15
geneID06106	552
geneID06107	72
geneID06108	339
geneID06109	439
geneID06110	0
geneID06111	202
geneID06112	1
geneID06113	179
geneID06114	234
geneID06115	2551
geneID06116	0
geneID06117	269
geneID06118	0
geneID06119	0
geneID06120	23
geneID06121	0
geneID06122	3476
geneID06123	503
geneID06124	83
geneID06125	366
geneID06126	1480
geneID06127	840
geneID06128	0
geneID06129	221
geneID06130	107
geneID06131	23
geneID06132	277
geneID06133	461
geneID06134	414
geneID06135	321
geneID06136	1187
geneID06137	433
geneID06138	1005
geneID06139	462
geneID06140	852
geneID06141	216
geneID06142	10
geneID06143	60
geneID06144	264
geneID06145	33
geneID06146	528
geneID06147	9
geneID06148	12
geneID06149	6
geneID06150	150
geneID06151	774
geneID06152	33
geneID06153	41
geneID06154	1031
geneID06155	319
geneID06156	0
geneID06157	509
geneID06158	2714
geneID06159	1000
geneID06160	3675
geneID06161	1289
geneID06162	1
geneID06163	52
geneID06164	4
geneID06165	920
geneID06166	0
geneID06167	0
geneID06168	32
geneID06169	12
geneID06170	78
geneID06171	32
geneID06172	0
geneID06173	1129
geneID06174	912
geneID06175	794
geneID06176	174
geneID06177	382
geneID06178	237
geneID06179	0
geneID06180	208
geneID06181	1
geneID06182	75
geneID06183	6
geneID06184	1785
geneID06185	1
geneID06186	172
geneID06187	52
geneID06188	0
geneID06189	113
geneID06190	435
geneID06191	1058
geneID06192	394
geneID06193	698
geneID06194	0
geneID06195	14
geneID06196	13822
geneID06197	756
geneID06198	1218
geneID06199	39
geneID06200	231
geneID06201	158
geneID06202	1926
geneID06203	265
geneID06204	0
geneID06205	137
geneID06206	852
geneID06207	1
geneID06208	775
geneID06209	332
geneID06210	14
geneID06211	54
geneID06212	28
geneID06213	2248
geneID06214	630
geneID06215	0
geneID06216	0
geneID06217	0
geneID06218	62
geneID06219	6452
geneID06220	0
geneID06221	219
geneID06222	724
geneID06223	495
geneID06224	456
geneID06225	140
geneID06226	1026
geneID06227	341
geneID06228	58
geneID06229	471
geneID06230	2120
geneID06231	16
geneID06232	787
geneID06233	400
geneID06234	1370
geneID06235	4
geneID06236	548
geneID06237	96
geneID06238	7
geneID06239	415
geneID06240	556
geneID06241	70
geneID06242	0
geneID06243	0
geneID06244	0
geneID06245	0
geneID06246	448
geneID06247	12
geneID06248	14
geneID06249	4
geneID06250	2
geneID06251	21
geneID06252	52
geneID06253	23
geneID06254	9
geneID06255	6134
geneID06256	1
geneID06257	300
geneID06258	0
geneID06259	2
geneID06260	474
geneID06261	692
geneID06262	1
geneID06263	2
geneID06264	1250
geneID06265	17
geneID06266	599
geneID06267	427
geneID06268	692
geneID06269	516
geneID06270	77
geneID06271	98
geneID06272	6
geneID06273	120
geneID06274	0
geneID06275	0
geneID06276	618
geneID06277	207
geneID06278	812
geneID06279	0
geneID06280	350
geneID06281	179
geneID06282	0
geneID06283	5298
geneID06284	292
geneID06285	311
geneID06286	7
geneID06287	2
geneID06288	0
geneID06289	0
geneID06290	0
geneID06291	111
geneID06292	217
geneID06293	2
geneID06294	1
geneID06295	0
geneID06296	532
geneID06297	538
geneID06298	110
geneID06299	236
geneID06300	449
geneID06301	132
geneID06302	0
geneID06303	786
geneID06304	163
geneID06305	281
geneID06306	634
geneID06307	382
geneID06308	143
geneID06309	1718
geneID06310	82
geneID06311	0
geneID06312	838
geneID06313	232
geneID06314	19
geneID06315	0
geneID06316	143
geneID06317	0
geneID06318	966
geneID06319	63
geneID06320	16
geneID06321	0
geneID06322	0
geneID06323	0
geneID06324	987
geneID06325	2
geneID06326	26
geneID06327	405
geneID06328	1307
geneID06329	835
geneID06330	373
geneID06331	263
geneID06332	334
geneID06333	52
geneID06334	402
geneID06335	778
geneID06336	416
geneID06337	175
geneID06338	69
geneID06339	809
geneID06340	128
geneID06341	0
geneID06342	114
geneID06343	1
geneID06344	0
geneID06345	460
geneID06346	14
geneID06347	538
geneID06348	64
geneID06349	19
geneID06350	177
geneID06351	310
geneID06352	142
geneID06353	894
geneID06354	20
geneID06355	18
geneID06356	600
geneID06357	636
geneID06358	1190
geneID06359	297
geneID06360	1162
geneID06361	0
geneID06362	416
geneID06363	436
geneID06364	858
geneID06365	66
geneID06366	2
geneID06367	183
geneID06368	1731
geneID06369	752
geneID06370	0
geneID06371	5314
geneID06372	20
geneID06373	4833
geneID06374	870
geneID06375	0
geneID06376	28
geneID06377	274
geneID06378	1072
geneID06379	0
geneID06380	192
geneID06381	3
geneID06382	1
geneID06383	153
geneID06384	1064
geneID06385	404
geneID06386	124
geneID06387	1
geneID06388	60
geneID06389	124
geneID06390	0
geneID06391	2369
geneID06392	129
geneID06393	738
geneID06394	2466
geneID06395	2058
geneID06396	55
geneID06397	0
geneID06398	21
geneID06399	277
geneID06400	586
geneID06401	170
geneID06402	336
geneID06403	98
geneID06404	41
geneID06405	728
geneID06406	964
geneID06407	224
geneID06408	40
geneID06409	84
geneID06410	47
geneID06411	152
geneID06412	19
geneID06413	0
geneID06414	84
geneID06415	3
geneID06416	0
geneID06417	13447
geneID06418	3
geneID06419	74
geneID06420	0
geneID06421	486
geneID06422	446
geneID06423	260
geneID06424	37
geneID06425	34
geneID06426	2693
geneID06427	225
geneID06428	65
geneID06429	143
geneID06430	0
geneID06431	76
geneID06432	528
geneID06433	110
geneID06434	1
geneID06435	211
geneID06436	198
geneID06437	2259
geneID06438	70
geneID06439	227
geneID06440	982
geneID06441	2628
geneID06442	83
geneID06443	308
geneID06444	3
geneID06445	78
geneID06446	571
geneID06447	404
geneID06448	25
geneID06449	0
geneID06450	0
geneID06451	588
geneID06452	1917
geneID06453	163
geneID06454	13
geneID06455	0
geneID06456	944
geneID06457	356
geneID06458	73
geneID06459	1280
geneID06460	1609
geneID06461	0
geneID06462	31
geneID06463	297
geneID06464	440
geneID06465	3686
geneID06466	5402
geneID06467	0
geneID06468	21
geneID06469	641
geneID06470	143
geneID06471	19
geneID06472	65
geneID06473	5
geneID06474	257
geneID06475	630
geneID06476	308
geneID06477	487
geneID06478	58
geneID06479	532
geneID06480	280
geneID06481	438
geneID06482	538
geneID06483	0
geneID06484	311
geneID06485	1002
geneID06486	461
geneID06487	1003
geneID06488	1031
geneID06489	678
geneID06490	281
geneID06491	2720
geneID06492	0
geneID06493	5
geneID06494	253
geneID06495	347
geneID06496	19
geneID06497	99
geneID06498	1057
geneID06499	2074
geneID06500	142
geneID06501	751
geneID06502	6682
geneID06503	40
