genes	counts
geneID00706	1
geneID00707	0
geneID00708	891
geneID00709	816
geneID00710	17
geneID00711	360
geneID00712	208
geneID00713	1
geneID00714	107
geneID00715	151
geneID00716	0
geneID00717	157
geneID00718	7463
geneID00719	3
geneID00720	3980
geneID00721	1
geneID00722	440
geneID00723	3445
geneID00724	927
geneID00725	601
geneID00726	0
geneID00727	0
geneID00728	161
geneID00729	123
geneID00730	0
geneID00731	8340
geneID00732	0
geneID00733	5
geneID00734	362
geneID00735	2794
geneID00736	2082
geneID00737	3008
geneID00738	291
geneID00739	542
geneID00740	550
geneID00741	347
geneID00742	17
geneID00743	823
geneID00744	381
geneID00745	0
geneID00746	430
geneID00747	418
geneID00748	0
geneID00749	47
geneID00750	468
geneID00751	16
geneID00752	682
geneID00753	0
geneID00754	85
geneID00755	1
geneID00756	2
geneID00757	0
geneID00758	1054
geneID00759	6
geneID00760	391
geneID00761	1259
geneID00762	0
geneID00763	0
geneID00764	0
geneID00765	35
geneID00766	3
geneID00767	0
geneID00768	88
geneID00769	967
geneID00770	3127
geneID00771	683
geneID00772	293
geneID00773	108
geneID00774	114
geneID00775	1155
geneID00776	28
geneID00777	189
geneID00778	12
geneID00779	101
geneID00780	2
geneID00781	50
geneID00782	1
geneID00783	13
geneID00784	263
geneID00785	10186
geneID00786	466
geneID00787	11274
geneID00788	189
geneID00789	171
geneID00790	765
geneID00791	751
geneID00792	0
geneID00793	1
geneID00794	776
geneID00795	220
geneID00796	484
geneID00797	600
geneID00798	1473
geneID00799	722
geneID00800	33
geneID00801	1267
geneID00802	3834
geneID00803	210
geneID00804	2272
geneID00805	863
geneID00806	3554
geneID00807	622
geneID00808	1232
geneID00809	232
geneID00810	859
geneID00811	464
geneID00812	571
geneID00813	65
geneID00814	1755
geneID00815	464
geneID00816	768
geneID00817	0
geneID00818	771
geneID00819	0
geneID00820	592
geneID00821	176
geneID00822	281
geneID00823	74
geneID00824	326
geneID00825	288
geneID00826	116
geneID00827	780
geneID00828	0
geneID00829	79
geneID00830	62
geneID00831	514
geneID00832	2483
geneID00833	377
geneID00834	174
geneID00835	16
geneID00836	4292
geneID00837	18
geneID00838	190
geneID00839	820
geneID00840	96
geneID00841	133
geneID00842	8
geneID00843	279
geneID00844	1101
geneID00845	971
geneID00846	0
geneID00847	0
geneID00848	269
geneID00849	1264
geneID00850	900
geneID00851	0
geneID00852	0
geneID00853	46
geneID00854	85
geneID00855	831
geneID00856	378
geneID00857	0
geneID00858	1
geneID00859	500
geneID00860	1792
geneID00861	741
geneID00862	1077
geneID00863	15
geneID00864	2
geneID00865	1150
geneID00866	82
geneID00867	0
geneID00868	16
geneID00869	159
geneID00870	102
geneID00871	4100
geneID00872	3520
geneID00873	76
geneID00874	349
geneID00875	0
geneID00876	0
geneID00877	321
geneID00878	0
geneID00879	1139
geneID00880	471
geneID00881	485
geneID00882	231
geneID00883	3423
geneID00884	153
geneID00885	783
geneID00886	5469
geneID00887	5
geneID00888	0
geneID00889	6
geneID00890	0
geneID00891	345
geneID00892	7
geneID00893	53
geneID00894	314
geneID00895	1000
geneID00896	1016
geneID00897	70
geneID00898	548
geneID00899	119
geneID00900	737
geneID00901	36
geneID00902	1
geneID00903	407
geneID00904	83
geneID00905	0
geneID00906	576
geneID00907	185
geneID00908	0
geneID00909	0
geneID00910	267
geneID00911	918
geneID00912	45
geneID00913	315
geneID00914	6295
geneID00915	201
geneID00916	5
geneID00917	3577
geneID00918	0
geneID00919	934
geneID00920	4990
geneID00921	204
geneID00922	65
geneID00923	1136
geneID00924	1
geneID00925	46
geneID00926	11250
geneID00927	405
geneID00928	223
geneID00929	0
geneID00930	824
geneID00931	143
geneID00932	1966
geneID00933	1827
geneID00934	2506
geneID00935	2400
geneID00936	0
geneID00937	27
geneID00938	1374
geneID00939	203
geneID00940	545
geneID00941	8
geneID00942	792
geneID00943	193
geneID00944	1250
geneID00945	596
geneID00946	235
geneID00947	676
geneID00948	417
geneID00949	6
geneID00950	15
geneID00951	995
geneID00952	39
geneID00953	399
geneID00954	0
geneID00955	1
geneID00956	0
geneID00957	298
geneID00958	4
geneID00959	134
geneID00960	319
geneID00961	975
geneID00962	84
geneID00963	0
geneID00964	1
geneID00965	335
geneID00966	682
geneID00967	149
geneID00968	192
geneID00969	179
geneID00970	10
geneID00971	273
geneID00972	91
geneID00973	0
geneID00974	5
geneID00975	679
geneID00976	571
geneID00977	20
geneID00978	185
geneID00979	0
geneID00980	706
geneID00981	859
geneID00982	0
geneID00983	1652
geneID00984	80
geneID00985	0
geneID00986	1105
geneID00987	474
geneID00988	0
geneID00989	374
geneID00990	157
geneID00991	1408
geneID00992	14
geneID00993	621
geneID00994	444
geneID00995	97
geneID00996	0
geneID00997	365
geneID00998	377
geneID00999	534
geneID01000	10
geneID01001	0
geneID01002	1401
geneID01003	1
geneID01004	425
geneID01005	44
geneID01006	600
geneID01007	882
geneID01008	0
geneID01009	8
geneID01010	1017
geneID01011	0
geneID01012	993
geneID01013	758
geneID01014	1219
geneID01015	82
geneID01016	2030
geneID01017	10
geneID01018	82
geneID01019	3
geneID01020	11
geneID01021	429
geneID01022	1012
geneID01023	0
geneID01024	0
geneID01025	0
geneID01026	2073
geneID01027	312
geneID01028	136
geneID01029	0
geneID01030	1335
geneID01031	626
geneID01032	533
geneID01033	0
geneID01034	577
geneID01035	561
geneID01036	4123
geneID01037	0
geneID01038	35
geneID01039	317
geneID01040	17
geneID01041	0
geneID01042	370
geneID01043	60
geneID01044	476
geneID01045	0
geneID01046	0
geneID01047	132
geneID01048	1324
geneID01049	1
geneID01050	809
geneID01051	6
geneID01052	0
geneID01053	5
geneID01054	467
geneID01055	472
geneID01056	2840
geneID01057	1097
geneID01058	137
geneID01059	733
geneID01060	0
geneID01061	555
geneID01062	316
geneID01063	1302
geneID01064	164
geneID01065	1103
geneID01066	1021
geneID01067	1839
geneID01068	3758
geneID01069	94
geneID01070	147
geneID01071	92
geneID01072	320
geneID01073	292
geneID01074	0
geneID01075	33
geneID01076	450
geneID01077	5
geneID01078	10
geneID01079	171
geneID01080	53
geneID01081	2
geneID01082	294
geneID01083	154
geneID01084	85
geneID01085	637
geneID01086	0
geneID01087	258
geneID01088	16
geneID01089	155
geneID01090	8
geneID01091	247
geneID01092	6
geneID01093	355
geneID01094	0
geneID01095	1004
geneID01096	2
geneID01097	576
geneID01098	269
geneID01099	1293
geneID01100	231
geneID01101	533
geneID01102	1016
geneID01103	255
geneID01104	173
geneID01105	7
geneID01106	300
geneID01107	455
geneID01108	0
geneID01109	0
geneID01110	141
geneID01111	459
geneID01112	662
geneID01113	86
geneID01114	227
geneID01115	4591
geneID01116	147
geneID01117	32
geneID01118	2
geneID01119	0
geneID01120	794
geneID01121	995
geneID01122	2
geneID01123	3
geneID01124	0
geneID01125	2
geneID01126	67
geneID01127	1
geneID01128	194
geneID01129	0
geneID01130	4
geneID01131	0
geneID01132	124
geneID01133	0
geneID01134	0
geneID01135	1869
geneID01136	0
geneID01137	0
geneID01138	1
geneID01139	275
geneID01140	3375
geneID01141	0
geneID01142	735
geneID01143	347
geneID01144	1921
geneID01145	0
geneID01146	0
geneID01147	72
geneID01148	153
geneID01149	1098
geneID01150	119
geneID01151	11
geneID01152	2379
geneID01153	222
geneID01154	253
geneID01155	0
geneID01156	0
geneID01157	374
geneID01158	0
geneID01159	793
geneID01160	298
geneID01161	0
geneID01162	2575
geneID01163	4769
geneID01164	462
geneID01165	9714
geneID01166	582
geneID01167	306
geneID01168	686
geneID01169	93
geneID01170	193
geneID01171	3039
geneID01172	3
geneID01173	0
geneID01174	0
geneID01175	1042
geneID01176	155
geneID01177	460
geneID01178	189
geneID01179	0
geneID01180	0
geneID01181	12
geneID01182	2627
geneID01183	1
geneID01184	257
geneID01185	0
geneID01186	0
geneID01187	827
geneID01188	90
geneID01189	12
geneID01190	0
geneID01191	218
geneID01192	5353
geneID01193	42
geneID01194	147
geneID01195	1177
geneID01196	3
geneID01197	184
geneID01198	3
geneID01199	1
geneID01200	0
geneID01201	0
geneID01202	0
geneID01203	4
geneID01204	58
geneID01205	0
geneID01206	74
geneID01207	1558
geneID01208	376
geneID01209	262
geneID01210	677
geneID01211	38
geneID01212	1981
geneID01213	105
geneID01214	71
geneID01215	166
geneID01216	2213
geneID01217	37
geneID01218	881
geneID01219	0
geneID01220	633
geneID01221	791
geneID01222	344
geneID01223	242
geneID01224	196
geneID01225	117
geneID01226	3053
geneID01227	0
geneID01228	500
geneID01229	0
geneID01230	1062
geneID01231	1380
geneID01232	128
geneID01233	1
geneID01234	639
geneID01235	655
geneID01236	53
geneID01237	0
geneID01238	551
geneID01239	742
geneID01240	197
geneID01241	0
geneID01242	32
geneID01243	0
geneID01244	290
geneID01245	615
geneID01246	4
geneID01247	0
geneID01248	119
geneID01249	2
geneID01250	289
geneID01251	832
geneID01252	0
geneID01253	0
geneID01254	0
geneID01255	2
geneID01256	364
geneID01257	151
geneID01258	112
geneID01259	235
geneID01260	9
geneID01261	487
geneID01262	605
geneID01263	1739
geneID01264	167
geneID01265	237
geneID01266	99
geneID01267	4512
geneID01268	3
geneID01269	354
geneID01270	1036
geneID01271	718
geneID01272	2086
geneID01273	479
geneID01274	1017
geneID01275	0
geneID01276	1915
geneID01277	0
geneID01278	6
geneID01279	1
geneID01280	12421
geneID01281	754
geneID01282	2750
geneID01283	548
geneID01284	0
geneID01285	1
geneID01286	3
geneID01287	0
geneID01288	145
geneID01289	14
geneID01290	466
geneID01291	193
geneID01292	788
geneID01293	671
geneID01294	143
geneID01295	117
geneID01296	2506
geneID01297	275
geneID01298	334
geneID01299	60
geneID01300	557
geneID01301	1009
geneID01302	6
geneID01303	57
geneID01304	53
geneID01305	1417
geneID01306	934
geneID01307	295
geneID01308	815
geneID01309	96
geneID01310	0
geneID01311	345
geneID01312	1297
geneID01313	33
geneID01314	290
geneID01315	462
geneID01316	157
geneID01317	2272
geneID01318	665
geneID01319	0
geneID01320	0
geneID01321	0
geneID01322	1444
geneID01323	151
geneID01324	11
geneID01325	700
geneID01326	723
geneID01327	6
geneID01328	542
geneID01329	130
geneID01330	159
geneID01331	88
geneID01332	2
geneID01333	0
geneID01334	10221
geneID01335	334
geneID01336	358
geneID01337	2
geneID01338	0
geneID01339	0
geneID01340	0
geneID01341	2
geneID01342	11
geneID01343	0
geneID01344	0
geneID01345	0
geneID01346	0
geneID01347	1378
geneID01348	322
geneID01349	366
geneID01350	0
geneID01351	18
geneID01352	0
geneID01353	0
geneID01354	0
geneID01355	0
geneID01356	0
geneID01357	0
geneID01358	90
geneID01359	0
geneID01360	630
geneID01361	39
geneID01362	13
geneID01363	9
geneID01364	917
geneID01365	38
geneID01366	350
geneID01367	1943
geneID01368	250
geneID01369	91
geneID01370	0
geneID01371	0
geneID01372	379
geneID01373	207
geneID01374	262
geneID01375	104
geneID01376	258
geneID01377	724
geneID01378	0
geneID01379	462
geneID01380	409
geneID01381	694
geneID01382	0
geneID01383	456
geneID01384	161
geneID01385	26
geneID01386	3772
geneID01387	444
geneID01388	15
geneID01389	178
geneID01390	90
geneID01391	1296
geneID01392	19
geneID01393	777
geneID01394	383
geneID01395	525
geneID01396	1153
geneID01397	296
geneID01398	0
geneID01399	735
geneID01400	112
geneID01401	1
geneID01402	5
geneID01403	0
geneID01404	31
geneID01405	85
geneID01406	298
geneID01407	343
geneID01408	0
geneID01409	218
geneID01410	691
geneID01411	1
geneID01412	15
geneID01413	48
geneID01414	102
geneID01415	213
geneID01416	0
geneID01417	0
geneID01418	214
geneID01419	2
geneID01420	29
geneID01421	71
geneID01422	1027
geneID01423	272
geneID01424	419
geneID01425	669
geneID01426	164
geneID01427	1
geneID01428	20097
geneID01429	228
geneID01430	78
geneID01431	865
geneID01432	374
geneID01433	613
geneID01434	8
geneID01435	964
geneID01436	11
geneID01437	1892
geneID01438	2400
geneID01439	2
geneID01440	178
geneID01441	2103
geneID01442	1037
geneID01443	2
geneID01444	562
geneID01445	65
geneID01446	64
geneID01447	68
geneID01448	1
geneID01449	1810
geneID01450	19
geneID01451	59
geneID01452	0
geneID01453	0
geneID01454	0
geneID01455	228
geneID01456	1236
geneID01457	580
geneID01458	328
geneID01459	181
geneID01460	3581
geneID01461	962
geneID01462	98
geneID01463	51
geneID01464	1
geneID01465	1111
geneID01466	213
geneID01467	2218
geneID01468	46
geneID01469	1024
geneID01470	1
geneID01471	58
geneID01472	2
geneID01473	1266
geneID01474	192
geneID01475	1352
geneID01476	1313
geneID01477	5
geneID01478	1053
geneID01479	153
geneID01480	0
geneID01481	8
geneID01482	388
geneID01483	1
geneID01484	185
geneID01485	0
geneID01486	2803
geneID01487	582
geneID01488	1814
geneID01489	1246
geneID01490	1125
geneID01491	7
geneID01492	5
geneID01493	0
geneID01494	28
geneID01495	1607
geneID01496	420
geneID01497	740
geneID01498	0
geneID01499	0
geneID01500	0
geneID01501	0
geneID01502	185
geneID01503	3298
geneID01504	246
geneID01505	310
geneID01506	3
geneID01507	0
geneID01508	307
geneID01509	602
geneID01510	2
geneID01511	0
geneID01512	1
geneID01513	415
geneID01514	185
geneID01515	125
geneID01516	169
geneID01517	1748
geneID01518	2
geneID01519	770
geneID01520	963
geneID01521	3
geneID01522	33
geneID01523	15
geneID01524	28
geneID01525	713
geneID01526	16
geneID01527	2967
geneID01528	66
geneID01529	167
geneID01530	139
geneID01531	427
geneID01532	591
geneID01533	501
geneID01534	621
geneID01535	1403
geneID01536	935
geneID01537	3050
geneID01538	41
geneID01539	10
geneID01540	4
geneID01541	4721
geneID01542	160
geneID01543	0
geneID01544	740
geneID01545	2
geneID01546	0
geneID01547	1073
geneID01548	92
geneID01549	238
geneID01550	1
geneID01551	828
geneID01552	118
geneID01553	1124
geneID01554	1
geneID01555	284
geneID01556	680
geneID01557	263
geneID01558	6060
geneID01559	602
geneID01560	49
geneID01561	91
geneID01562	1
geneID01563	86
geneID01564	1320
geneID01565	7
geneID01566	0
geneID01567	0
geneID01568	0
geneID01569	0
geneID01570	1
geneID01571	0
geneID01572	1310
geneID01573	41
geneID01574	0
geneID01575	10930
geneID01576	282
geneID01577	471
geneID01578	142
geneID01579	562
geneID01580	298
geneID01581	1842
geneID01582	0
geneID01583	65
geneID01584	1
geneID01585	0
geneID01586	641
geneID01587	6
geneID01588	73
geneID01589	1123
geneID01590	15236
geneID01591	19
geneID01592	112
geneID01593	0
geneID01594	0
geneID01595	493
geneID01596	247
geneID01597	224
geneID01598	0
geneID01599	12
geneID01600	14
geneID01601	1169
geneID01602	356
geneID01603	6560
geneID01604	2431
geneID01605	649
geneID01606	30
geneID01607	414
geneID01608	1095
geneID01609	0
geneID01610	572
geneID01611	881
geneID01612	549
geneID01613	4
geneID01614	0
geneID01615	173
geneID01616	258
geneID01617	114
geneID01618	220
geneID01619	1841
geneID01620	117
geneID01621	24
geneID01622	0
geneID01623	1
geneID01624	0
geneID01625	1
geneID01626	137
geneID01627	1230
geneID01628	476
geneID01629	595
geneID01630	280
geneID01631	0
geneID01632	0
geneID01633	692
geneID01634	205
geneID01635	27
geneID01636	932
geneID01637	515
geneID01638	6
geneID01639	391
geneID01640	12
geneID01641	399
geneID01642	343
geneID01643	377
geneID01644	1931
geneID01645	14
geneID01646	18
geneID01647	0
geneID01648	79
geneID01649	18
geneID01650	480
geneID01651	0
geneID01652	303
geneID01653	5
geneID01654	384
geneID01655	699
geneID01656	1377
geneID01657	195
geneID01658	35
geneID01659	97
geneID01660	10
geneID01661	24
geneID01662	1171
geneID01663	13
geneID01664	179
geneID01665	467
geneID01666	257
geneID01667	281
geneID01668	670
geneID01669	1411
geneID01670	95
geneID01671	191
geneID01672	110
geneID01673	579
geneID01674	250
geneID01675	796
geneID01676	6
geneID01677	779
geneID01678	862
geneID01679	4
geneID01680	841
geneID01681	194
geneID01682	0
geneID01683	0
geneID01684	475
geneID01685	753
geneID01686	316
geneID01687	1390
geneID01688	37
geneID01689	89
geneID01690	90
geneID01691	294
geneID01692	0
geneID01693	0
geneID01694	0
geneID01695	1240
geneID01696	2608
geneID01697	1161
geneID01698	1375
geneID01699	0
geneID01700	3
geneID01701	335
geneID01702	1743
geneID01703	78
geneID01704	0
geneID01705	0
geneID01706	38
geneID01707	591
geneID01708	0
geneID01709	0
geneID01710	0
geneID01711	0
geneID01712	4
geneID01713	245
geneID01714	487
geneID01715	19
geneID01716	412
geneID01717	376
