genes	counts
geneID00362	4669
geneID00363	2
geneID00364	0
geneID00365	0
geneID00366	1139
geneID00367	649
geneID00368	704
geneID00369	37
geneID00370	586
geneID00371	98
geneID00372	0
geneID00373	54
geneID00374	141
geneID00375	499
geneID00376	18
geneID00377	2
geneID00378	129
geneID00379	1
geneID00380	519
geneID00381	152
geneID00382	151
geneID00383	0
geneID00384	228
geneID00385	4
geneID00386	0
geneID00387	799
geneID00388	0
geneID00389	1425
geneID00390	79
geneID00391	300
geneID00392	341
geneID00393	1147
geneID00394	99
geneID00395	289
geneID00396	0
geneID00397	539
geneID00398	269
geneID00399	285
geneID00400	677
geneID00401	5889
geneID00402	168
geneID00403	38
geneID00404	962
geneID00405	469
geneID00406	745
geneID00407	10
geneID00408	0
geneID00409	340
geneID00410	403
geneID00411	51
geneID00412	81
geneID00413	224
geneID00414	278
geneID00415	577
geneID00416	181
geneID00417	276
geneID00418	205
geneID00419	268
geneID00420	115
geneID00421	3
geneID00422	321
geneID00423	2
geneID00424	142
geneID00425	1
geneID00426	406
geneID00427	103
geneID00428	14
geneID00429	212
geneID00430	0
geneID00431	1
geneID00432	2
geneID00433	11
geneID00434	313
geneID00435	0
geneID00436	716
geneID00437	959
geneID00438	255
geneID00439	165
geneID00440	587
geneID00441	5734
geneID00442	268
geneID00443	222
geneID00444	190
geneID00445	5
geneID00446	770
geneID00447	0
geneID00448	0
geneID00449	3
geneID00450	301
geneID00451	0
geneID00452	0
geneID00453	0
geneID00454	26
geneID00455	6
geneID00456	403
geneID00457	0
geneID00458	1
geneID00459	301
geneID00460	399
geneID00461	59
geneID00462	494
geneID00463	347
geneID00464	9
geneID00465	504
geneID00466	25
geneID00467	432
geneID00468	299
geneID00469	0
geneID00470	305
geneID00471	566
geneID00472	33
geneID00473	609
geneID00474	1
geneID00475	661
geneID00476	0
geneID00477	45
geneID00478	13
geneID00479	230
geneID00480	768
geneID00481	0
geneID00482	4
geneID00483	0
geneID00484	340
geneID00485	198
geneID00486	6
geneID00487	0
geneID00488	139
geneID00489	253
geneID00490	134
geneID00491	0
geneID00492	0
geneID00493	279
geneID00494	0
geneID00495	12
geneID00496	5
geneID00497	0
geneID00498	465
geneID00499	388
geneID00500	52
geneID00501	0
geneID00502	178
geneID00503	0
geneID00504	0
geneID00505	0
geneID00506	62
geneID00507	277
geneID00508	0
geneID00509	136
geneID00510	90
geneID00511	35
geneID00512	516
geneID00513	207
geneID00514	158
geneID00515	2010
geneID00516	187
geneID00517	181
geneID00518	0
geneID00519	589
geneID00520	7
geneID00521	198
geneID00522	943
geneID00523	0
geneID00524	0
geneID00525	0
geneID00526	424
geneID00527	296
geneID00528	812
geneID00529	126
geneID00530	0
geneID00531	856
geneID00532	257
geneID00533	1
geneID00534	0
geneID00535	2302
geneID00536	63
geneID00537	219
geneID00538	529
geneID00539	212
geneID00540	27
geneID00541	179
geneID00542	340
geneID00543	0
geneID00544	354
geneID00545	0
geneID00546	0
geneID00547	39
geneID00548	0
geneID00549	121
geneID00550	100
geneID00551	1
geneID00552	16
geneID00553	320
geneID00554	2110
geneID00555	554
geneID00556	561
geneID00557	1074
geneID00558	0
geneID00559	1213
geneID00560	295
geneID00561	63
geneID00562	19
geneID00563	124
geneID00564	0
geneID00565	380
geneID00566	4
geneID00567	1
geneID00568	1
geneID00569	0
geneID00570	19
geneID00571	2010
geneID00572	328
geneID00573	723
geneID00574	444
geneID00575	1855
geneID00576	89
geneID00577	267
geneID00578	64
geneID00579	122
geneID00580	281
geneID00581	439
geneID00582	47
geneID00583	99
geneID00584	242
geneID00585	316
geneID00586	368
geneID00587	5
geneID00588	625
geneID00589	5
geneID00590	767
geneID00591	334
geneID00592	185
geneID00593	52
geneID00594	430
geneID00595	31
geneID00596	228
geneID00597	34
geneID00598	17
geneID00599	144
geneID00600	196
geneID00601	1927
geneID00602	12211
geneID00603	288
geneID00604	474
geneID00605	193
geneID00606	979
geneID00607	367
geneID00608	10
geneID00609	3756
geneID00610	189
geneID00611	161
geneID00612	274
geneID00613	69
geneID00614	1
geneID00615	449
geneID00616	4
geneID00617	192
geneID00618	105
geneID00619	394
geneID00620	410
geneID00621	816
geneID00622	156
geneID00623	0
geneID00624	0
geneID00625	0
geneID00626	0
geneID00627	3758
geneID00628	522
geneID00629	2
geneID00630	2
geneID00631	0
geneID00632	37
geneID00633	519
geneID00634	226
geneID00635	0
geneID00636	360
geneID00637	75
geneID00638	15
geneID00639	4
geneID00640	563
geneID00641	593
geneID00642	16
geneID00643	996
geneID00644	21
geneID00645	89
geneID00646	21
geneID00647	2276
geneID00648	1
geneID00649	0
geneID00650	377
geneID00651	0
geneID00652	87
geneID00653	0
geneID00654	437
geneID00655	1121
geneID00656	191
geneID00657	212
geneID00658	83
geneID00659	331
geneID00660	36
geneID00661	83
geneID00662	125
geneID00663	35
geneID00664	22
geneID00665	167
geneID00666	6550
geneID00667	1
geneID00668	0
geneID00669	664
geneID00670	548
geneID00671	1057
geneID00672	18
geneID00673	0
geneID00674	0
geneID00675	8
geneID00676	362
geneID00677	1
geneID00678	80
geneID00679	20
geneID00680	0
geneID00681	326
geneID00682	1
geneID00683	0
geneID00684	246
geneID00685	2
geneID00686	11
geneID00687	0
geneID00688	429
geneID00689	130
geneID00690	380
geneID00691	0
geneID00692	0
geneID00693	1
geneID00694	338
geneID00695	521
geneID00696	0
geneID00697	32
geneID00698	271
geneID00699	0
geneID00700	106
geneID00701	121
geneID00702	0
geneID00703	359
geneID00704	543
geneID00705	348
geneID00706	0
geneID00707	0
geneID00708	646
geneID00709	523
geneID00710	23
geneID00711	153
geneID00712	219
geneID00713	0
geneID00714	74
geneID00715	142
geneID00716	0
geneID00717	59
geneID00718	5837
geneID00719	0
geneID00720	2785
geneID00721	1
geneID00722	391
geneID00723	2938
geneID00724	747
geneID00725	364
geneID00726	0
geneID00727	0
geneID00728	119
geneID00729	88
geneID00730	0
geneID00731	5211
geneID00732	0
geneID00733	2
geneID00734	329
geneID00735	4471
geneID00736	2925
geneID00737	4357
geneID00738	279
geneID00739	476
geneID00740	455
geneID00741	288
geneID00742	11
geneID00743	566
geneID00744	337
geneID00745	0
geneID00746	383
geneID00747	325
geneID00748	0
geneID00749	32
geneID00750	278
geneID00751	12
geneID00752	509
geneID00753	0
geneID00754	56
geneID00755	1
geneID00756	0
geneID00757	0
geneID00758	706
geneID00759	4
geneID00760	362
geneID00761	822
geneID00762	0
geneID00763	0
geneID00764	0
geneID00765	31
geneID00766	5
geneID00767	0
geneID00768	64
geneID00769	749
geneID00770	1766
geneID00771	479
geneID00772	235
geneID00773	72
geneID00774	66
geneID00775	803
geneID00776	27
geneID00777	187
geneID00778	2
geneID00779	107
geneID00780	3
geneID00781	29
geneID00782	0
geneID00783	11
geneID00784	212
geneID00785	7465
geneID00786	344
geneID00787	6655
geneID00788	135
geneID00789	128
geneID00790	584
geneID00791	735
geneID00792	0
geneID00793	0
geneID00794	391
geneID00795	147
geneID00796	293
geneID00797	234
geneID00798	1134
geneID00799	621
geneID00800	20
geneID00801	866
geneID00802	2705
geneID00803	108
geneID00804	1397
geneID00805	704
geneID00806	2214
geneID00807	530
geneID00808	1094
geneID00809	225
geneID00810	667
geneID00811	315
geneID00812	520
geneID00813	36
geneID00814	1524
geneID00815	428
geneID00816	575
geneID00817	0
geneID00818	590
geneID00819	0
geneID00820	522
geneID00821	123
geneID00822	214
geneID00823	59
geneID00824	244
geneID00825	200
geneID00826	77
geneID00827	535
geneID00828	0
geneID00829	38
geneID00830	54
geneID00831	335
geneID00832	1036
geneID00833	335
geneID00834	118
geneID00835	9
geneID00836	3233
geneID00837	10
geneID00838	123
geneID00839	888
geneID00840	62
geneID00841	67
geneID00842	3
geneID00843	249
geneID00844	650
geneID00845	626
geneID00846	0
geneID00847	0
geneID00848	177
geneID00849	963
geneID00850	531
geneID00851	0
geneID00852	0
geneID00853	42
geneID00854	46
geneID00855	638
geneID00856	231
geneID00857	0
geneID00858	0
geneID00859	272
geneID00860	1161
geneID00861	592
geneID00862	673
geneID00863	10
geneID00864	1
geneID00865	815
geneID00866	39
geneID00867	1
geneID00868	2
geneID00869	87
geneID00870	60
geneID00871	2621
geneID00872	2188
geneID00873	54
geneID00874	315
geneID00875	0
geneID00876	0
geneID00877	195
geneID00878	0
geneID00879	726
geneID00880	371
geneID00881	310
geneID00882	166
geneID00883	1490
geneID00884	151
geneID00885	466
geneID00886	3205
geneID00887	2
geneID00888	0
geneID00889	2
geneID00890	0
geneID00891	180
geneID00892	5
geneID00893	31
geneID00894	323
geneID00895	891
geneID00896	584
geneID00897	28
geneID00898	400
geneID00899	101
geneID00900	549
geneID00901	31
geneID00902	2
geneID00903	261
geneID00904	63
geneID00905	0
geneID00906	440
geneID00907	122
geneID00908	0
geneID00909	0
geneID00910	178
geneID00911	562
geneID00912	18
geneID00913	184
geneID00914	4853
geneID00915	162
geneID00916	4
geneID00917	2860
geneID00918	0
geneID00919	523
geneID00920	3295
geneID00921	143
geneID00922	50
geneID00923	859
geneID00924	0
geneID00925	56
geneID00926	8487
geneID00927	221
geneID00928	208
geneID00929	0
geneID00930	633
geneID00931	89
geneID00932	2353
geneID00933	1463
geneID00934	1797
geneID00935	1272
geneID00936	0
geneID00937	20
geneID00938	970
geneID00939	195
geneID00940	389
geneID00941	4
geneID00942	579
geneID00943	145
geneID00944	640
geneID00945	381
geneID00946	153
geneID00947	749
geneID00948	242
geneID00949	1
geneID00950	8
geneID00951	657
geneID00952	22
geneID00953	242
geneID00954	0
geneID00955	1
geneID00956	0
geneID00957	195
geneID00958	3
geneID00959	125
geneID00960	269
geneID00961	820
geneID00962	60
geneID00963	0
geneID00964	0
geneID00965	281
geneID00966	430
geneID00967	129
geneID00968	169
geneID00969	113
geneID00970	8
geneID00971	205
geneID00972	92
geneID00973	0
geneID00974	5
geneID00975	427
geneID00976	421
geneID00977	17
geneID00978	157
geneID00979	1
geneID00980	748
geneID00981	575
geneID00982	0
geneID00983	1035
geneID00984	71
geneID00985	0
geneID00986	819
geneID00987	370
geneID00988	1
geneID00989	359
geneID00990	86
geneID00991	1072
geneID00992	7
geneID00993	395
geneID00994	404
geneID00995	96
geneID00996	0
geneID00997	219
geneID00998	340
geneID00999	318
geneID01000	6
geneID01001	0
geneID01002	1311
geneID01003	0
geneID01004	271
geneID01005	37
geneID01006	399
geneID01007	567
geneID01008	0
geneID01009	5
geneID01010	596
geneID01011	0
geneID01012	777
geneID01013	359
geneID01014	778
geneID01015	49
geneID01016	1536
geneID01017	13
geneID01018	36
geneID01019	1
geneID01020	7
geneID01021	322
geneID01022	828
geneID01023	0
geneID01024	0
geneID01025	0
geneID01026	1553
geneID01027	282
geneID01028	128
geneID01029	0
geneID01030	821
geneID01031	565
geneID01032	375
geneID01033	0
geneID01034	467
geneID01035	463
geneID01036	2192
geneID01037	0
geneID01038	23
geneID01039	181
geneID01040	10
geneID01041	0
geneID01042	301
geneID01043	43
geneID01044	343
geneID01045	0
geneID01046	0
geneID01047	124
geneID01048	804
geneID01049	3
geneID01050	621
geneID01051	4
geneID01052	0
geneID01053	6
geneID01054	430
geneID01055	302
geneID01056	1577
geneID01057	904
geneID01058	133
geneID01059	544
geneID01060	0
geneID01061	569
geneID01062	284
geneID01063	815
geneID01064	132
geneID01065	1073
geneID01066	743
geneID01067	1385
geneID01068	2419
geneID01069	81
geneID01070	43
geneID01071	79
geneID01072	266
geneID01073	199
geneID01074	0
geneID01075	33
geneID01076	378
geneID01077	3
geneID01078	0
geneID01079	112
geneID01080	63
geneID01081	1
geneID01082	204
geneID01083	81
geneID01084	65
geneID01085	661
geneID01086	0
geneID01087	207
geneID01088	17
geneID01089	101
geneID01090	5
geneID01091	143
geneID01092	3
geneID01093	224
geneID01094	1
geneID01095	822
geneID01096	1
geneID01097	500
geneID01098	221
geneID01099	1011
geneID01100	169
geneID01101	467
geneID01102	650
geneID01103	201
geneID01104	62
geneID01105	4
geneID01106	187
geneID01107	255
geneID01108	0
geneID01109	0
geneID01110	140
geneID01111	384
geneID01112	528
geneID01113	49
geneID01114	135
geneID01115	3135
geneID01116	109
geneID01117	23
geneID01118	1
geneID01119	0
geneID01120	655
geneID01121	655
geneID01122	2
geneID01123	5
geneID01124	0
geneID01125	4
geneID01126	38
geneID01127	1
geneID01128	90
geneID01129	0
geneID01130	5
geneID01131	0
geneID01132	38
geneID01133	0
geneID01134	0
geneID01135	1200
geneID01136	1
geneID01137	0
geneID01138	0
geneID01139	244
geneID01140	2229
geneID01141	0
geneID01142	357
geneID01143	253
geneID01144	976
geneID01145	0
geneID01146	0
geneID01147	49
geneID01148	144
geneID01149	741
geneID01150	88
geneID01151	3
geneID01152	1771
geneID01153	142
geneID01154	202
geneID01155	0
geneID01156	0
geneID01157	286
geneID01158	0
geneID01159	490
geneID01160	188
geneID01161	1
geneID01162	1748
geneID01163	2516
geneID01164	321
geneID01165	5506
geneID01166	563
geneID01167	236
geneID01168	402
geneID01169	50
geneID01170	131
geneID01171	2272
geneID01172	1
geneID01173	0
geneID01174	0
geneID01175	847
geneID01176	128
geneID01177	335
geneID01178	182
geneID01179	0
geneID01180	0
geneID01181	7
geneID01182	1421
geneID01183	0
geneID01184	175
geneID01185	0
geneID01186	0
geneID01187	430
geneID01188	58
geneID01189	13
geneID01190	0
geneID01191	91
geneID01192	4705
geneID01193	42
geneID01194	71
geneID01195	767
geneID01196	0
geneID01197	107
geneID01198	3
geneID01199	2
geneID01200	0
geneID01201	0
geneID01202	0
geneID01203	0
geneID01204	48
geneID01205	0
geneID01206	67
geneID01207	1178
geneID01208	313
geneID01209	184
geneID01210	468
geneID01211	17
geneID01212	1168
geneID01213	61
geneID01214	52
geneID01215	161
geneID01216	1292
geneID01217	37
geneID01218	572
geneID01219	0
geneID01220	467
geneID01221	468
geneID01222	281
geneID01223	180
geneID01224	85
geneID01225	100
geneID01226	1562
geneID01227	0
geneID01228	368
geneID01229	0
geneID01230	737
geneID01231	908
geneID01232	70
geneID01233	0
geneID01234	435
geneID01235	456
geneID01236	35
geneID01237	0
geneID01238	518
geneID01239	405
geneID01240	109
geneID01241	0
geneID01242	23
geneID01243	0
geneID01244	137
geneID01245	388
geneID01246	1
geneID01247	0
geneID01248	108
geneID01249	1
geneID01250	130
geneID01251	741
geneID01252	0
geneID01253	0
geneID01254	0
geneID01255	1
geneID01256	274
geneID01257	118
geneID01258	98
geneID01259	183
geneID01260	13
geneID01261	510
geneID01262	489
geneID01263	1039
geneID01264	97
geneID01265	132
geneID01266	52
geneID01267	3418
geneID01268	0
geneID01269	254
geneID01270	705
geneID01271	456
geneID01272	1030
geneID01273	330
geneID01274	864
geneID01275	1
geneID01276	1255
geneID01277	0
geneID01278	5
geneID01279	0
geneID01280	7120
geneID01281	478
geneID01282	1794
geneID01283	427
geneID01284	0
geneID01285	0
geneID01286	0
geneID01287	0
geneID01288	86
geneID01289	15
geneID01290	397
geneID01291	165
geneID01292	730
geneID01293	482
geneID01294	93
geneID01295	153
geneID01296	1460
geneID01297	221
geneID01298	253
geneID01299	33
geneID01300	211
geneID01301	615
geneID01302	2
geneID01303	53
geneID01304	39
geneID01305	993
geneID01306	667
geneID01307	209
geneID01308	532
geneID01309	85
geneID01310	0
geneID01311	213
geneID01312	903
geneID01313	14
geneID01314	178
geneID01315	376
geneID01316	78
geneID01317	1253
geneID01318	291
geneID01319	0
geneID01320	1
geneID01321	0
geneID01322	753
geneID01323	83
geneID01324	5
geneID01325	712
geneID01326	604
geneID01327	2
geneID01328	327
geneID01329	84
geneID01330	98
geneID01331	74
geneID01332	0
geneID01333	0
geneID01334	5974
geneID01335	223
geneID01336	266
geneID01337	3
geneID01338	2
geneID01339	0
geneID01340	0
geneID01341	0
geneID01342	3
geneID01343	0
geneID01344	0
geneID01345	2
geneID01346	0
geneID01347	1012
geneID01348	253
geneID01349	284
geneID01350	0
geneID01351	4
geneID01352	0
geneID01353	1
geneID01354	0
geneID01355	0
geneID01356	0
geneID01357	0
geneID01358	65
geneID01359	0
geneID01360	428
geneID01361	31
geneID01362	8
geneID01363	4
geneID01364	657
geneID01365	24
geneID01366	138
geneID01367	1212
geneID01368	237
geneID01369	68
geneID01370	0
geneID01371	0
geneID01372	343
geneID01373	157
geneID01374	142
geneID01375	74
geneID01376	189
geneID01377	516
geneID01378	0
geneID01379	301
geneID01380	247
geneID01381	608
geneID01382	0
geneID01383	265
geneID01384	131
geneID01385	27
geneID01386	1712
geneID01387	306
geneID01388	8
geneID01389	124
geneID01390	47
geneID01391	868
geneID01392	9
geneID01393	451
geneID01394	216
geneID01395	438
geneID01396	990
geneID01397	184
geneID01398	0
geneID01399	443
geneID01400	127
geneID01401	2
geneID01402	6
geneID01403	0
geneID01404	26
geneID01405	57
geneID01406	227
geneID01407	217
geneID01408	0
geneID01409	104
geneID01410	598
geneID01411	3
geneID01412	7
geneID01413	47
geneID01414	80
geneID01415	139
geneID01416	0
geneID01417	0
geneID01418	172
geneID01419	1
geneID01420	32
geneID01421	42
geneID01422	813
geneID01423	154
geneID01424	240
geneID01425	451
geneID01426	123
geneID01427	0
geneID01428	13800
geneID01429	135
geneID01430	63
geneID01431	703
geneID01432	276
geneID01433	482
geneID01434	5
geneID01435	647
geneID01436	4
geneID01437	1031
geneID01438	1862
geneID01439	5
geneID01440	95
geneID01441	1419
geneID01442	894
geneID01443	4
geneID01444	401
geneID01445	37
geneID01446	74
geneID01447	68
geneID01448	0
geneID01449	1299
geneID01450	12
geneID01451	30
geneID01452	0
geneID01453	0
geneID01454	0
geneID01455	193
geneID01456	796
geneID01457	516
geneID01458	246
geneID01459	132
geneID01460	2663
geneID01461	681
geneID01462	82
geneID01463	20
geneID01464	0
geneID01465	1080
geneID01466	205
geneID01467	1342
geneID01468	36
geneID01469	975
geneID01470	1
geneID01471	44
geneID01472	0
geneID01473	930
geneID01474	144
geneID01475	1205
geneID01476	807
geneID01477	6
geneID01478	627
geneID01479	75
geneID01480	0
geneID01481	6
geneID01482	292
geneID01483	0
geneID01484	105
geneID01485	0
geneID01486	1616
geneID01487	344
geneID01488	1008
geneID01489	847
geneID01490	948
geneID01491	4
geneID01492	3
geneID01493	0
geneID01494	20
geneID01495	1383
geneID01496	302
geneID01497	456
geneID01498	0
geneID01499	0
geneID01500	0
geneID01501	0
geneID01502	145
geneID01503	2687
geneID01504	172
geneID01505	332
geneID01506	5
geneID01507	0
geneID01508	262
geneID01509	384
geneID01510	3
geneID01511	0
geneID01512	3
geneID01513	352
geneID01514	151
geneID01515	129
geneID01516	142
geneID01517	1413
geneID01518	6
geneID01519	560
geneID01520	815
geneID01521	2
geneID01522	47
geneID01523	19
geneID01524	17
geneID01525	443
geneID01526	15
geneID01527	2603
geneID01528	54
geneID01529	165
geneID01530	107
geneID01531	296
geneID01532	411
geneID01533	437
geneID01534	359
geneID01535	1023
geneID01536	676
geneID01537	2920
geneID01538	26
geneID01539	3
geneID01540	3
geneID01541	3099
geneID01542	110
geneID01543	0
geneID01544	491
geneID01545	5
geneID01546	0
geneID01547	725
geneID01548	53
geneID01549	198
geneID01550	1
geneID01551	696
geneID01552	113
geneID01553	776
geneID01554	0
geneID01555	177
geneID01556	457
geneID01557	287
geneID01558	4191
geneID01559	411
geneID01560	58
geneID01561	111
geneID01562	0
geneID01563	76
geneID01564	1032
geneID01565	6
geneID01566	0
geneID01567	0
geneID01568	0
geneID01569	0
geneID01570	0
geneID01571	0
geneID01572	979
geneID01573	27
geneID01574	0
geneID01575	7910
geneID01576	146
geneID01577	297
geneID01578	96
geneID01579	366
geneID01580	239
geneID01581	1403
geneID01582	0
geneID01583	38
geneID01584	1
geneID01585	0
geneID01586	475
geneID01587	1
geneID01588	74
geneID01589	833
geneID01590	8896
geneID01591	14
geneID01592	85
geneID01593	1
geneID01594	0
geneID01595	372
geneID01596	151
geneID01597	126
geneID01598	0
geneID01599	12
geneID01600	25
geneID01601	749
geneID01602	274
geneID01603	5583
geneID01604	1800
geneID01605	250
geneID01606	16
geneID01607	282
geneID01608	647
geneID01609	0
geneID01610	400
geneID01611	661
geneID01612	403
geneID01613	0
geneID01614	0
geneID01615	145
geneID01616	158
geneID01617	72
geneID01618	115
geneID01619	1214
geneID01620	146
geneID01621	21
geneID01622	0
geneID01623	1
geneID01624	0
geneID01625	0
geneID01626	87
geneID01627	477
geneID01628	392
geneID01629	319
geneID01630	186
geneID01631	0
geneID01632	0
geneID01633	399
geneID01634	150
geneID01635	16
geneID01636	695
geneID01637	325
geneID01638	2
geneID01639	255
geneID01640	6
geneID01641	288
geneID01642	232
geneID01643	240
geneID01644	1121
geneID01645	18
geneID01646	2
geneID01647	0
geneID01648	23
geneID01649	1
geneID01650	20
geneID01651	0
geneID01652	302
geneID01653	3
geneID01654	236
geneID01655	471
geneID01656	735
geneID01657	140
geneID01658	34
geneID01659	62
geneID01660	15
geneID01661	12
geneID01662	700
geneID01663	3
geneID01664	208
geneID01665	331
geneID01666	172
geneID01667	256
geneID01668	415
geneID01669	919
geneID01670	71
geneID01671	146
geneID01672	57
geneID01673	557
geneID01674	206
geneID01675	499
geneID01676	11
geneID01677	633
geneID01678	621
geneID01679	5
geneID01680	524
geneID01681	128
geneID01682	0
geneID01683	5
geneID01684	391
geneID01685	469
geneID01686	252
geneID01687	932
geneID01688	43
geneID01689	82
geneID01690	71
geneID01691	234
geneID01692	0
geneID01693	0
geneID01694	0
geneID01695	767
geneID01696	1491
geneID01697	710
geneID01698	1178
geneID01699	0
geneID01700	4
geneID01701	279
geneID01702	1215
geneID01703	42
geneID01704	0
geneID01705	0
geneID01706	44
geneID01707	479
geneID01708	0
geneID01709	0
geneID01710	0
geneID01711	0
geneID01712	1
geneID01713	187
geneID01714	271
geneID01715	10
geneID01716	313
geneID01717	181
geneID01718	65
geneID01719	673
geneID01720	1219
geneID01721	232
geneID01722	796
geneID01723	1899
geneID01724	331
geneID01725	9
geneID01726	0
geneID01727	112
geneID01728	6
