genes	counts
geneID03003	2399
geneID03004	1167
geneID03005	248
geneID03006	46
geneID03007	771
geneID03008	334
geneID03009	0
geneID03010	249
geneID03011	758
geneID03012	0
geneID03013	16
geneID03014	185
geneID03015	638
geneID03016	22
geneID03017	243
geneID03018	4
geneID03019	566
geneID03020	935
geneID03021	58
geneID03022	38
geneID03023	0
geneID03024	142
geneID03025	2393
geneID03026	566
geneID03027	451
geneID03028	420
geneID03029	147
geneID03030	727
geneID03031	17
geneID03032	12
geneID03033	1
geneID03034	0
geneID03035	645
geneID03036	1363
geneID03037	0
geneID03038	0
geneID03039	3
geneID03040	1
geneID03041	0
geneID03042	0
geneID03043	32
geneID03044	1
geneID03045	30
geneID03046	0
geneID03047	0
geneID03048	0
geneID03049	0
geneID03050	160
geneID03051	0
geneID03052	1099
geneID03053	143
geneID03054	3
geneID03055	24
geneID03056	0
geneID03057	10
geneID03058	0
geneID03059	982
geneID03060	159
geneID03061	6
geneID03062	129
geneID03063	0
geneID03064	0
geneID03065	1
geneID03066	4
geneID03067	115
geneID03068	443
geneID03069	0
geneID03070	0
geneID03071	0
geneID03072	0
geneID03073	139
geneID03074	82
geneID03075	44
geneID03076	2
geneID03077	255
geneID03078	0
geneID03079	0
geneID03080	33
geneID03081	269
geneID03082	0
geneID03083	148
geneID03084	198
geneID03085	0
geneID03086	16
geneID03087	106
geneID03088	911
geneID03089	188
geneID03090	11
geneID03091	126
geneID03092	751
geneID03093	19
geneID03094	1
geneID03095	0
geneID03096	0
geneID03097	154
geneID03098	1
geneID03099	165
geneID03100	191
geneID03101	0
geneID03102	56
geneID03103	6727
geneID03104	107
geneID03105	197
geneID03106	33
geneID03107	149
geneID03108	0
geneID03109	0
geneID03110	0
geneID03111	0
geneID03112	235
geneID03113	639
geneID03114	12
geneID03115	244
geneID03116	0
geneID03117	103
geneID03118	33
geneID03119	87
geneID03120	8
geneID03121	165
geneID03122	0
geneID03123	0
geneID03124	0
geneID03125	61
geneID03126	175
geneID03127	0
geneID03128	41
geneID03129	0
geneID03130	0
geneID03131	0
geneID03132	395
geneID03133	631
geneID03134	0
geneID03135	31
geneID03136	164
geneID03137	1
geneID03138	637
geneID03139	0
geneID03140	0
geneID03141	162
geneID03142	70
geneID03143	0
geneID03144	431
geneID03145	15
geneID03146	716
geneID03147	389
geneID03148	954
geneID03149	49
geneID03150	352
geneID03151	2
geneID03152	228
geneID03153	5
geneID03154	33
geneID03155	485
geneID03156	443
geneID03157	233
geneID03158	0
geneID03159	47
geneID03160	3
geneID03161	1535
geneID03162	189
geneID03163	370
geneID03164	55
geneID03165	1
geneID03166	0
geneID03167	1392
geneID03168	0
geneID03169	0
geneID03170	0
geneID03171	0
geneID03172	0
geneID03173	896
geneID03174	2458
geneID03175	315
geneID03176	827
geneID03177	381
geneID03178	18
geneID03179	172
geneID03180	438
geneID03181	0
geneID03182	108
geneID03183	374
geneID03184	3
geneID03185	1
geneID03186	189
geneID03187	553
geneID03188	399
geneID03189	261
geneID03190	0
geneID03191	991
geneID03192	74
geneID03193	0
geneID03194	57
geneID03195	0
geneID03196	0
geneID03197	0
geneID03198	0
geneID03199	70
geneID03200	0
geneID03201	193
geneID03202	0
geneID03203	84
geneID03204	0
geneID03205	250
geneID03206	0
geneID03207	85
geneID03208	4
geneID03209	349
geneID03210	434
geneID03211	58
geneID03212	34
geneID03213	0
geneID03214	0
geneID03215	195
geneID03216	2
geneID03217	139
geneID03218	2169
geneID03219	0
geneID03220	555
geneID03221	610
geneID03222	0
geneID03223	49
geneID03224	176
geneID03225	158
geneID03226	78
geneID03227	0
geneID03228	1
geneID03229	599
geneID03230	4
geneID03231	0
geneID03232	0
geneID03233	35
geneID03234	46
geneID03235	285
geneID03236	0
geneID03237	0
geneID03238	0
geneID03239	31
geneID03240	21
geneID03241	0
geneID03242	0
geneID03243	193
geneID03244	26
geneID03245	672
geneID03246	42
geneID03247	0
geneID03248	0
geneID03249	20
geneID03250	184
geneID03251	297
geneID03252	1
geneID03253	105
geneID03254	51
geneID03255	0
geneID03256	552
geneID03257	0
geneID03258	38
geneID03259	19
geneID03260	161
geneID03261	76
geneID03262	4
geneID03263	1
geneID03264	0
geneID03265	0
geneID03266	0
geneID03267	2353
geneID03268	0
geneID03269	0
geneID03270	0
geneID03271	1312
geneID03272	252
geneID03273	0
geneID03274	135
geneID03275	0
geneID03276	8
geneID03277	2
geneID03278	1
geneID03279	5
geneID03280	210
geneID03281	1479
geneID03282	1694
geneID03283	537
geneID03284	0
geneID03285	164
geneID03286	138
geneID03287	237
geneID03288	33
geneID03289	280
geneID03290	98
geneID03291	0
geneID03292	224
geneID03293	0
geneID03294	130
geneID03295	3
geneID03296	48
geneID03297	96
geneID03298	286
geneID03299	173
geneID03300	853
geneID03301	220
geneID03302	2
geneID03303	15
geneID03304	720
geneID03305	6
geneID03306	107
geneID03307	110
geneID03308	6
geneID03309	359
geneID03310	0
geneID03311	0
geneID03312	67
geneID03313	595
geneID03314	113
geneID03315	0
geneID03316	14
geneID03317	3
geneID03318	0
geneID03319	0
geneID03320	581
geneID03321	9
geneID03322	0
geneID03323	2
geneID03324	0
geneID03325	0
geneID03326	2
geneID03327	0
geneID03328	1
geneID03329	148
geneID03330	2
geneID03331	2
geneID03332	621
geneID03333	100
geneID03334	0
geneID03335	0
geneID03336	0
geneID03337	0
geneID03338	0
geneID03339	0
geneID03340	0
geneID03341	0
geneID03342	0
geneID03343	0
geneID03344	0
geneID03345	0
geneID03346	7
geneID03347	0
geneID03348	0
geneID03349	0
geneID03350	37
geneID03351	328
geneID03352	275
geneID03353	262
geneID03354	188
geneID03355	195
geneID03356	1991
geneID03357	0
geneID03358	0
geneID03359	0
geneID03360	0
geneID03361	0
geneID03362	0
geneID03363	27
geneID03364	137
geneID03365	0
geneID03366	0
geneID03367	164
geneID03368	53
geneID03369	588
geneID03370	0
geneID03371	92
geneID03372	65
geneID03373	0
geneID03374	0
geneID03375	319
geneID03376	113
geneID03377	353
geneID03378	161
geneID03379	109
geneID03380	144
geneID03381	86
geneID03382	0
geneID03383	0
geneID03384	96
geneID03385	0
geneID03386	0
geneID03387	422
geneID03388	141
geneID03389	110
geneID03390	357
geneID03391	141
geneID03392	346
geneID03393	130
geneID03394	0
geneID03395	0
geneID03396	0
geneID03397	0
geneID03398	23
geneID03399	993
geneID03400	0
geneID03401	0
geneID03402	84
geneID03403	0
geneID03404	0
geneID03405	0
geneID03406	0
geneID03407	0
geneID03408	0
geneID03409	293
geneID03410	0
geneID03411	60
geneID03412	0
geneID03413	60
geneID03414	137
geneID03415	98
geneID03416	0
geneID03417	1
geneID03418	43
geneID03419	1
geneID03420	162
geneID03421	121
geneID03422	0
geneID03423	0
geneID03424	0
geneID03425	0
geneID03426	0
geneID03427	0
geneID03428	0
geneID03429	0
geneID03430	0
geneID03431	0
geneID03432	0
geneID03433	0
geneID03434	0
geneID03435	0
geneID03436	0
geneID03437	0
geneID03438	0
geneID03439	0
geneID03440	3
geneID03441	0
geneID03442	1037
geneID03443	2
geneID03444	26
geneID03445	0
geneID03446	0
geneID03447	48
geneID03448	2
geneID03449	286
geneID03450	0
geneID03451	0
geneID03452	0
geneID03453	1
geneID03454	2
geneID03455	1
geneID03456	0
geneID03457	2
geneID03458	38
geneID03459	0
geneID03460	0
geneID03461	189
geneID03462	3
geneID03463	0
geneID03464	2
geneID03465	0
geneID03466	0
geneID03467	204
geneID03468	6
geneID03469	0
geneID03470	0
geneID03471	84
geneID03472	0
geneID03473	0
geneID03474	162
geneID03475	0
geneID03476	9
geneID03477	221
geneID03478	0
geneID03479	229
geneID03480	0
geneID03481	150
geneID03482	0
geneID03483	0
geneID03484	0
geneID03485	62
geneID03486	779
geneID03487	0
geneID03488	0
geneID03489	0
geneID03490	382
geneID03491	0
geneID03492	0
geneID03493	132
geneID03494	138
geneID03495	3331
geneID03496	38
geneID03497	34
geneID03498	17
geneID03499	0
geneID03500	504
geneID03501	0
geneID03502	11
geneID03503	0
geneID03504	0
geneID03505	0
geneID03506	0
geneID03507	0
geneID03508	11
geneID03509	0
geneID03510	0
geneID03511	0
geneID03512	234
geneID03513	139
geneID03514	93
geneID03515	0
geneID03516	0
geneID03517	0
geneID03518	0
geneID03519	2243
geneID03520	123
geneID03521	3
geneID03522	3
geneID03523	0
geneID03524	446
geneID03525	676
geneID03526	613
geneID03527	0
geneID03528	170
geneID03529	56
geneID03530	597
geneID03531	0
geneID03532	0
geneID03533	2
geneID03534	0
geneID03535	0
geneID03536	0
geneID03537	0
geneID03538	0
geneID03539	0
geneID03540	0
geneID03541	0
geneID03542	0
geneID03543	9
geneID03544	0
geneID03545	0
geneID03546	0
geneID03547	0
geneID03548	174
geneID03549	307
geneID03550	0
geneID03551	0
geneID03552	0
geneID03553	0
geneID03554	0
geneID03555	644
geneID03556	0
geneID03557	43
geneID03558	0
geneID03559	1
geneID03560	36
geneID03561	0
geneID03562	0
geneID03563	0
geneID03564	0
geneID03565	0
geneID03566	0
geneID03567	0
geneID03568	0
geneID03569	0
geneID03570	522
geneID03571	0
geneID03572	1776
geneID03573	0
geneID03574	0
geneID03575	0
geneID03576	386
geneID03577	738
geneID03578	170
geneID03579	206
geneID03580	0
geneID03581	250
geneID03582	337
geneID03583	0
geneID03584	1
geneID03585	0
geneID03586	0
geneID03587	0
geneID03588	907
geneID03589	3125
geneID03590	0
geneID03591	121
geneID03592	0
geneID03593	0
geneID03594	0
geneID03595	3
geneID03596	0
geneID03597	0
geneID03598	0
geneID03599	0
geneID03600	168
geneID03601	0
geneID03602	0
geneID03603	0
geneID03604	13033
geneID03605	0
geneID03606	1009
geneID03607	46
geneID03608	0
geneID03609	0
geneID03610	0
geneID03611	0
geneID03612	0
geneID03613	426
geneID03614	216
geneID03615	0
geneID03616	0
geneID03617	172
geneID03618	0
geneID03619	0
geneID03620	7
geneID03621	0
geneID03622	0
geneID03623	0
geneID03624	0
geneID03625	526
geneID03626	0
geneID03627	574
geneID03628	149
geneID03629	648
geneID03630	0
geneID03631	0
geneID03632	0
geneID03633	0
geneID03634	35
geneID03635	0
geneID03636	26
geneID03637	56
geneID03638	0
geneID03639	746
geneID03640	253
geneID03641	349
geneID03642	233
geneID03643	15
geneID03644	0
geneID03645	0
geneID03646	38
geneID03647	630
geneID03648	0
geneID03649	6
geneID03650	8
geneID03651	0
geneID03652	0
geneID03653	0
geneID03654	0
geneID03655	0
geneID03656	101
geneID03657	695
geneID03658	48
geneID03659	0
geneID03660	0
geneID03661	212
geneID03662	3
geneID03663	0
geneID03664	0
geneID03665	0
geneID03666	13
geneID03667	0
geneID03668	955
geneID03669	0
geneID03670	0
geneID03671	6245
geneID03672	0
geneID03673	0
geneID03674	7
geneID03675	156
geneID03676	943
geneID03677	147
geneID03678	146
geneID03679	146
geneID03680	123
geneID03681	341
geneID03682	268
geneID03683	21
geneID03684	287
geneID03685	68
geneID03686	1033
geneID03687	569
geneID03688	392
geneID03689	0
geneID03690	0
geneID03691	141
geneID03692	0
geneID03693	0
geneID03694	0
geneID03695	943
geneID03696	181
geneID03697	0
geneID03698	77
geneID03699	0
geneID03700	0
geneID03701	131
geneID03702	360
geneID03703	3
geneID03704	100
geneID03705	371
geneID03706	0
geneID03707	0
geneID03708	174
geneID03709	172
geneID03710	0
geneID03711	289
geneID03712	213
geneID03713	267
geneID03714	0
geneID03715	0
geneID03716	0
geneID03717	4
geneID03718	563
geneID03719	80
geneID03720	123
geneID03721	0
geneID03722	21
geneID03723	134
geneID03724	134
geneID03725	0
geneID03726	339
geneID03727	16
geneID03728	1
geneID03729	442
geneID03730	169
geneID03731	174
geneID03732	0
geneID03733	0
geneID03734	15
geneID03735	0
geneID03736	36
geneID03737	0
geneID03738	0
geneID03739	0
geneID03740	80
geneID03741	904
geneID03742	698
geneID03743	408
geneID03744	0
geneID03745	306
geneID03746	160
geneID03747	326
geneID03748	1168
geneID03749	0
geneID03750	111
geneID03751	4
geneID03752	268
geneID03753	0
geneID03754	244
geneID03755	0
geneID03756	99
geneID03757	0
geneID03758	174
geneID03759	159
geneID03760	0
geneID03761	0
geneID03762	144
geneID03763	0
geneID03764	0
geneID03765	7
geneID03766	9
geneID03767	49
geneID03768	1068
geneID03769	0
geneID03770	0
geneID03771	6
geneID03772	0
geneID03773	488
geneID03774	0
geneID03775	0
geneID03776	345
geneID03777	0
geneID03778	960
geneID03779	0
geneID03780	212
geneID03781	27
geneID03782	197
geneID03783	33
geneID03784	96
geneID03785	0
geneID03786	0
geneID03787	0
geneID03788	0
geneID03789	297
geneID03790	61
geneID03791	0
geneID03792	225
geneID03793	0
geneID03794	0
geneID03795	0
geneID03796	251
geneID03797	80
geneID03798	0
geneID03799	562
geneID03800	89
geneID03801	7
geneID03802	0
geneID03803	0
geneID03804	0
geneID03805	0
geneID03806	0
geneID03807	0
geneID03808	0
geneID03809	0
geneID03810	94
geneID03811	262
geneID03812	18
geneID03813	157
geneID03814	0
geneID03815	0
geneID03816	784
geneID03817	1
geneID03818	68
geneID03819	0
geneID03820	0
geneID03821	2
geneID03822	944
geneID03823	0
geneID03824	13
geneID03825	0
geneID03826	0
geneID03827	0
geneID03828	1226
geneID03829	111
geneID03830	253
geneID03831	2
geneID03832	0
geneID03833	903
geneID03834	1
geneID03835	145
geneID03836	522
geneID03837	332
geneID03838	0
geneID03839	55
geneID03840	0
geneID03841	0
geneID03842	236
geneID03843	84
geneID03844	62
geneID03845	99
geneID03846	0
geneID03847	0
geneID03848	94
geneID03849	152
geneID03850	0
geneID03851	442
geneID03852	157
geneID03853	3
geneID03854	86
geneID03855	111
geneID03856	453
geneID03857	139
geneID03858	48
geneID03859	0
geneID03860	60
geneID03861	1803
geneID03862	116
geneID03863	65
geneID03864	129
geneID03865	0
geneID03866	0
geneID03867	1
geneID03868	2027
geneID03869	258
geneID03870	167
geneID03871	265
geneID03872	686
geneID03873	434
geneID03874	16
geneID03875	524
geneID03876	156
geneID03877	0
geneID03878	0
geneID03879	904
geneID03880	0
geneID03881	211
geneID03882	82
geneID03883	79
geneID03884	581
geneID03885	65
geneID03886	0
geneID03887	0
geneID03888	0
geneID03889	21
geneID03890	448
geneID03891	1101
geneID03892	3256
geneID03893	250
geneID03894	0
geneID03895	714
geneID03896	54
geneID03897	0
geneID03898	0
geneID03899	74
geneID03900	0
geneID03901	0
geneID03902	33
geneID03903	3
geneID03904	9
geneID03905	166
geneID03906	41
geneID03907	43
geneID03908	210
geneID03909	0
geneID03910	3
geneID03911	1914
geneID03912	175
geneID03913	657
geneID03914	526
geneID03915	33
geneID03916	61
geneID03917	506
geneID03918	0
geneID03919	0
geneID03920	6035
geneID03921	0
geneID03922	0
geneID03923	231
geneID03924	0
geneID03925	21
geneID03926	131
geneID03927	0
geneID03928	0
geneID03929	0
geneID03930	0
geneID03931	86
geneID03932	0
geneID03933	0
geneID03934	70
geneID03935	488
geneID03936	36
geneID03937	0
geneID03938	0
geneID03939	0
geneID03940	16
geneID03941	277
geneID03942	0
geneID03943	5
geneID03944	83
geneID03945	66
geneID03946	0
geneID03947	10
geneID03948	2
geneID03949	4
geneID03950	10
geneID03951	1312
geneID03952	81
geneID03953	0
geneID03954	0
geneID03955	0
geneID03956	0
geneID03957	154
geneID03958	2
geneID03959	5
geneID03960	0
geneID03961	901
geneID03962	103
geneID03963	15
geneID03964	220
geneID03965	0
geneID03966	297
geneID03967	2
geneID03968	566
geneID03969	0
geneID03970	701
geneID03971	0
geneID03972	1
geneID03973	3
geneID03974	7
geneID03975	498
geneID03976	38
geneID03977	11
geneID03978	318
geneID03979	42
geneID03980	7
geneID03981	294
geneID03982	59
geneID03983	0
geneID03984	565
geneID03985	135
geneID03986	1469
geneID03987	0
geneID03988	55
geneID03989	83
geneID03990	0
geneID03991	164
geneID03992	192
geneID03993	211
geneID03994	0
geneID03995	1
geneID03996	157
geneID03997	0
geneID03998	64
geneID03999	742
geneID04000	188
geneID04001	156
geneID04002	2886
geneID04003	0
geneID04004	112
geneID04005	3
geneID04006	0
geneID04007	0
geneID04008	212
geneID04009	6
geneID04010	130
geneID04011	90
geneID04012	25
geneID04013	341
geneID04014	10
geneID04015	279
geneID04016	0
geneID04017	127
geneID04018	31
geneID04019	0
geneID04020	0
geneID04021	6
geneID04022	355
geneID04023	0
geneID04024	994
geneID04025	328
geneID04026	148
geneID04027	16
geneID04028	80
geneID04029	4910
geneID04030	159
geneID04031	800
geneID04032	16
geneID04033	0
geneID04034	0
geneID04035	0
geneID04036	0
geneID04037	258
geneID04038	188
geneID04039	429
geneID04040	0
geneID04041	108
geneID04042	20
geneID04043	0
geneID04044	2299
geneID04045	0
geneID04046	695
geneID04047	465
geneID04048	112
geneID04049	101
geneID04050	25
geneID04051	53
geneID04052	170
geneID04053	3
geneID04054	333
geneID04055	0
geneID04056	0
geneID04057	0
geneID04058	230
geneID04059	539
geneID04060	488
geneID04061	0
geneID04062	2
geneID04063	248
geneID04064	145
geneID04065	628
geneID04066	60
geneID04067	242
geneID04068	187
geneID04069	0
geneID04070	954
geneID04071	998
geneID04072	413
geneID04073	202
geneID04074	25
geneID04075	0
geneID04076	2
geneID04077	307
geneID04078	192
geneID04079	0
geneID04080	10
geneID04081	236
geneID04082	0
geneID04083	0
geneID04084	274
geneID04085	9
geneID04086	124
geneID04087	0
geneID04088	888
geneID04089	224
geneID04090	0
geneID04091	0
geneID04092	0
geneID04093	75
geneID04094	342
geneID04095	0
geneID04096	142
geneID04097	34
geneID04098	34
geneID04099	1
geneID04100	0
geneID04101	2
geneID04102	0
geneID04103	29
geneID04104	0
geneID04105	0
geneID04106	4
geneID04107	579
geneID04108	0
geneID04109	0
geneID04110	48
geneID04111	498
geneID04112	96
geneID04113	2710
geneID04114	0
geneID04115	99
geneID04116	100
geneID04117	0
geneID04118	0
geneID04119	39
geneID04120	0
geneID04121	0
geneID04122	0
geneID04123	0
geneID04124	0
geneID04125	0
geneID04126	0
geneID04127	0
geneID04128	11
geneID04129	1828
geneID04130	273
geneID04131	142
geneID04132	1
geneID04133	350
geneID04134	549
geneID04135	0
geneID04136	125
geneID04137	373
geneID04138	0
geneID04139	345
geneID04140	73
geneID04141	0
geneID04142	0
geneID04143	826
geneID04144	0
geneID04145	1
geneID04146	0
geneID04147	0
geneID04148	0
geneID04149	0
geneID04150	0
geneID04151	0
geneID04152	0
geneID04153	298
geneID04154	0
geneID04155	0
geneID04156	1
geneID04157	183
geneID04158	16
geneID04159	39
geneID04160	58
geneID04161	111
geneID04162	84
geneID04163	469
geneID04164	2
geneID04165	74
geneID04166	0
geneID04167	1
geneID04168	47
geneID04169	16
geneID04170	132
geneID04171	191
geneID04172	0
geneID04173	6
geneID04174	0
geneID04175	615
geneID04176	747
geneID04177	26
geneID04178	5
geneID04179	7
geneID04180	98
geneID04181	67
geneID04182	218
geneID04183	1681
geneID04184	189
geneID04185	333
geneID04186	163
geneID04187	181
geneID04188	2
geneID04189	311
geneID04190	44
geneID04191	855
geneID04192	210
geneID04193	28
geneID04194	403
geneID04195	500
geneID04196	66
geneID04197	590
geneID04198	240
geneID04199	530
geneID04200	96
geneID04201	238
geneID04202	141
geneID04203	0
geneID04204	0
geneID04205	2
geneID04206	2
geneID04207	193
geneID04208	0
geneID04209	1
geneID04210	0
geneID04211	4
geneID04212	0
geneID04213	2
geneID04214	4
geneID04215	1
geneID04216	1
geneID04217	2
geneID04218	0
geneID04219	0
geneID04220	0
geneID04221	0
geneID04222	0
geneID04223	0
geneID04224	286
geneID04225	333
geneID04226	3
geneID04227	86
geneID04228	0
geneID04229	1323
geneID04230	0
geneID04231	237
geneID04232	46
geneID04233	85
geneID04234	0
geneID04235	0
geneID04236	0
geneID04237	49
geneID04238	0
geneID04239	0
geneID04240	0
geneID04241	0
geneID04242	8
geneID04243	758
geneID04244	30
geneID04245	258
geneID04246	0
geneID04247	55
geneID04248	0
geneID04249	0
geneID04250	1052
geneID04251	3152
geneID04252	14
geneID04253	32
geneID04254	21
geneID04255	202
geneID04256	71
geneID04257	2840
geneID04258	378
geneID04259	4
geneID04260	66
geneID04261	0
geneID04262	1
geneID04263	139
geneID04264	0
geneID04265	0
geneID04266	794
geneID04267	106
geneID04268	558
geneID04269	0
geneID04270	2677
geneID04271	307
geneID04272	0
geneID04273	314
geneID04274	3
geneID04275	0
geneID04276	6
geneID04277	0
geneID04278	0
geneID04279	0
geneID04280	228
geneID04281	283
geneID04282	85
geneID04283	43
geneID04284	143
geneID04285	25
geneID04286	7
geneID04287	16
geneID04288	20
geneID04289	1
geneID04290	18
geneID04291	233
geneID04292	2
geneID04293	74
geneID04294	120
geneID04295	22
geneID04296	5
geneID04297	0
geneID04298	535
geneID04299	0
geneID04300	0
geneID04301	0
geneID04302	9
geneID04303	8
geneID04304	281
geneID04305	386
geneID04306	1452
geneID04307	30
geneID04308	510
geneID04309	166
geneID04310	159
geneID04311	0
geneID04312	0
geneID04313	0
geneID04314	8
geneID04315	35
geneID04316	26
geneID04317	0
geneID04318	0
geneID04319	0
geneID04320	160
geneID04321	2
geneID04322	0
geneID04323	0
geneID04324	0
geneID04325	105
geneID04326	19
geneID04327	889
geneID04328	0
geneID04329	1
geneID04330	0
geneID04331	1090
geneID04332	0
geneID04333	182
geneID04334	0
geneID04335	0
geneID04336	48
geneID04337	56
geneID04338	24
geneID04339	0
geneID04340	249
geneID04341	464
geneID04342	63
geneID04343	484
geneID04344	2
geneID04345	117
geneID04346	0
geneID04347	51
geneID04348	231
geneID04349	0
geneID04350	431
geneID04351	10
geneID04352	0
geneID04353	147
geneID04354	41
geneID04355	13
geneID04356	114
geneID04357	152
geneID04358	934
geneID04359	273
geneID04360	2985
geneID04361	291
geneID04362	3
geneID04363	0
geneID04364	4
geneID04365	323
geneID04366	0
geneID04367	0
geneID04368	65
geneID04369	429
geneID04370	1125
geneID04371	255
geneID04372	0
geneID04373	16
geneID04374	1
geneID04375	66
geneID04376	51
geneID04377	0
geneID04378	0
geneID04379	0
geneID04380	516
geneID04381	243
geneID04382	119
geneID04383	0
geneID04384	247
geneID04385	88
geneID04386	64
geneID04387	78
geneID04388	0
geneID04389	53
geneID04390	124
geneID04391	506
geneID04392	478
geneID04393	528
geneID04394	73
geneID04395	0
geneID04396	0
geneID04397	10
geneID04398	0
geneID04399	0
geneID04400	15
geneID04401	150
geneID04402	131
geneID04403	321
geneID04404	30
geneID04405	0
geneID04406	0
geneID04407	0
geneID04408	1
geneID04409	0
geneID04410	0
geneID04411	567
geneID04412	74
geneID04413	1
geneID04414	142
geneID04415	11
geneID04416	0
geneID04417	42
geneID04418	0
geneID04419	0
geneID04420	127
geneID04421	224
geneID04422	288
geneID04423	1512
geneID04424	176
geneID04425	99
geneID04426	405
geneID04427	102
geneID04428	2
geneID04429	872
geneID04430	0
geneID04431	0
geneID04432	0
geneID04433	269
geneID04434	682
geneID04435	46
geneID04436	0
geneID04437	1
geneID04438	0
geneID04439	0
geneID04440	0
geneID04441	0
geneID04442	0
geneID04443	1177
geneID04444	167
geneID04445	0
geneID04446	0
geneID04447	0
geneID04448	0
geneID04449	0
geneID04450	0
geneID04451	0
geneID04452	44
geneID04453	1433
geneID04454	26
geneID04455	555
geneID04456	1770
geneID04457	13
geneID04458	363
geneID04459	0
geneID04460	921
geneID04461	186
geneID04462	0
geneID04463	362
geneID04464	38
geneID04465	108
geneID04466	20
geneID04467	228
geneID04468	111
geneID04469	83
geneID04470	34
geneID04471	437
geneID04472	147
geneID04473	51
geneID04474	29
geneID04475	0
geneID04476	43
geneID04477	239
geneID04478	0
geneID04479	0
geneID04480	132
geneID04481	67
geneID04482	1609
geneID04483	0
geneID04484	26
geneID04485	1
geneID04486	190
geneID04487	262
geneID04488	7
geneID04489	165
geneID04490	383
geneID04491	257
geneID04492	223
geneID04493	249
geneID04494	769
geneID04495	238
geneID04496	1
geneID04497	1533
geneID04498	0
geneID04499	195
geneID04500	0
geneID04501	42
geneID04502	490
geneID04503	0
geneID04504	575
geneID04505	631
geneID04506	193
geneID04507	292
geneID04508	2
geneID04509	0
geneID04510	1
geneID04511	0
geneID04512	152
geneID04513	0
geneID04514	1068
geneID04515	0
geneID04516	691
geneID04517	0
geneID04518	902
geneID04519	0
geneID04520	88
geneID04521	14
geneID04522	981
geneID04523	4
geneID04524	139
geneID04525	0
geneID04526	32
geneID04527	5
geneID04528	0
geneID04529	193
geneID04530	0
geneID04531	1504
geneID04532	4
geneID04533	127
geneID04534	168
geneID04535	79
geneID04536	186
geneID04537	0
geneID04538	0
geneID04539	0
geneID04540	0
geneID04541	293
geneID04542	11
geneID04543	0
geneID04544	0
geneID04545	146
geneID04546	0
geneID04547	1
geneID04548	410
geneID04549	71
geneID04550	24
geneID04551	365
geneID04552	0
geneID04553	156
geneID04554	0
geneID04555	22
geneID04556	0
geneID04557	0
geneID04558	111
geneID04559	377
geneID04560	197
geneID04561	7
geneID04562	232
geneID04563	444
geneID04564	288
geneID04565	72
geneID04566	201
geneID04567	65
geneID04568	0
geneID04569	36
geneID04570	70
geneID04571	250
geneID04572	52
geneID04573	0
geneID04574	543
geneID04575	0
geneID04576	0
geneID04577	0
geneID04578	235
geneID04579	699
geneID04580	21
geneID04581	209
geneID04582	23
geneID04583	0
geneID04584	124
geneID04585	219
geneID04586	86
geneID04587	588
geneID04588	179
geneID04589	436
geneID04590	1261
geneID04591	1059
geneID04592	0
geneID04593	249
geneID04594	2
geneID04595	1
geneID04596	1
geneID04597	0
geneID04598	0
geneID04599	26
geneID04600	290
geneID04601	32
geneID04602	781
geneID04603	7091
geneID04604	411
geneID04605	116
geneID04606	266
geneID04607	195
geneID04608	124
geneID04609	477
geneID04610	0
geneID04611	47
geneID04612	0
geneID04613	2
geneID04614	5
geneID04615	104
geneID04616	0
geneID04617	18
geneID04618	0
geneID04619	162
geneID04620	77
geneID04621	0
geneID04622	0
geneID04623	0
geneID04624	4645
geneID04625	41
geneID04626	563
geneID04627	609
geneID04628	2
geneID04629	0
geneID04630	2
geneID04631	57
geneID04632	10
geneID04633	153
geneID04634	32
geneID04635	0
geneID04636	0
geneID04637	2
geneID04638	272
geneID04639	180
geneID04640	198
geneID04641	80
geneID04642	355
geneID04643	46
geneID04644	1060
geneID04645	232
geneID04646	138
geneID04647	507
geneID04648	308
geneID04649	39
geneID04650	48
geneID04651	77
geneID04652	0
geneID04653	155
geneID04654	18
geneID04655	5
geneID04656	160
geneID04657	168
geneID04658	4
geneID04659	0
geneID04660	69
geneID04661	4
geneID04662	101
geneID04663	0
geneID04664	0
geneID04665	1764
geneID04666	503
geneID04667	0
geneID04668	15384
geneID04669	25
geneID04670	0
geneID04671	37
geneID04672	0
geneID04673	4503
geneID04674	23
geneID04675	41
geneID04676	95
geneID04677	111
geneID04678	0
geneID04679	2
geneID04680	189
geneID04681	155
geneID04682	454
geneID04683	685
geneID04684	84
geneID04685	266
geneID04686	189
geneID04687	0
geneID04688	0
geneID04689	0
geneID04690	59
geneID04691	0
geneID04692	824
geneID04693	204
geneID04694	8
geneID04695	136
geneID04696	5
geneID04697	1285
geneID04698	3034
geneID04699	64
geneID04700	107
geneID04701	0
geneID04702	0
geneID04703	0
geneID04704	0
geneID04705	0
geneID04706	0
geneID04707	0
geneID04708	42
geneID04709	97
geneID04710	90
geneID04711	82
geneID04712	980
geneID04713	87
geneID04714	370
geneID04715	37
geneID04716	32
geneID04717	0
geneID04718	0
geneID04719	0
geneID04720	0
geneID04721	2
geneID04722	126
geneID04723	58
geneID04724	3179
geneID04725	180
geneID04726	0
geneID04727	105
geneID04728	0
geneID04729	0
geneID04730	87
geneID04731	56
geneID04732	46
geneID04733	4
geneID04734	39
geneID04735	245
geneID04736	19
geneID04737	125
geneID04738	87
geneID04739	0
geneID04740	2
geneID04741	0
geneID04742	0
