genes	counts
geneID00319	362
geneID00320	44
geneID00321	134
geneID00322	1924
geneID00323	7
geneID00324	33
geneID00325	94
geneID00326	583
geneID00327	161
geneID00328	724
geneID00329	29
geneID00330	176
geneID00331	2472
geneID00332	0
geneID00333	0
geneID00334	604
geneID00335	243
geneID00336	841
geneID00337	75
geneID00338	121
geneID00339	78
geneID00340	23
geneID00341	98
geneID00342	7057
geneID00343	105
geneID00344	204
geneID00345	582
geneID00346	51
geneID00347	0
geneID00348	331
geneID00349	78
geneID00350	4
geneID00351	0
geneID00352	0
geneID00353	115
geneID00354	896
geneID00355	4624
geneID00356	1266
geneID00357	711
geneID00358	306
geneID00359	0
geneID00360	0
geneID00361	1
geneID00362	4319
geneID00363	0
geneID00364	0
geneID00365	0
geneID00366	1136
geneID00367	684
geneID00368	760
geneID00369	21
geneID00370	463
geneID00371	78
geneID00372	0
geneID00373	46
geneID00374	58
geneID00375	450
geneID00376	6
geneID00377	1
geneID00378	118
geneID00379	0
geneID00380	586
geneID00381	123
geneID00382	136
geneID00383	0
geneID00384	150
geneID00385	3
geneID00386	0
geneID00387	625
geneID00388	0
geneID00389	1239
geneID00390	57
geneID00391	286
geneID00392	204
geneID00393	1192
geneID00394	74
geneID00395	242
geneID00396	0
geneID00397	409
geneID00398	151
geneID00399	189
geneID00400	645
geneID00401	5440
geneID00402	128
geneID00403	31
geneID00404	924
geneID00405	351
geneID00406	751
geneID00407	3
geneID00408	0
geneID00409	263
geneID00410	248
geneID00411	29
geneID00412	55
geneID00413	215
geneID00414	173
geneID00415	426
geneID00416	146
geneID00417	181
geneID00418	159
geneID00419	170
geneID00420	77
geneID00421	0
geneID00422	278
geneID00423	3
geneID00424	75
geneID00425	0
geneID00426	241
geneID00427	77
geneID00428	8
geneID00429	185
geneID00430	1
geneID00431	0
geneID00432	0
geneID00433	6
geneID00434	217
geneID00435	0
geneID00436	661
geneID00437	817
geneID00438	149
geneID00439	94
geneID00440	499
geneID00441	6452
geneID00442	128
geneID00443	197
geneID00444	206
geneID00445	3
geneID00446	525
geneID00447	0
geneID00448	0
geneID00449	4
geneID00450	245
geneID00451	0
geneID00452	0
geneID00453	0
geneID00454	10
geneID00455	0
geneID00456	344
geneID00457	0
geneID00458	0
geneID00459	233
geneID00460	302
geneID00461	67
geneID00462	279
geneID00463	369
geneID00464	6
geneID00465	333
geneID00466	23
geneID00467	419
geneID00468	257
geneID00469	1
geneID00470	290
geneID00471	363
geneID00472	21
geneID00473	438
geneID00474	0
geneID00475	480
geneID00476	0
geneID00477	40
geneID00478	8
geneID00479	185
geneID00480	454
geneID00481	0
geneID00482	1
geneID00483	3
geneID00484	254
geneID00485	159
geneID00486	4
geneID00487	0
geneID00488	106
geneID00489	137
geneID00490	68
geneID00491	0
geneID00492	0
geneID00493	159
geneID00494	0
geneID00495	24
geneID00496	6
geneID00497	0
geneID00498	342
geneID00499	341
geneID00500	49
geneID00501	0
geneID00502	125
geneID00503	0
geneID00504	0
geneID00505	0
geneID00506	57
geneID00507	154
geneID00508	0
geneID00509	105
geneID00510	66
geneID00511	21
geneID00512	367
geneID00513	175
geneID00514	144
geneID00515	1661
geneID00516	131
geneID00517	144
geneID00518	0
geneID00519	382
geneID00520	8
geneID00521	130
geneID00522	626
geneID00523	0
geneID00524	0
geneID00525	0
geneID00526	251
geneID00527	212
geneID00528	490
geneID00529	128
geneID00530	0
geneID00531	782
geneID00532	201
geneID00533	0
geneID00534	0
geneID00535	2149
geneID00536	56
geneID00537	154
geneID00538	428
geneID00539	152
geneID00540	4
geneID00541	272
geneID00542	296
geneID00543	0
geneID00544	315
geneID00545	0
geneID00546	0
geneID00547	33
geneID00548	1
geneID00549	67
geneID00550	75
geneID00551	1
geneID00552	7
geneID00553	329
geneID00554	2304
geneID00555	524
geneID00556	555
geneID00557	825
geneID00558	0
geneID00559	950
geneID00560	251
geneID00561	38
geneID00562	7
geneID00563	100
geneID00564	0
geneID00565	285
geneID00566	2
geneID00567	1
geneID00568	1
geneID00569	0
geneID00570	12
geneID00571	1577
geneID00572	273
geneID00573	619
geneID00574	485
geneID00575	1184
geneID00576	67
geneID00577	237
geneID00578	40
geneID00579	99
geneID00580	199
geneID00581	244
geneID00582	37
geneID00583	46
geneID00584	199
geneID00585	314
geneID00586	262
geneID00587	2
geneID00588	752
geneID00589	0
geneID00590	588
geneID00591	237
geneID00592	187
geneID00593	28
geneID00594	293
geneID00595	23
geneID00596	172
geneID00597	13
geneID00598	17
geneID00599	159
geneID00600	174
geneID00601	1351
geneID00602	13244
geneID00603	293
geneID00604	426
geneID00605	132
geneID00606	730
geneID00607	306
geneID00608	8
geneID00609	4003
geneID00610	151
geneID00611	98
geneID00612	216
geneID00613	50
geneID00614	0
geneID00615	359
geneID00616	0
geneID00617	126
geneID00618	68
geneID00619	274
geneID00620	386
geneID00621	660
geneID00622	120
geneID00623	0
geneID00624	0
geneID00625	0
geneID00626	0
geneID00627	4046
geneID00628	438
geneID00629	2
geneID00630	1
geneID00631	0
geneID00632	26
geneID00633	387
geneID00634	156
geneID00635	0
geneID00636	284
geneID00637	76
geneID00638	8
geneID00639	3
geneID00640	560
geneID00641	511
geneID00642	8
geneID00643	710
geneID00644	28
geneID00645	45
geneID00646	164
geneID00647	1808
geneID00648	4
geneID00649	0
geneID00650	427
geneID00651	0
geneID00652	96
geneID00653	0
geneID00654	278
geneID00655	1054
geneID00656	133
geneID00657	170
geneID00658	58
geneID00659	252
geneID00660	38
geneID00661	57
geneID00662	95
geneID00663	20
geneID00664	26
geneID00665	153
geneID00666	6829
geneID00667	2
geneID00668	0
geneID00669	390
geneID00670	470
geneID00671	1077
geneID00672	10
geneID00673	0
geneID00674	0
geneID00675	9
geneID00676	211
geneID00677	2
geneID00678	80
geneID00679	16
geneID00680	0
geneID00681	242
geneID00682	1
geneID00683	0
geneID00684	183
geneID00685	0
geneID00686	9
geneID00687	0
geneID00688	318
geneID00689	75
geneID00690	294
geneID00691	0
geneID00692	0
geneID00693	1
geneID00694	297
geneID00695	243
geneID00696	0
geneID00697	11
geneID00698	227
geneID00699	0
geneID00700	64
geneID00701	64
geneID00702	0
geneID00703	211
geneID00704	488
geneID00705	278
geneID00706	0
geneID00707	0
geneID00708	547
geneID00709	502
geneID00710	10
geneID00711	111
geneID00712	149
geneID00713	0
geneID00714	66
geneID00715	87
geneID00716	0
geneID00717	47
geneID00718	5735
geneID00719	0
geneID00720	2817
geneID00721	0
geneID00722	258
geneID00723	2508
geneID00724	685
geneID00725	310
geneID00726	0
geneID00727	0
geneID00728	77
geneID00729	76
geneID00730	0
geneID00731	5559
geneID00732	0
geneID00733	4
geneID00734	192
geneID00735	2822
geneID00736	1932
geneID00737	2801
geneID00738	225
geneID00739	366
geneID00740	404
geneID00741	218
geneID00742	17
geneID00743	461
geneID00744	288
geneID00745	0
geneID00746	326
geneID00747	211
geneID00748	0
geneID00749	23
geneID00750	217
geneID00751	9
geneID00752	350
geneID00753	0
geneID00754	33
geneID00755	0
geneID00756	0
geneID00757	0
geneID00758	653
geneID00759	0
geneID00760	258
geneID00761	737
geneID00762	0
geneID00763	0
geneID00764	1
geneID00765	13
geneID00766	1
geneID00767	0
geneID00768	45
geneID00769	516
geneID00770	1519
geneID00771	331
geneID00772	169
geneID00773	68
geneID00774	40
geneID00775	516
geneID00776	18
geneID00777	93
geneID00778	3
geneID00779	59
geneID00780	2
geneID00781	16
geneID00782	0
geneID00783	1
geneID00784	151
geneID00785	7692
geneID00786	317
geneID00787	7591
geneID00788	127
geneID00789	86
geneID00790	467
geneID00791	483
geneID00792	0
geneID00793	0
geneID00794	364
geneID00795	132
geneID00796	221
geneID00797	228
geneID00798	1012
geneID00799	453
geneID00800	10
geneID00801	583
geneID00802	2573
geneID00803	132
geneID00804	1397
geneID00805	506
geneID00806	2377
geneID00807	410
geneID00808	825
geneID00809	142
geneID00810	482
geneID00811	266
geneID00812	300
geneID00813	64
geneID00814	1313
geneID00815	253
geneID00816	393
geneID00817	0
geneID00818	426
geneID00819	0
geneID00820	401
geneID00821	107
geneID00822	116
geneID00823	32
geneID00824	210
geneID00825	158
geneID00826	66
geneID00827	543
geneID00828	0
geneID00829	18
geneID00830	19
geneID00831	279
geneID00832	1251
geneID00833	236
geneID00834	117
geneID00835	4
geneID00836	2934
geneID00837	4
geneID00838	69
geneID00839	475
geneID00840	33
geneID00841	44
geneID00842	1
geneID00843	159
geneID00844	627
geneID00845	601
geneID00846	0
geneID00847	0
geneID00848	151
geneID00849	703
geneID00850	468
geneID00851	0
geneID00852	0
geneID00853	21
geneID00854	41
geneID00855	425
geneID00856	317
geneID00857	0
geneID00858	0
geneID00859	257
geneID00860	1195
geneID00861	398
geneID00862	643
geneID00863	0
geneID00864	1
geneID00865	645
geneID00866	9
geneID00867	0
geneID00868	4
geneID00869	72
geneID00870	38
geneID00871	2920
geneID00872	2008
geneID00873	46
geneID00874	229
geneID00875	0
geneID00876	0
geneID00877	168
geneID00878	1
geneID00879	608
geneID00880	265
geneID00881	302
geneID00882	149
geneID00883	1108
geneID00884	114
geneID00885	424
geneID00886	3512
geneID00887	0
geneID00888	0
geneID00889	5
geneID00890	0
geneID00891	142
geneID00892	2
geneID00893	21
geneID00894	187
geneID00895	545
geneID00896	536
geneID00897	22
geneID00898	309
geneID00899	70
geneID00900	421
geneID00901	31
geneID00902	2
geneID00903	237
geneID00904	50
geneID00905	0
geneID00906	362
geneID00907	102
geneID00908	0
geneID00909	0
geneID00910	173
geneID00911	480
geneID00912	14
geneID00913	200
geneID00914	4743
geneID00915	123
geneID00916	0
geneID00917	2392
geneID00918	0
geneID00919	455
geneID00920	3304
geneID00921	137
geneID00922	44
geneID00923	636
geneID00924	2
geneID00925	40
geneID00926	8162
geneID00927	240
geneID00928	107
geneID00929	0
geneID00930	416
geneID00931	83
geneID00932	1566
geneID00933	1173
geneID00934	1604
geneID00935	1438
geneID00936	0
geneID00937	13
geneID00938	902
geneID00939	121
geneID00940	355
geneID00941	2
geneID00942	579
geneID00943	109
geneID00944	785
geneID00945	282
geneID00946	102
geneID00947	359
geneID00948	252
geneID00949	1
geneID00950	0
geneID00951	600
geneID00952	17
geneID00953	260
geneID00954	0
geneID00955	0
geneID00956	0
geneID00957	166
geneID00958	8
geneID00959	61
geneID00960	158
geneID00961	524
geneID00962	44
geneID00963	0
geneID00964	0
geneID00965	205
geneID00966	435
geneID00967	71
geneID00968	106
geneID00969	80
geneID00970	0
geneID00971	111
geneID00972	72
geneID00973	0
geneID00974	0
geneID00975	356
geneID00976	250
geneID00977	9
geneID00978	128
geneID00979	1
geneID00980	489
geneID00981	454
geneID00982	0
geneID00983	826
geneID00984	50
geneID00985	0
geneID00986	769
geneID00987	242
geneID00988	1
geneID00989	305
geneID00990	81
geneID00991	769
geneID00992	5
geneID00993	437
geneID00994	250
geneID00995	61
geneID00996	0
geneID00997	185
geneID00998	225
geneID00999	383
geneID01000	5
geneID01001	0
geneID01002	996
geneID01003	0
geneID01004	238
geneID01005	20
geneID01006	304
geneID01007	434
geneID01008	0
geneID01009	2
geneID01010	429
geneID01011	0
geneID01012	701
geneID01013	424
geneID01014	771
geneID01015	42
geneID01016	1480
geneID01017	7
geneID01018	49
geneID01019	0
geneID01020	8
geneID01021	167
geneID01022	736
geneID01023	0
geneID01024	0
geneID01025	0
geneID01026	1405
geneID01027	196
geneID01028	65
geneID01029	0
geneID01030	853
geneID01031	476
geneID01032	354
geneID01033	0
geneID01034	378
geneID01035	306
geneID01036	2138
geneID01037	0
geneID01038	13
geneID01039	178
geneID01040	9
geneID01041	0
geneID01042	171
geneID01043	29
geneID01044	307
geneID01045	0
geneID01046	0
geneID01047	102
geneID01048	586
geneID01049	4
geneID01050	471
geneID01051	3
geneID01052	0
geneID01053	8
geneID01054	241
geneID01055	316
geneID01056	1878
geneID01057	685
geneID01058	120
geneID01059	374
geneID01060	0
geneID01061	312
geneID01062	207
geneID01063	687
geneID01064	103
geneID01065	723
geneID01066	503
geneID01067	1172
geneID01068	2727
geneID01069	58
geneID01070	79
geneID01071	46
geneID01072	156
geneID01073	134
geneID01074	0
geneID01075	27
geneID01076	267
geneID01077	1
geneID01078	0
geneID01079	96
geneID01080	39
geneID01081	0
geneID01082	199
geneID01083	109
geneID01084	62
geneID01085	457
geneID01086	0
geneID01087	169
geneID01088	8
geneID01089	78
geneID01090	0
geneID01091	150
geneID01092	1
geneID01093	196
geneID01094	0
geneID01095	634
geneID01096	0
geneID01097	303
geneID01098	138
geneID01099	637
geneID01100	104
geneID01101	247
geneID01102	567
geneID01103	161
geneID01104	57
geneID01105	2
geneID01106	67
geneID01107	257
geneID01108	0
geneID01109	0
geneID01110	84
geneID01111	247
geneID01112	409
geneID01113	29
geneID01114	85
geneID01115	3310
geneID01116	75
geneID01117	19
geneID01118	1
geneID01119	0
geneID01120	589
geneID01121	603
geneID01122	3
geneID01123	0
geneID01124	0
geneID01125	1
geneID01126	34
geneID01127	1
geneID01128	75
geneID01129	0
geneID01130	3
geneID01131	0
geneID01132	25
geneID01133	0
geneID01134	0
geneID01135	826
geneID01136	0
geneID01137	0
geneID01138	0
geneID01139	153
geneID01140	2354
geneID01141	0
geneID01142	337
geneID01143	161
geneID01144	976
geneID01145	0
geneID01146	0
geneID01147	48
geneID01148	68
geneID01149	569
geneID01150	43
geneID01151	4
geneID01152	1746
geneID01153	105
geneID01154	148
geneID01155	0
geneID01156	1
geneID01157	231
geneID01158	0
geneID01159	464
geneID01160	187
geneID01161	0
geneID01162	1322
geneID01163	2310
geneID01164	236
geneID01165	6385
geneID01166	468
geneID01167	159
geneID01168	376
geneID01169	56
geneID01170	122
geneID01171	1983
geneID01172	2
geneID01173	0
geneID01174	0
geneID01175	635
geneID01176	77
geneID01177	221
geneID01178	121
geneID01179	0
geneID01180	0
geneID01181	0
geneID01182	1820
geneID01183	1
geneID01184	123
geneID01185	0
geneID01186	0
geneID01187	455
geneID01188	41
geneID01189	3
geneID01190	0
geneID01191	61
geneID01192	3299
geneID01193	28
geneID01194	30
geneID01195	634
geneID01196	1
geneID01197	102
geneID01198	1
geneID01199	0
geneID01200	0
geneID01201	0
geneID01202	0
geneID01203	0
geneID01204	24
geneID01205	0
geneID01206	56
geneID01207	949
geneID01208	210
geneID01209	151
geneID01210	403
geneID01211	13
geneID01212	1328
geneID01213	24
geneID01214	22
geneID01215	88
geneID01216	1324
geneID01217	28
geneID01218	485
geneID01219	0
geneID01220	395
geneID01221	414
geneID01222	247
geneID01223	141
geneID01224	109
geneID01225	87
geneID01226	1800
geneID01227	0
geneID01228	275
geneID01229	0
geneID01230	531
geneID01231	956
geneID01232	54
geneID01233	0
geneID01234	269
geneID01235	333
geneID01236	13
geneID01237	0
geneID01238	258
geneID01239	485
geneID01240	113
geneID01241	0
geneID01242	13
geneID01243	0
geneID01244	102
geneID01245	318
geneID01246	2
geneID01247	6
geneID01248	62
geneID01249	0
geneID01250	154
geneID01251	639
geneID01252	0
geneID01253	0
geneID01254	0
geneID01255	0
geneID01256	184
geneID01257	87
geneID01258	63
geneID01259	120
geneID01260	4
geneID01261	301
geneID01262	344
geneID01263	1090
geneID01264	84
geneID01265	110
geneID01266	39
geneID01267	2950
geneID01268	1
geneID01269	209
geneID01270	537
geneID01271	438
geneID01272	977
geneID01273	274
geneID01274	580
geneID01275	1
geneID01276	1101
geneID01277	0
geneID01278	1
geneID01279	0
geneID01280	8067
geneID01281	493
geneID01282	1854
geneID01283	334
geneID01284	0
geneID01285	0
geneID01286	0
geneID01287	0
geneID01288	73
geneID01289	3
geneID01290	238
geneID01291	102
geneID01292	547
geneID01293	399
geneID01294	67
geneID01295	70
geneID01296	1634
geneID01297	189
geneID01298	177
geneID01299	16
geneID01300	129
geneID01301	465
geneID01302	3
geneID01303	23
geneID01304	31
geneID01305	800
geneID01306	489
geneID01307	166
geneID01308	421
geneID01309	53
geneID01310	0
geneID01311	147
geneID01312	674
geneID01313	10
geneID01314	173
geneID01315	218
geneID01316	146
geneID01317	1586
geneID01318	280
geneID01319	0
geneID01320	0
geneID01321	0
geneID01322	779
geneID01323	97
geneID01324	4
geneID01325	340
geneID01326	458
geneID01327	2
geneID01328	352
geneID01329	52
geneID01330	147
geneID01331	42
geneID01332	1
geneID01333	0
geneID01334	7055
geneID01335	179
geneID01336	182
geneID01337	3
geneID01338	0
geneID01339	0
geneID01340	0
geneID01341	0
geneID01342	0
geneID01343	0
geneID01344	0
geneID01345	0
geneID01346	1
geneID01347	831
geneID01348	175
geneID01349	207
geneID01350	0
geneID01351	0
geneID01352	0
geneID01353	0
geneID01354	0
geneID01355	0
geneID01356	0
geneID01357	0
geneID01358	49
geneID01359	0
geneID01360	376
geneID01361	23
geneID01362	6
geneID01363	1
geneID01364	622
geneID01365	13
geneID01366	79
geneID01367	1230
geneID01368	141
geneID01369	58
geneID01370	0
geneID01371	0
geneID01372	234
geneID01373	127
geneID01374	131
geneID01375	47
geneID01376	176
geneID01377	481
geneID01378	0
geneID01379	214
geneID01380	250
geneID01381	362
geneID01382	0
geneID01383	183
geneID01384	82
geneID01385	10
geneID01386	1576
geneID01387	203
geneID01388	10
geneID01389	85
geneID01390	27
geneID01391	667
geneID01392	10
geneID01393	424
geneID01394	214
geneID01395	250
geneID01396	734
geneID01397	105
geneID01398	0
geneID01399	439
geneID01400	51
geneID01401	1
geneID01402	4
geneID01403	0
geneID01404	15
geneID01405	54
geneID01406	176
geneID01407	192
geneID01408	0
geneID01409	54
geneID01410	435
geneID01411	2
geneID01412	6
geneID01413	128
geneID01414	61
geneID01415	100
geneID01416	0
geneID01417	0
geneID01418	103
geneID01419	0
geneID01420	10
geneID01421	29
geneID01422	690
geneID01423	128
geneID01424	226
geneID01425	399
geneID01426	102
geneID01427	1
geneID01428	15061
geneID01429	115
geneID01430	37
geneID01431	731
geneID01432	152
geneID01433	325
geneID01434	5
geneID01435	508
geneID01436	1
geneID01437	1103
geneID01438	1923
geneID01439	4
geneID01440	62
geneID01441	1317
geneID01442	609
geneID01443	1
geneID01444	280
geneID01445	34
geneID01446	52
geneID01447	69
geneID01448	0
geneID01449	1230
geneID01450	13
geneID01451	27
geneID01452	0
geneID01453	0
geneID01454	0
geneID01455	134
geneID01456	701
geneID01457	402
geneID01458	172
geneID01459	135
geneID01460	2229
geneID01461	693
geneID01462	43
geneID01463	16
geneID01464	0
geneID01465	859
geneID01466	99
geneID01467	1132
geneID01468	19
geneID01469	639
geneID01470	0
geneID01471	56
geneID01472	0
geneID01473	688
geneID01474	73
geneID01475	921
geneID01476	671
geneID01477	3
geneID01478	662
geneID01479	55
geneID01480	0
geneID01481	7
geneID01482	246
geneID01483	0
geneID01484	63
geneID01485	0
geneID01486	1854
geneID01487	376
geneID01488	888
geneID01489	603
geneID01490	715
geneID01491	5
geneID01492	1
geneID01493	0
geneID01494	14
geneID01495	1279
geneID01496	231
geneID01497	336
geneID01498	0
geneID01499	0
geneID01500	0
geneID01501	0
geneID01502	81
geneID01503	2628
geneID01504	156
geneID01505	227
geneID01506	7
geneID01507	0
geneID01508	197
geneID01509	291
geneID01510	0
geneID01511	0
geneID01512	1
geneID01513	223
geneID01514	127
geneID01515	73
geneID01516	88
geneID01517	1190
geneID01518	3
geneID01519	368
geneID01520	752
geneID01521	0
geneID01522	29
geneID01523	9
geneID01524	18
geneID01525	379
geneID01526	5
geneID01527	1751
geneID01528	38
geneID01529	82
geneID01530	79
geneID01531	285
geneID01532	290
geneID01533	373
geneID01534	312
geneID01535	925
geneID01536	517
geneID01537	2102
geneID01538	22
geneID01539	10
geneID01540	2
geneID01541	3211
geneID01542	105
geneID01543	1
geneID01544	497
geneID01545	1
geneID01546	0
geneID01547	779
geneID01548	51
geneID01549	116
geneID01550	1
geneID01551	564
geneID01552	94
geneID01553	697
geneID01554	0
geneID01555	184
geneID01556	385
geneID01557	144
geneID01558	4255
geneID01559	286
geneID01560	38
geneID01561	55
geneID01562	0
geneID01563	81
geneID01564	850
geneID01565	5
geneID01566	0
geneID01567	0
geneID01568	0
geneID01569	0
geneID01570	0
geneID01571	0
geneID01572	833
geneID01573	21
geneID01574	0
geneID01575	6677
geneID01576	186
geneID01577	304
geneID01578	72
geneID01579	346
geneID01580	126
geneID01581	995
geneID01582	0
geneID01583	38
geneID01584	0
geneID01585	1
geneID01586	351
geneID01587	1
geneID01588	40
geneID01589	628
geneID01590	10475
geneID01591	16
geneID01592	75
geneID01593	0
geneID01594	0
geneID01595	307
geneID01596	134
geneID01597	148
geneID01598	0
geneID01599	6
geneID01600	17
geneID01601	626
geneID01602	205
geneID01603	5015
geneID01604	1425
geneID01605	395
geneID01606	11
geneID01607	256
geneID01608	606
geneID01609	2
geneID01610	391
geneID01611	478
geneID01612	274
geneID01613	3
geneID01614	0
geneID01615	75
geneID01616	131
geneID01617	57
geneID01618	124
geneID01619	1120
geneID01620	61
geneID01621	13
geneID01622	0
geneID01623	0
geneID01624	0
geneID01625	0
geneID01626	96
geneID01627	527
geneID01628	283
geneID01629	362
geneID01630	108
geneID01631	0
geneID01632	0
geneID01633	366
geneID01634	91
geneID01635	16
geneID01636	579
geneID01637	277
geneID01638	2
geneID01639	226
geneID01640	2
geneID01641	269
geneID01642	202
geneID01643	210
geneID01644	1280
geneID01645	4
geneID01646	2
geneID01647	0
geneID01648	29
geneID01649	1
geneID01650	9
geneID01651	0
geneID01652	212
geneID01653	2
geneID01654	283
geneID01655	434
geneID01656	827
geneID01657	108
geneID01658	28
geneID01659	52
geneID01660	6
geneID01661	12
geneID01662	723
geneID01663	4
geneID01664	102
geneID01665	283
geneID01666	145
geneID01667	159
geneID01668	525
geneID01669	776
geneID01670	59
geneID01671	111
geneID01672	42
geneID01673	370
geneID01674	128
geneID01675	508
geneID01676	6
geneID01677	355
geneID01678	511
geneID01679	2
geneID01680	492
geneID01681	102
geneID01682	0
geneID01683	4
geneID01684	228
geneID01685	492
geneID01686	134
geneID01687	923
geneID01688	33
geneID01689	47
geneID01690	47
geneID01691	163
geneID01692	0
geneID01693	0
geneID01694	0
geneID01695	795
geneID01696	1516
geneID01697	730
geneID01698	751
geneID01699	0
geneID01700	5
geneID01701	257
geneID01702	1229
geneID01703	20
geneID01704	0
geneID01705	0
geneID01706	13
geneID01707	357
geneID01708	0
geneID01709	0
geneID01710	0
geneID01711	0
geneID01712	1
geneID01713	116
geneID01714	299
geneID01715	5
geneID01716	255
geneID01717	166
geneID01718	34
geneID01719	650
geneID01720	826
geneID01721	188
geneID01722	692
geneID01723	1452
geneID01724	231
geneID01725	5
geneID01726	0
geneID01727	116
geneID01728	10
geneID01729	1
geneID01730	144
geneID01731	932
geneID01732	644
